Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:repository:timer-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:timer-contact:compileDebugKotlin,Total size of the cache directory,575.1,575.1,575,575,575,575,KB
:repository:timer-contact:compileDebugKotlin,Size of shrunk classpath snapshot,46.6,46.6,47,47,47,47,KB
:repository:timer-contact:compileDebugKotlin,Size of classpath snapshot,6.7,6.7,7,7,7,7,MB
:repository:timer-contact:compileDebugKotlin,Save shrunk current classpath snapshot,1.91,1.43,2,1,3,3,ms
:repository:todo-contact:compileDebugKotlin,Task action before worker execution,14.4,14.98,14,17,22,21,ms
:repository:todo-contact:compileDebugKotlin,Incremental compilation in daemon,1884.82,1888.02,1860,1862,2224,2265,ms
:repository:todo-contact:compileDebugKotlin,Total Gradle task time,2058.5,2075.46,2019,2066,2423,2503,ms
:repository:todo-contact:compileDebugKotlin,Remove duplicate classes,4.86,4.2,3,4,8,7,ms
:repository:todo-contact:compileDebugKotlin,Run compilation,1902.4,1905.92,1870,1893,2239,2279,ms
:repository:todo-contact:compileDebugKotlin,Compiler code analysis,526.5,544.44,498,513,711,689,ms
:repository:todo-contact:compileDebugKotlin,Compiler code generation,332.06,353.36,326,325,425,492,ms
:repository:todo-contact:compileDebugKotlin,Compiler initialization time,38.76,41.38,36,39,57,59,ms
:repository:todo-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.68,28.54,25,25,43,41,ms
:repository:todo-contact:compileDebugKotlin,Compiler translation to IR,653.54,621.34,611,589,852,767,ms
:repository:todo-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,35.72,35.64,35,30,52,53,ms
:repository:todo-contact:compileDebugKotlin,Spent time before task action,47.88,53.0,44,50,63,72,ms
:repository:todo-contact:compileDebugKotlin,Run compilation in Gradle worker,1916.88,1918.9,1900,1906,2247,2297,ms
:repository:todo-contact:compileDebugKotlin,Load current classpath snapshot,5.32,4.7,4,4,9,7,ms
:repository:todo-contact:compileDebugKotlin,Sources compilation round,1750.28,1765.58,1736,1744,2119,2152,ms
:repository:todo-contact:compileDebugKotlin,Connect to Kotlin daemon,12.06,9.72,9,10,17,14,ms
:repository:todo-contact:compileDebugKotlin,Compiler IR lowering,209.32,229.56,202,213,270,307,ms
:repository:todo-contact:compileDebugKotlin,Update caches,4.08,3.84,4,3,6,6,ms
:repository:todo-contact:compileDebugKotlin,Compiler backend,122.2,123.24,113,109,175,174,ms
:repository:todo-contact:compileDebugKotlin,Calculate output size,1.77,2.13,1,1,4,4,ms
:repository:todo-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:todo-contact:compileDebugKotlin,Analysis lines per second,762,736,776,753,949,919,
:repository:todo-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:todo-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:todo-contact:compileDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:repository:todo-contact:compileDebugKotlin,Number of lines analyzed,387,387,387,387,387,387,
:repository:todo-contact:compileDebugKotlin,Code generation lines per second,1214,1164,1185,1190,1587,1525,
:repository:todo-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,120,120,120,120,120,120,
:repository:todo-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:todo-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:todo-contact:compileDebugKotlin,Total size of the cache directory,572.2,572.2,572,572,572,572,KB
:repository:todo-contact:compileDebugKotlin,Size of shrunk classpath snapshot,48.0,48.0,48,48,48,48,KB
:repository:todo-contact:compileDebugKotlin,Size of classpath snapshot,6.8,6.8,7,7,7,7,MB
:repository:todo-contact:compileDebugKotlin,Start gradle worker,2.16,2.0,1,1,4,4,ms
:repository:todo-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.3,2.67,2,3,5,4,ms
:repository:todo-contact:compileDebugKotlin,Clear jar cache,1.43,1.79,1,2,3,3,ms
:repository:todo-contact:compileDebugKotlin,Clear output,1.5,,2,,2,,ms
:repository:todo-contact:compileDebugKotlin,Store build info,2.0,3.33,2,3,2,6,ms
:repository:user-contact:compileDebugKotlin,Task action before worker execution,16.04,15.94,17,16,24,23,ms
:repository:user-contact:compileDebugKotlin,Incremental compilation in daemon,1762.62,1742.1,1763,1673,2059,2162,ms
:repository:user-contact:compileDebugKotlin,Total Gradle task time,1961.32,1941.58,1944,1905,2272,2389,ms
:repository:user-contact:compileDebugKotlin,Remove duplicate classes,3.72,6.84,3,3,7,7,ms
:repository:user-contact:compileDebugKotlin,Run compilation,1785.92,1767.28,1785,1687,2081,2207,ms
:repository:user-contact:compileDebugKotlin,Compiler code analysis,479.36,487.44,469,493,596,613,ms
:repository:user-contact:compileDebugKotlin,Start gradle worker,2.56,2.26,2,2,5,5,ms
:repository:user-contact:compileDebugKotlin,Compiler code generation,315.9,313.08,274,300,423,472,ms
:repository:user-contact:compileDebugKotlin,Compiler initialization time,41.28,41.42,38,37,63,60,ms
:repository:user-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,29.66,22.5,27,17,39,38,ms
:repository:user-contact:compileDebugKotlin,Compiler translation to IR,610.24,600.52,581,570,800,726,ms
:repository:user-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,36.24,31.88,34,23,49,47,ms
:repository:user-contact:compileDebugKotlin,Spent time before task action,43.8,45.48,43,45,65,60,ms
:repository:user-contact:compileDebugKotlin,Run compilation in Gradle worker,1804.62,1785.6,1799,1700,2092,2219,ms
:repository:user-contact:compileDebugKotlin,Load current classpath snapshot,4.32,7.4,4,3,8,7,ms
:repository:user-contact:compileDebugKotlin,Sources compilation round,1630.96,1618.72,1613,1561,1909,1945,ms
:repository:user-contact:compileDebugKotlin,Connect to Kotlin daemon,14.82,14.12,8,9,14,16,ms
:repository:user-contact:compileDebugKotlin,Compiler IR lowering,213.22,206.92,181,188,297,300,ms
:repository:user-contact:compileDebugKotlin,Update caches,4.08,4.34,4,3,6,7,ms
:repository:user-contact:compileDebugKotlin,Compiler backend,102.16,105.56,97,96,145,159,ms
:repository:user-contact:compileDebugKotlin,Calculate output size,2.06,2.39,1,1,4,5,ms
:repository:user-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:user-contact:compileDebugKotlin,Analysis lines per second,808,799,805,766,961,994,
:repository:user-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:user-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:user-contact:compileDebugKotlin,Number of classpath entries,100,100,100,100,100,100,
:repository:user-contact:compileDebugKotlin,Number of lines analyzed,378,378,378,378,378,378,
:repository:user-contact:compileDebugKotlin,Code generation lines per second,1325,1299,1379,1258,1745,1789,
:repository:user-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,99,99,99,99,99,99,
:repository:user-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:user-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:user-contact:compileDebugKotlin,Total size of the cache directory,568.2,568.2,568,568,568,568,KB
:repository:user-contact:compileDebugKotlin,Size of shrunk classpath snapshot,23.9,23.9,24,24,24,24,KB
:repository:user-contact:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:repository:user-contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.25,2.2,3,2,7,3,ms
:repository:user-contact:compileDebugKotlin,Store build info,4.0,3.0,4,3,4,3,ms
:repository:user-contact:compileDebugKotlin,Clear jar cache,1.43,1.93,1,1,3,5,ms
:repository:user-contact:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:repository:user-contact:compileDebugKotlin,Clear outputs on rebuild,1.5,3.0,2,3,2,3,ms
:repository:video-contact:compileDebugKotlin,Task action before worker execution,16.16,15.04,15,13,24,26,ms
:repository:video-contact:compileDebugKotlin,Incremental compilation in daemon,1992.54,1939.74,1979,1907,2386,2384,ms
:repository:video-contact:compileDebugKotlin,Total Gradle task time,2170.42,2135.72,2146,2077,2604,2635,ms
:repository:video-contact:compileDebugKotlin,Remove duplicate classes,4.18,4.6,4,5,7,8,ms
:repository:video-contact:compileDebugKotlin,Run compilation,2007.24,1957.68,1992,1923,2400,2398,ms
:repository:video-contact:compileDebugKotlin,Compiler code analysis,538.02,545.3,515,516,715,684,ms
:repository:video-contact:compileDebugKotlin,Start gradle worker,2.0,1.83,1,1,4,4,ms
:repository:video-contact:compileDebugKotlin,Compiler code generation,379.1,394.98,371,392,497,571,ms
:repository:video-contact:compileDebugKotlin,Compiler initialization time,45.74,42.16,43,39,65,59,ms
:repository:video-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.74,35.64,25,28,37,42,ms
:repository:video-contact:compileDebugKotlin,Compiler translation to IR,710.8,630.26,682,618,951,811,ms
:repository:video-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,35.04,43.3,32,36,50,59,ms
:repository:video-contact:compileDebugKotlin,Spent time before task action,44.12,49.92,45,47,60,72,ms
:repository:video-contact:compileDebugKotlin,Run compilation in Gradle worker,2020.38,1972.96,2001,1932,2413,2420,ms
:repository:video-contact:compileDebugKotlin,Load current classpath snapshot,4.9,5.3,4,5,7,9,ms
:repository:video-contact:compileDebugKotlin,Sources compilation round,1864.24,1805.76,1869,1768,2232,2240,ms
:repository:video-contact:compileDebugKotlin,Connect to Kotlin daemon,10.02,12.46,8,10,14,16,ms
:repository:video-contact:compileDebugKotlin,Compiler IR lowering,245.94,252.92,224,236,351,358,ms
:repository:video-contact:compileDebugKotlin,Update caches,4.22,4.44,3,5,7,7,ms
:repository:video-contact:compileDebugKotlin,Compiler backend,132.74,141.58,123,126,188,212,ms
:repository:video-contact:compileDebugKotlin,Calculate output size,2.04,2.06,1,1,4,4,ms
:repository:video-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:video-contact:compileDebugKotlin,Analysis lines per second,744,734,746,745,930,910,
:repository:video-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:video-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:video-contact:compileDebugKotlin,Number of classpath entries,118,118,118,118,118,118,
:repository:video-contact:compileDebugKotlin,Number of lines analyzed,385,385,385,385,385,385,
:repository:video-contact:compileDebugKotlin,Code generation lines per second,1058,1052,1037,982,1360,1480,
:repository:video-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,117,117,117,117,117,117,
:repository:video-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:video-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:video-contact:compileDebugKotlin,Total size of the cache directory,575.1,575.1,575,575,575,575,KB
:repository:video-contact:compileDebugKotlin,Size of shrunk classpath snapshot,46.0,46.0,46,46,46,46,KB
:repository:video-contact:compileDebugKotlin,Size of classpath snapshot,6.6,6.6,7,7,7,7,MB
:repository:video-contact:compileDebugKotlin,Clear jar cache,1.94,2.13,1,2,4,5,ms
:repository:video-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.11,2.63,2,3,3,7,ms
:repository:video-contact:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:repository:video-contact:compileDebugKotlin,Clear output,4.0,,4,,4,,ms
:repository:weather-contact:compileDebugKotlin,Task action before worker execution,14.94,15.42,13,17,21,22,ms
:repository:weather-contact:compileDebugKotlin,Incremental compilation in daemon,1876.68,1929.06,1831,1853,2167,2396,ms
:repository:weather-contact:compileDebugKotlin,Total Gradle task time,2056.48,2112.04,2042,2044,2369,2615,ms
:repository:weather-contact:compileDebugKotlin,Remove duplicate classes,4.4,4.28,4,3,8,8,ms
:repository:weather-contact:compileDebugKotlin,Run compilation,1892.06,1947.0,1846,1868,2180,2409,ms
:repository:weather-contact:compileDebugKotlin,Compiler code analysis,563.88,580.68,549,571,684,769,ms
:repository:weather-contact:compileDebugKotlin,Start gradle worker,1.9,1.74,1,1,4,3,ms
:repository:weather-contact:compileDebugKotlin,Compiler code generation,373.46,395.74,367,351,525,594,ms
:repository:weather-contact:compileDebugKotlin,Compiler initialization time,49.36,50.08,45,42,73,81,ms
:repository:weather-contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.98,30.72,26,22,37,55,ms
:repository:weather-contact:compileDebugKotlin,Compiler translation to IR,579.86,578.18,562,564,701,683,ms
:repository:weather-contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.76,38.62,32,29,50,66,ms
:repository:weather-contact:compileDebugKotlin,Spent time before task action,45.52,50.46,43,52,62,71,ms
:repository:weather-contact:compileDebugKotlin,Run compilation in Gradle worker,1903.3,1957.28,1856,1876,2193,2427,ms
:repository:weather-contact:compileDebugKotlin,Load current classpath snapshot,5.3,5.44,5,5,8,10,ms
:repository:weather-contact:compileDebugKotlin,Sources compilation round,1747.36,1796.96,1714,1724,2046,2282,ms
:repository:weather-contact:compileDebugKotlin,Connect to Kotlin daemon,8.78,8.06,8,7,12,12,ms
:repository:weather-contact:compileDebugKotlin,Compiler IR lowering,231.32,235.06,230,234,319,363,ms
:repository:weather-contact:compileDebugKotlin,Update caches,5.64,5.92,5,6,8,10,ms
:repository:weather-contact:compileDebugKotlin,Compiler backend,141.68,160.2,138,138,194,234,ms
:repository:weather-contact:compileDebugKotlin,Calculate output size,2.0,2.0,1,1,4,4,ms
:repository:weather-contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:repository:weather-contact:compileDebugKotlin,Analysis lines per second,792,784,792,761,1009,1009,
:repository:weather-contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:repository:weather-contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:repository:weather-contact:compileDebugKotlin,Number of classpath entries,113,113,113,113,113,113,
:repository:weather-contact:compileDebugKotlin,Number of lines analyzed,435,435,435,435,435,435,
:repository:weather-contact:compileDebugKotlin,Code generation lines per second,1231,1199,1185,1238,1698,1605,
:repository:weather-contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,112,112,112,112,112,112,
:repository:weather-contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:repository:weather-contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:repository:weather-contact:compileDebugKotlin,Total size of the cache directory,584.3,584.3,584,584,584,584,KB
:repository:weather-contact:compileDebugKotlin,Size of shrunk classpath snapshot,49.4,49.4,49,49,49,49,KB
:repository:weather-contact:compileDebugKotlin,Size of classpath snapshot,6.3,6.3,6,6,6,6,MB
:repository:weather-contact:compileDebugKotlin,Save shrunk current classpath snapshot,2.25,2.0,3,2,4,3,ms
:repository:weather-contact:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:repository:weather-contact:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:ui:account-identity:compileDebugKotlin,Task action before worker execution,12.64,13.36,11,11,21,21,ms
:ui:account-identity:compileDebugKotlin,Incremental compilation in daemon,1754.26,1727.74,1686,1686,2242,2151,ms
:ui:account-identity:compileDebugKotlin,Total Gradle task time,1941.34,1918.16,1854,1860,2407,2306,ms
:ui:account-identity:compileDebugKotlin,Remove duplicate classes,3.46,3.98,2,3,6,8,ms
:ui:account-identity:compileDebugKotlin,Run compilation,1766.88,1739.92,1696,1702,2253,2165,ms
:ui:account-identity:compileDebugKotlin,Compiler code analysis,480.16,479.4,438,433,698,626,ms
:ui:account-identity:compileDebugKotlin,Compiler code generation,339.48,348.3,319,333,415,507,ms
:ui:account-identity:compileDebugKotlin,Compiler initialization time,48.5,44.12,47,38,70,69,ms
:ui:account-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.92,24.72,23,24,42,37,ms
:ui:account-identity:compileDebugKotlin,Compiler translation to IR,585.76,566.62,566,548,683,678,ms
:ui:account-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.42,35.66,36,35,56,52,ms
:ui:account-identity:compileDebugKotlin,Spent time before task action,48.32,53.86,43,48,70,80,ms
:ui:account-identity:compileDebugKotlin,Run compilation in Gradle worker,1780.76,1750.9,1705,1710,2263,2172,ms
:ui:account-identity:compileDebugKotlin,Load current classpath snapshot,8.46,8.96,8,9,13,15,ms
:ui:account-identity:compileDebugKotlin,Sources compilation round,1622.5,1608.46,1552,1577,2150,1997,ms
:ui:account-identity:compileDebugKotlin,Clear outputs on rebuild,2.0,2.0,2,2,2,2,ms
:ui:account-identity:compileDebugKotlin,Connect to Kotlin daemon,10.0,7.34,7,7,12,11,ms
:ui:account-identity:compileDebugKotlin,Compiler IR lowering,201.48,215.12,190,205,281,292,ms
:ui:account-identity:compileDebugKotlin,Update caches,3.74,4.28,3,4,6,8,ms
:ui:account-identity:compileDebugKotlin,Compiler backend,137.52,132.7,114,118,186,188,ms
:ui:account-identity:compileDebugKotlin,Calculate output size,2.13,2.07,1,1,4,5,ms
:ui:account-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:account-identity:compileDebugKotlin,Analysis lines per second,896,889,918,929,1143,1141,
:ui:account-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:account-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:account-identity:compileDebugKotlin,Number of classpath entries,105,105,105,105,105,105,
:ui:account-identity:compileDebugKotlin,Number of lines analyzed,403,403,403,403,403,403,
:ui:account-identity:compileDebugKotlin,Code generation lines per second,1278,1252,1262,1211,1709,1732,
:ui:account-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,98,98,98,98,98,
:ui:account-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,7,7,7,7,7,
:ui:account-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:account-identity:compileDebugKotlin,Total size of the cache directory,574.4,574.4,574,574,574,574,KB
:ui:account-identity:compileDebugKotlin,Size of shrunk classpath snapshot,43.0,43.0,43,43,43,43,KB
:ui:account-identity:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:ui:account-identity:compileDebugKotlin,Start gradle worker,2.18,2.05,1,1,5,5,ms
:ui:account-identity:compileDebugKotlin,Clear jar cache,2.0,1.85,2,2,3,3,ms
:ui:account-identity:compileDebugKotlin,Save shrunk current classpath snapshot,1.67,1.6,2,1,2,4,ms
:ui:account-identity:compileDebugKotlin,Store build info,2.0,1.0,2,1,2,1,ms
:ui:account-identity:compileDebugKotlin,Clear output,3.5,2.33,4,3,4,3,ms
:ui:alarm-identity:compileDebugKotlin,Task action before worker execution,22.2,14.04,10,11,19,18,ms
:ui:alarm-identity:compileDebugKotlin,Incremental compilation in daemon,1660.42,1668.9,1622,1620,2031,2003,ms
:ui:alarm-identity:compileDebugKotlin,Total Gradle task time,1864.7,1842.3,1824,1789,2278,2185,ms
:ui:alarm-identity:compileDebugKotlin,Remove duplicate classes,3.78,4.0,3,3,7,8,ms
:ui:alarm-identity:compileDebugKotlin,Run compilation,1677.76,1684.06,1634,1631,2056,2018,ms
:ui:alarm-identity:compileDebugKotlin,Compiler code analysis,422.72,432.16,421,420,545,525,ms
:ui:alarm-identity:compileDebugKotlin,Start gradle worker,1.81,1.78,1,1,5,4,ms
:ui:alarm-identity:compileDebugKotlin,Clear jar cache,1.7,2.08,1,1,4,4,ms
:ui:alarm-identity:compileDebugKotlin,Compiler code generation,345.76,341.58,328,338,459,482,ms
:ui:alarm-identity:compileDebugKotlin,Compiler initialization time,39.74,45.76,35,40,61,70,ms
:ui:alarm-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.44,25.82,22,25,36,38,ms
:ui:alarm-identity:compileDebugKotlin,Compiler translation to IR,581.28,578.6,540,538,775,738,ms
:ui:alarm-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,44.56,39.8,33,39,55,59,ms
:ui:alarm-identity:compileDebugKotlin,Spent time before task action,57.68,44.32,54,44,79,63,ms
:ui:alarm-identity:compileDebugKotlin,Run compilation in Gradle worker,1692.14,1695.12,1646,1645,2066,2029,ms
:ui:alarm-identity:compileDebugKotlin,Load current classpath snapshot,10.9,11.7,8,11,17,19,ms
:ui:alarm-identity:compileDebugKotlin,Sources compilation round,1536.94,1550.14,1495,1504,1926,1873,ms
:ui:alarm-identity:compileDebugKotlin,Connect to Kotlin daemon,11.02,7.34,7,7,15,13,ms
:ui:alarm-identity:compileDebugKotlin,Compiler IR lowering,226.42,224.28,219,209,327,287,ms
:ui:alarm-identity:compileDebugKotlin,Update caches,3.72,3.74,3,3,7,7,ms
:ui:alarm-identity:compileDebugKotlin,Compiler backend,118.74,116.88,101,106,170,163,ms
:ui:alarm-identity:compileDebugKotlin,Calculate output size,2.09,1.96,1,1,4,4,ms
:ui:alarm-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:alarm-identity:compileDebugKotlin,Analysis lines per second,935,912,911,913,1198,1118,
:ui:alarm-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:alarm-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:alarm-identity:compileDebugKotlin,Number of classpath entries,112,112,112,112,112,112,
:ui:alarm-identity:compileDebugKotlin,Number of lines analyzed,384,384,384,384,384,384,
:ui:alarm-identity:compileDebugKotlin,Code generation lines per second,1165,1187,1169,1134,1528,1563,
:ui:alarm-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,100,100,100,100,100,
:ui:alarm-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,12,12,12,12,12,12,
:ui:alarm-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:alarm-identity:compileDebugKotlin,Total size of the cache directory,582.2,582.2,582,582,582,582,KB
:ui:alarm-identity:compileDebugKotlin,Size of shrunk classpath snapshot,45.6,45.6,46,46,46,46,KB
:ui:alarm-identity:compileDebugKotlin,Size of classpath snapshot,6.3,6.3,6,6,6,6,MB
:ui:alarm-identity:compileDebugKotlin,Save shrunk current classpath snapshot,2.88,2.6,3,2,6,5,ms
:ui:alarm-identity:compileDebugKotlin,Clear output,4.0,,4,,5,,ms
:ui:alarm-identity:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:ui:alarm-identity:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:ui:analytics-identity:compileDebugKotlin,Task action before worker execution,13.82,13.98,13,15,22,19,ms
:ui:analytics-identity:compileDebugKotlin,Incremental compilation in daemon,1815.86,1766.66,1768,1738,2171,2054,ms
:ui:analytics-identity:compileDebugKotlin,Total Gradle task time,2001.58,1944.66,1976,1946,2419,2246,ms
:ui:analytics-identity:compileDebugKotlin,Remove duplicate classes,4.54,4.4,5,3,7,8,ms
:ui:analytics-identity:compileDebugKotlin,Run compilation,1832.42,1781.14,1788,1758,2182,2069,ms
:ui:analytics-identity:compileDebugKotlin,Compiler code analysis,517.16,491.44,498,487,622,584,ms
:ui:analytics-identity:compileDebugKotlin,Start gradle worker,1.87,2.17,1,2,4,4,ms
:ui:analytics-identity:compileDebugKotlin,Compiler code generation,324.9,316.26,304,293,448,441,ms
:ui:analytics-identity:compileDebugKotlin,Compiler initialization time,42.66,40.28,42,37,63,57,ms
:ui:analytics-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.54,24.72,28,21,42,39,ms
:ui:analytics-identity:compileDebugKotlin,Compiler translation to IR,597.0,619.02,580,558,757,834,ms
:ui:analytics-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.32,33.18,37,28,54,53,ms
:ui:analytics-identity:compileDebugKotlin,Spent time before task action,46.34,50.02,47,48,70,69,ms
:ui:analytics-identity:compileDebugKotlin,Run compilation in Gradle worker,1845.76,1797.3,1823,1770,2195,2077,ms
:ui:analytics-identity:compileDebugKotlin,Load current classpath snapshot,6.4,6.3,6,5,10,11,ms
:ui:analytics-identity:compileDebugKotlin,Sources compilation round,1693.1,1649.84,1665,1623,2035,1975,ms
:ui:analytics-identity:compileDebugKotlin,Connect to Kotlin daemon,10.0,12.44,7,9,11,14,ms
:ui:analytics-identity:compileDebugKotlin,Compiler IR lowering,209.34,211.74,194,187,293,322,ms
:ui:analytics-identity:compileDebugKotlin,Update caches,3.68,3.48,3,2,7,7,ms
:ui:analytics-identity:compileDebugKotlin,Compiler backend,115.02,103.98,113,89,173,166,ms
:ui:analytics-identity:compileDebugKotlin,Calculate output size,2.22,1.88,1,1,4,4,ms
:ui:analytics-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:analytics-identity:compileDebugKotlin,Analysis lines per second,773,806,776,794,947,986,
:ui:analytics-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:analytics-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:analytics-identity:compileDebugKotlin,Number of classpath entries,120,120,120,120,120,120,
:ui:analytics-identity:compileDebugKotlin,Number of lines analyzed,387,387,387,387,387,387,
:ui:analytics-identity:compileDebugKotlin,Code generation lines per second,1263,1307,1274,1320,1683,1736,
:ui:analytics-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,116,116,116,116,118,118,
:ui:analytics-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,3,4,4,5,4,
:ui:analytics-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:analytics-identity:compileDebugKotlin,Total size of the cache directory,575.7,575.7,576,576,576,576,KB
:ui:analytics-identity:compileDebugKotlin,Size of shrunk classpath snapshot,48.6,48.6,49,49,49,49,KB
:ui:analytics-identity:compileDebugKotlin,Size of classpath snapshot,6.8,6.8,7,7,7,7,MB
:ui:analytics-identity:compileDebugKotlin,Clear jar cache,1.74,1.35,1,1,4,3,ms
:ui:analytics-identity:compileDebugKotlin,Save shrunk current classpath snapshot,1.83,1.75,2,2,3,3,ms
:ui:analytics-identity:compileDebugKotlin,Store build info,3.0,3.5,3,4,3,5,ms
:ui:analytics-identity:compileDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:ui:article-identity:compileDebugKotlin,Task action before worker execution,13.14,13.38,13,13,22,21,ms
:ui:article-identity:compileDebugKotlin,Incremental compilation in daemon,1608.84,1699.12,1590,1712,1883,2021,ms
:ui:article-identity:compileDebugKotlin,Total Gradle task time,1784.42,1868.56,1740,1859,2189,2213,ms
:ui:article-identity:compileDebugKotlin,Remove duplicate classes,3.22,3.28,2,2,5,6,ms
:ui:article-identity:compileDebugKotlin,Run compilation,1628.54,1714.26,1601,1734,2004,2037,ms
:ui:article-identity:compileDebugKotlin,Compiler code analysis,441.96,460.74,423,442,615,584,ms
:ui:article-identity:compileDebugKotlin,Start gradle worker,2.11,1.96,1,1,4,3,ms
:ui:article-identity:compileDebugKotlin,Compiler code generation,313.12,346.54,307,338,421,436,ms
:ui:article-identity:compileDebugKotlin,Compiler initialization time,38.7,37.04,35,35,59,53,ms
