Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:domain:gallery:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:gallery:compileDebugKotlin,Number of classpath entries,111,111,111,111,111,111,
:domain:gallery:compileDebugKotlin,Number of lines analyzed,384,384,384,384,384,384,
:domain:gallery:compileDebugKotlin,Code generation lines per second,676,682,639,628,925,945,
:domain:gallery:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,110,110,110,110,110,110,
:domain:gallery:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:gallery:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:gallery:compileDebugKotlin,Total size of the cache directory,573.3,573.3,573,573,573,573,KB
:domain:gallery:compileDebugKotlin,Size of shrunk classpath snapshot,43.9,43.9,44,44,44,44,KB
:domain:gallery:compileDebugKotlin,Size of classpath snapshot,6.2,6.2,6,6,6,6,MB
:domain:gallery:compileDebugKotlin,Store build info,3.0,3.5,3,4,3,5,ms
:domain:gallery:compileDebugKotlin,Clear jar cache,2.17,2.37,2,2,4,5,ms
:domain:gallery:compileDebugKotlin,Clear outputs on rebuild,2.0,4.0,2,4,2,4,ms
:domain:list:compileDebugKotlin,Task action before worker execution,17.84,20.7,19,21,27,29,ms
:domain:list:compileDebugKotlin,Incremental compilation in daemon,2673.38,2500.76,2728,2428,3161,3085,ms
:domain:list:compileDebugKotlin,Total Gradle task time,2916.84,2738.94,2974,2666,3437,3352,ms
:domain:list:compileDebugKotlin,Remove duplicate classes,4.96,5.18,5,5,8,10,ms
:domain:list:compileDebugKotlin,Run compilation,2710.5,2521.26,2746,2452,3189,3103,ms
:domain:list:compileDebugKotlin,Compiler code analysis,821.76,757.42,817,759,1027,898,ms
:domain:list:compileDebugKotlin,Start gradle worker,2.52,2.68,2,2,5,6,ms
:domain:list:compileDebugKotlin,Compiler code generation,630.4,578.72,601,567,841,803,ms
:domain:list:compileDebugKotlin,Compiler initialization time,64.22,68.4,60,55,93,96,ms
:domain:list:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.52,28.98,32,32,41,40,ms
:domain:list:compileDebugKotlin,Compiler translation to IR,753.24,702.64,752,700,903,879,ms
:domain:list:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.82,37.9,42,42,54,52,ms
:domain:list:compileDebugKotlin,Spent time before task action,56.12,63.38,55,63,79,81,ms
:domain:list:compileDebugKotlin,Run compilation in Gradle worker,2729.82,2539.26,2770,2471,3207,3121,ms
:domain:list:compileDebugKotlin,Load current classpath snapshot,5.68,5.96,6,5,10,11,ms
:domain:list:compileDebugKotlin,Sources compilation round,2514.78,2348.38,2574,2288,2982,2923,ms
:domain:list:compileDebugKotlin,Connect to Kotlin daemon,14.32,13.48,12,13,16,21,ms
:domain:list:compileDebugKotlin,Compiler IR lowering,348.72,334.88,346,331,456,458,ms
:domain:list:compileDebugKotlin,Update caches,6.48,6.7,6,6,11,12,ms
:domain:list:compileDebugKotlin,Compiler backend,281.2,243.22,266,243,419,327,ms
:domain:list:compileDebugKotlin,Calculate output size,2.47,2.58,1,2,5,5,ms
:domain:list:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:list:compileDebugKotlin,Analysis lines per second,478,513,466,501,584,627,
:domain:list:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:list:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:list:compileDebugKotlin,Number of classpath entries,110,110,110,110,110,110,
:domain:list:compileDebugKotlin,Number of lines analyzed,381,381,381,381,381,381,
:domain:list:compileDebugKotlin,Code generation lines per second,658,701,634,672,919,997,
:domain:list:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,109,109,109,109,109,109,
:domain:list:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:list:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:list:compileDebugKotlin,Total size of the cache directory,570.2,570.2,570,570,570,570,KB
:domain:list:compileDebugKotlin,Size of shrunk classpath snapshot,42.9,42.9,43,43,43,43,KB
:domain:list:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:domain:list:compileDebugKotlin,Save shrunk current classpath snapshot,3.22,3.0,3,3,6,5,ms
:domain:list:compileDebugKotlin,Clear jar cache,2.18,2.47,2,1,4,6,ms
:domain:map:compileDebugKotlin,Task action before worker execution,18.46,17.24,19,17,24,25,ms
:domain:map:compileDebugKotlin,Incremental compilation in daemon,2663.28,2516.06,2646,2440,3184,3038,ms
:domain:map:compileDebugKotlin,Total Gradle task time,2924.92,2750.38,2924,2703,3456,3310,ms
:domain:map:compileDebugKotlin,Remove duplicate classes,4.26,4.96,5,5,7,8,ms
:domain:map:compileDebugKotlin,Run compilation,2694.82,2549.22,2676,2482,3223,3057,ms
:domain:map:compileDebugKotlin,Compiler code analysis,801.7,752.22,778,752,1013,950,ms
:domain:map:compileDebugKotlin,Start gradle worker,2.78,2.34,3,2,6,6,ms
:domain:map:compileDebugKotlin,Clear jar cache,1.96,2.54,1,2,4,7,ms
:domain:map:compileDebugKotlin,Compiler code generation,609.26,585.52,587,544,872,863,ms
:domain:map:compileDebugKotlin,Compiler initialization time,56.32,57.8,55,59,80,80,ms
:domain:map:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.72,28.54,31,31,44,44,ms
:domain:map:compileDebugKotlin,Compiler translation to IR,780.8,735.46,742,743,1098,992,ms
:domain:map:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,36.94,37.1,40,40,53,58,ms
:domain:map:compileDebugKotlin,Spent time before task action,66.48,62.06,56,55,97,97,ms
:domain:map:compileDebugKotlin,Run compilation in Gradle worker,2713.36,2566.0,2701,2501,3251,3075,ms
:domain:map:compileDebugKotlin,Load current classpath snapshot,5.3,5.8,6,5,8,9,ms
:domain:map:compileDebugKotlin,Sources compilation round,2509.48,2350.66,2488,2315,3027,2836,ms
:domain:map:compileDebugKotlin,Connect to Kotlin daemon,14.14,12.34,12,11,21,19,ms
:domain:map:compileDebugKotlin,Compiler IR lowering,358.24,328.96,349,329,474,476,ms
:domain:map:compileDebugKotlin,Update caches,6.52,6.74,6,6,11,11,ms
:domain:map:compileDebugKotlin,Compiler backend,250.44,256.02,223,250,299,337,ms
:domain:map:compileDebugKotlin,Calculate output size,2.22,2.09,1,1,4,5,ms
:domain:map:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:map:compileDebugKotlin,Analysis lines per second,484,518,485,503,576,649,
:domain:map:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:map:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:map:compileDebugKotlin,Number of classpath entries,109,109,109,109,109,109,
:domain:map:compileDebugKotlin,Number of lines analyzed,378,378,378,378,378,378,
:domain:map:compileDebugKotlin,Code generation lines per second,672,711,643,695,967,1034,
:domain:map:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,108,108,108,108,108,108,
:domain:map:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:map:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:map:compileDebugKotlin,Total size of the cache directory,568.8,568.8,569,569,569,569,KB
:domain:map:compileDebugKotlin,Size of shrunk classpath snapshot,42.1,42.1,42,42,42,42,KB
:domain:map:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:domain:map:compileDebugKotlin,Save shrunk current classpath snapshot,2.57,2.93,2,3,6,6,ms
:domain:map:compileDebugKotlin,Store build info,3.0,1.5,3,2,3,2,ms
:domain:map:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:domain:media:compileDebugKotlin,Task action before worker execution,18.58,16.9,19,16,26,27,ms
:domain:media:compileDebugKotlin,Incremental compilation in daemon,2610.52,2629.24,2576,2604,3072,3043,ms
:domain:media:compileDebugKotlin,Total Gradle task time,2832.3,2860.1,2778,2818,3344,3283,ms
:domain:media:compileDebugKotlin,Remove duplicate classes,5.8,5.92,6,6,9,10,ms
:domain:media:compileDebugKotlin,Run compilation,2639.3,2649.42,2593,2621,3089,3071,ms
:domain:media:compileDebugKotlin,Compiler code analysis,839.36,795.54,778,778,1089,1009,ms
:domain:media:compileDebugKotlin,Start gradle worker,2.6,2.66,2,1,5,7,ms
:domain:media:compileDebugKotlin,Clear jar cache,1.83,2.17,1,2,4,4,ms
:domain:media:compileDebugKotlin,Compiler code generation,553.0,587.76,516,546,725,858,ms
:domain:media:compileDebugKotlin,Compiler initialization time,51.2,56.32,48,49,69,89,ms
:domain:media:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.56,33.78,32,31,43,46,ms
:domain:media:compileDebugKotlin,Compiler translation to IR,752.74,745.48,707,709,930,923,ms
:domain:media:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.56,42.9,41,41,53,55,ms
:domain:media:compileDebugKotlin,Spent time before task action,57.46,64.2,55,56,77,88,ms
:domain:media:compileDebugKotlin,Run compilation in Gradle worker,2654.68,2664.62,2607,2638,3101,3083,ms
:domain:media:compileDebugKotlin,Load current classpath snapshot,6.48,6.42,6,6,9,11,ms
:domain:media:compileDebugKotlin,Sources compilation round,2452.62,2456.04,2429,2434,2905,2886,ms
:domain:media:compileDebugKotlin,Connect to Kotlin daemon,11.5,10.68,12,10,17,18,ms
:domain:media:compileDebugKotlin,Compiler IR lowering,322.16,339.2,294,316,439,449,ms
:domain:media:compileDebugKotlin,Update caches,6.82,6.48,6,6,11,9,ms
:domain:media:compileDebugKotlin,Compiler backend,230.3,248.08,209,224,296,339,ms
:domain:media:compileDebugKotlin,Calculate output size,2.58,2.21,2,1,5,4,ms
:domain:media:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:media:compileDebugKotlin,Analysis lines per second,464,482,481,482,586,603,
:domain:media:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:media:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:media:compileDebugKotlin,Number of classpath entries,110,110,110,110,110,110,
:domain:media:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:domain:media:compileDebugKotlin,Code generation lines per second,714,687,726,687,916,937,
:domain:media:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,109,109,109,109,109,109,
:domain:media:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:media:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:media:compileDebugKotlin,Total size of the cache directory,569.7,569.7,570,570,570,570,KB
:domain:media:compileDebugKotlin,Size of shrunk classpath snapshot,41.1,41.1,41,41,41,41,KB
:domain:media:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:domain:media:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,2.42,3,3,4,4,ms
:domain:media:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:domain:news:compileDebugKotlin,Task action before worker execution,18.86,20.7,19,19,26,27,ms
:domain:news:compileDebugKotlin,Incremental compilation in daemon,2540.56,2613.9,2525,2524,3047,3271,ms
:domain:news:compileDebugKotlin,Total Gradle task time,2780.18,2862.5,2764,2751,3223,3518,ms
:domain:news:compileDebugKotlin,Remove duplicate classes,4.3,4.74,4,5,7,9,ms
:domain:news:compileDebugKotlin,Run compilation,2562.98,2641.54,2544,2552,3060,3293,ms
:domain:news:compileDebugKotlin,Compiler code analysis,784.76,804.96,771,798,1039,1023,ms
:domain:news:compileDebugKotlin,Start gradle worker,2.26,2.54,2,3,5,5,ms
:domain:news:compileDebugKotlin,Compiler code generation,561.28,591.86,526,613,753,797,ms
:domain:news:compileDebugKotlin,Compiler initialization time,59.3,60.88,54,54,89,94,ms
:domain:news:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,25.96,30.02,24,31,39,45,ms
:domain:news:compileDebugKotlin,Compiler translation to IR,739.34,730.38,711,713,945,915,ms
:domain:news:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,33.54,37.96,33,39,50,51,ms
:domain:news:compileDebugKotlin,Spent time before task action,62.66,67.56,56,61,89,97,ms
:domain:news:compileDebugKotlin,Run compilation in Gradle worker,2595.3,2663.52,2567,2580,3069,3316,ms
:domain:news:compileDebugKotlin,Load current classpath snapshot,5.18,5.66,5,5,8,11,ms
:domain:news:compileDebugKotlin,Sources compilation round,2390.8,2438.16,2370,2367,2915,3022,ms
:domain:news:compileDebugKotlin,Store build info,1.75,,2,,3,,ms
:domain:news:compileDebugKotlin,Connect to Kotlin daemon,28.74,17.58,12,12,21,20,ms
:domain:news:compileDebugKotlin,Compiler IR lowering,336.4,361.88,309,353,470,497,ms
:domain:news:compileDebugKotlin,Update caches,6.46,7.3,6,7,11,12,ms
:domain:news:compileDebugKotlin,Compiler backend,224.4,229.42,204,232,290,303,ms
:domain:news:compileDebugKotlin,Calculate output size,1.78,2.48,1,2,4,5,ms
:domain:news:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:news:compileDebugKotlin,Analysis lines per second,500,484,490,473,654,611,
:domain:news:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:news:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:news:compileDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:domain:news:compileDebugKotlin,Number of lines analyzed,378,378,378,378,378,378,
:domain:news:compileDebugKotlin,Code generation lines per second,715,686,719,617,930,956,
:domain:news:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,106,106,106,106,106,106,
:domain:news:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:news:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:news:compileDebugKotlin,Total size of the cache directory,569.6,569.6,570,570,570,570,KB
:domain:news:compileDebugKotlin,Size of shrunk classpath snapshot,42.1,42.1,42,42,42,42,KB
:domain:news:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:domain:news:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.33,2,3,3,3,ms
:domain:news:compileDebugKotlin,Clear jar cache,2.05,2.47,2,2,4,4,ms
:domain:news:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:domain:note:compileDebugKotlin,Task action before worker execution,19.9,19.48,18,19,25,27,ms
:domain:note:compileDebugKotlin,Incremental compilation in daemon,2405.8,2413.62,2403,2324,2886,2937,ms
:domain:note:compileDebugKotlin,Total Gradle task time,2640.88,2653.76,2589,2576,3131,3248,ms
:domain:note:compileDebugKotlin,Remove duplicate classes,4.76,4.86,5,5,8,9,ms
:domain:note:compileDebugKotlin,Run compilation,2429.0,2438.88,2420,2344,2907,2952,ms
:domain:note:compileDebugKotlin,Compiler code analysis,796.54,795.62,750,758,1016,1002,ms
:domain:note:compileDebugKotlin,Start gradle worker,2.32,2.66,2,2,6,5,ms
:domain:note:compileDebugKotlin,Clear jar cache,17.61,1.87,2,1,33,4,ms
:domain:note:compileDebugKotlin,Compiler code generation,488.08,496.26,477,445,645,656,ms
:domain:note:compileDebugKotlin,Compiler initialization time,56.9,60.42,56,55,80,91,ms
:domain:note:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,29.5,28.98,33,31,49,40,ms
:domain:note:compileDebugKotlin,Compiler translation to IR,669.22,677.12,655,619,830,852,ms
:domain:note:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.74,37.12,42,40,57,52,ms
:domain:note:compileDebugKotlin,Spent time before task action,54.12,68.76,54,63,72,86,ms
:domain:note:compileDebugKotlin,Run compilation in Gradle worker,2460.12,2463.66,2437,2377,2953,2974,ms
:domain:note:compileDebugKotlin,Load current classpath snapshot,5.54,5.52,6,6,9,10,ms
:domain:note:compileDebugKotlin,Sources compilation round,2256.98,2267.9,2263,2173,2723,2783,ms
:domain:note:compileDebugKotlin,Connect to Kotlin daemon,21.78,20.98,12,13,21,23,ms
:domain:note:compileDebugKotlin,Compiler IR lowering,299.46,282.84,299,271,427,378,ms
:domain:note:compileDebugKotlin,Update caches,5.84,6.34,6,6,9,10,ms
:domain:note:compileDebugKotlin,Compiler backend,188.06,212.9,186,189,273,290,ms
:domain:note:compileDebugKotlin,Calculate output size,2.98,2.9,3,2,6,6,ms
:domain:note:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:note:compileDebugKotlin,Analysis lines per second,492,500,507,502,579,637,
:domain:note:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:note:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:note:compileDebugKotlin,Number of classpath entries,112,112,112,112,112,112,
:domain:note:compileDebugKotlin,Number of lines analyzed,381,381,381,381,381,381,
:domain:note:compileDebugKotlin,Code generation lines per second,841,821,799,855,1226,1130,
:domain:note:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,111,111,111,111,111,111,
:domain:note:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:note:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:note:compileDebugKotlin,Total size of the cache directory,565.0,565.0,565,565,565,565,KB
:domain:note:compileDebugKotlin,Size of shrunk classpath snapshot,45.0,45.0,45,45,45,45,KB
:domain:note:compileDebugKotlin,Size of classpath snapshot,6.2,6.2,6,6,6,6,MB
:domain:note:compileDebugKotlin,Save shrunk current classpath snapshot,3.33,2.25,3,3,5,4,ms
:domain:note:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:domain:note:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:domain:note:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:domain:photo:compileDebugKotlin,Task action before worker execution,20.08,21.0,19,22,29,28,ms
:domain:photo:compileDebugKotlin,Incremental compilation in daemon,2486.98,2405.26,2457,2439,2946,2842,ms
:domain:photo:compileDebugKotlin,Total Gradle task time,2735.04,2637.2,2759,2622,3225,3086,ms
:domain:photo:compileDebugKotlin,Remove duplicate classes,5.16,5.66,5,5,8,9,ms
:domain:photo:compileDebugKotlin,Run compilation,2523.46,2427.14,2553,2463,2966,2866,ms
:domain:photo:compileDebugKotlin,Compiler code analysis,804.78,759.94,818,738,980,955,ms
:domain:photo:compileDebugKotlin,Start gradle worker,3.08,2.86,3,2,6,7,ms
:domain:photo:compileDebugKotlin,Clear jar cache,2.62,2.06,3,1,5,4,ms
:domain:photo:compileDebugKotlin,Compiler code generation,493.0,495.38,476,490,691,639,ms
:domain:photo:compileDebugKotlin,Compiler initialization time,54.62,73.5,52,57,75,93,ms
:domain:photo:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.6,31.92,33,34,42,43,ms
:domain:photo:compileDebugKotlin,Compiler translation to IR,718.7,677.92,675,665,930,910,ms
:domain:photo:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.8,41.18,42,42,52,55,ms
:domain:photo:compileDebugKotlin,Spent time before task action,60.78,56.92,56,55,83,82,ms
:domain:photo:compileDebugKotlin,Run compilation in Gradle worker,2540.28,2447.64,2573,2474,2989,2887,ms
:domain:photo:compileDebugKotlin,Load current classpath snapshot,6.04,6.68,6,6,9,12,ms
:domain:photo:compileDebugKotlin,Sources compilation round,2322.64,2255.2,2321,2279,2770,2680,ms
:domain:photo:compileDebugKotlin,Connect to Kotlin daemon,13.42,16.46,12,12,23,21,ms
:domain:photo:compileDebugKotlin,Compiler IR lowering,290.1,297.48,277,293,424,429,ms
:domain:photo:compileDebugKotlin,Update caches,6.92,6.96,6,7,11,11,ms
:domain:photo:compileDebugKotlin,Compiler backend,202.58,197.48,188,199,273,251,ms
:domain:photo:compileDebugKotlin,Calculate output size,2.43,2.16,1,1,4,5,ms
:domain:photo:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:photo:compileDebugKotlin,Analysis lines per second,488,519,467,517,603,658,
:domain:photo:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:photo:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:photo:compileDebugKotlin,Number of classpath entries,111,111,111,111,111,111,
:domain:photo:compileDebugKotlin,Number of lines analyzed,382,382,382,382,382,382,
:domain:photo:compileDebugKotlin,Code generation lines per second,832,803,802,779,1148,1025,
:domain:photo:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,110,110,110,110,110,110,
:domain:photo:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:photo:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:photo:compileDebugKotlin,Total size of the cache directory,565.2,565.2,565,565,565,565,KB
:domain:photo:compileDebugKotlin,Size of shrunk classpath snapshot,44.5,44.5,45,45,45,45,KB
:domain:photo:compileDebugKotlin,Size of classpath snapshot,6.2,6.2,6,6,6,6,MB
:domain:photo:compileDebugKotlin,Clear output,1.2,2.0,1,2,2,2,ms
:domain:photo:compileDebugKotlin,Store build info,4.0,3.0,4,3,5,5,ms
:domain:photo:compileDebugKotlin,Save shrunk current classpath snapshot,3.58,2.33,3,2,8,5,ms
:domain:playlist:compileDebugKotlin,Task action before worker execution,20.5,18.92,20,19,33,29,ms
:domain:playlist:compileDebugKotlin,Incremental compilation in daemon,2645.5,2578.92,2618,2564,3112,3082,ms
:domain:playlist:compileDebugKotlin,Total Gradle task time,2905.28,2819.48,2866,2796,3406,3350,ms
:domain:playlist:compileDebugKotlin,Remove duplicate classes,4.94,5.2,5,5,8,8,ms
:domain:playlist:compileDebugKotlin,Run compilation,2681.44,2597.26,2652,2579,3128,3104,ms
:domain:playlist:compileDebugKotlin,Compiler code analysis,780.36,773.36,764,790,957,997,ms
:domain:playlist:compileDebugKotlin,Start gradle worker,2.5,2.18,1,2,6,4,ms
:domain:playlist:compileDebugKotlin,Clear jar cache,2.03,2.2,1,2,5,4,ms
:domain:playlist:compileDebugKotlin,Compiler code generation,563.1,575.82,550,574,749,741,ms
:domain:playlist:compileDebugKotlin,Compiler initialization time,61.12,62.84,59,55,98,97,ms
:domain:playlist:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,39.78,35.42,35,34,43,47,ms
:domain:playlist:compileDebugKotlin,Compiler translation to IR,775.64,758.64,762,717,959,977,ms
:domain:playlist:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.7,44.56,42,45,56,59,ms
:domain:playlist:compileDebugKotlin,Spent time before task action,60.74,57.66,57,54,91,80,ms
:domain:playlist:compileDebugKotlin,Run compilation in Gradle worker,2702.62,2623.46,2664,2595,3143,3161,ms
:domain:playlist:compileDebugKotlin,Load current classpath snapshot,5.84,6.16,5,6,12,10,ms
:domain:playlist:compileDebugKotlin,Sources compilation round,2463.42,2416.3,2459,2406,2822,2887,ms
:domain:playlist:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,2.89,3,3,5,5,ms
:domain:playlist:compileDebugKotlin,Connect to Kotlin daemon,16.56,21.5,11,11,23,23,ms
:domain:playlist:compileDebugKotlin,Compiler IR lowering,322.22,327.18,303,311,492,430,ms
:domain:playlist:compileDebugKotlin,Update caches,6.88,7.52,6,8,11,12,ms
:domain:playlist:compileDebugKotlin,Compiler backend,240.34,248.08,237,238,292,358,ms
:domain:playlist:compileDebugKotlin,Calculate output size,2.71,2.98,2,2,5,6,ms
:domain:playlist:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:playlist:compileDebugKotlin,Analysis lines per second,503,517,502,485,594,679,
:domain:playlist:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:playlist:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:playlist:compileDebugKotlin,Number of classpath entries,114,114,114,114,114,114,
:domain:playlist:compileDebugKotlin,Number of lines analyzed,384,384,384,384,384,384,
:domain:playlist:compileDebugKotlin,Code generation lines per second,729,702,698,669,1034,975,
:domain:playlist:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,113,113,113,113,113,113,
:domain:playlist:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:playlist:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:playlist:compileDebugKotlin,Total size of the cache directory,574.1,574.1,574,574,574,574,KB
:domain:playlist:compileDebugKotlin,Size of shrunk classpath snapshot,43.9,43.9,44,44,44,44,KB
:domain:playlist:compileDebugKotlin,Size of classpath snapshot,6.4,6.4,6,6,6,6,MB
:domain:playlist:compileDebugKotlin,Clear output,2.0,2.33,2,2,3,3,ms
:domain:playlist:compileDebugKotlin,Clear outputs on rebuild,1.0,1.33,1,1,1,2,ms
:domain:podcast:compileDebugKotlin,Task action before worker execution,21.58,18.34,19,17,31,27,ms
:domain:podcast:compileDebugKotlin,Incremental compilation in daemon,2471.42,2543.12,2403,2528,2934,2869,ms
:domain:podcast:compileDebugKotlin,Total Gradle task time,2713.06,2790.24,2657,2791,3285,3221,ms
:domain:podcast:compileDebugKotlin,Remove duplicate classes,4.42,5.78,5,5,8,10,ms
:domain:podcast:compileDebugKotlin,Run compilation,2493.38,2563.7,2434,2547,2949,2949,ms
:domain:podcast:compileDebugKotlin,Compiler code analysis,760.84,762.24,754,719,977,969,ms
:domain:podcast:compileDebugKotlin,Start gradle worker,2.68,2.06,2,1,6,4,ms
:domain:podcast:compileDebugKotlin,Compiler code generation,514.94,571.6,465,545,730,789,ms
:domain:podcast:compileDebugKotlin,Compiler initialization time,56.12,55.68,55,50,84,82,ms
:domain:podcast:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.2,33.06,28,34,41,46,ms
:domain:podcast:compileDebugKotlin,Compiler translation to IR,730.98,743.62,688,724,959,941,ms
:domain:podcast:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,36.04,42.4,36,44,51,58,ms
:domain:podcast:compileDebugKotlin,Spent time before task action,69.2,64.9,59,56,98,74,ms
:domain:podcast:compileDebugKotlin,Clear output,2.0,2.2,2,2,3,3,ms
:domain:podcast:compileDebugKotlin,Run compilation in Gradle worker,2508.76,2601.04,2449,2579,2964,2978,ms
:domain:podcast:compileDebugKotlin,Load current classpath snapshot,5.46,6.32,6,6,9,11,ms
:domain:podcast:compileDebugKotlin,Sources compilation round,2316.88,2379.0,2240,2367,2780,2699,ms
:domain:podcast:compileDebugKotlin,Connect to Kotlin daemon,12.0,33.64,11,11,21,22,ms
:domain:podcast:compileDebugKotlin,Compiler IR lowering,307.04,340.08,262,325,463,489,ms
:domain:podcast:compileDebugKotlin,Update caches,5.56,6.54,6,6,9,10,ms
:domain:podcast:compileDebugKotlin,Compiler backend,207.52,230.98,205,223,291,321,ms
:domain:podcast:compileDebugKotlin,Calculate output size,2.53,2.82,1,3,6,5,ms
:domain:podcast:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:podcast:compileDebugKotlin,Analysis lines per second,514,519,505,529,631,630,
:domain:podcast:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
