Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
:layer_0:module_0_36:compileDebugKotlin,Remove duplicate classes,4.72,4.64,5,5,8,8,ms
:layer_0:module_0_36:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.54,35.3,34,37,48,50,ms
:layer_0:module_0_36:compileDebugKotlin,Load current classpath snapshot,5.66,5.54,5,6,9,8,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler IR lowering,363.52,371.1,342,332,490,565,ms
:layer_0:module_0_36:compileDebugKotlin,Clear jar cache,2.48,2.39,2,2,4,5,ms
:layer_0:module_0_36:compileDebugKotlin,Spent time before task action,64.42,67.5,62,60,87,92,ms
:layer_0:module_0_36:compileDebugKotlin,Task action before worker execution,23.4,27.36,22,18,35,35,ms
:layer_0:module_0_36:compileDebugKotlin,Start gradle worker,2.37,6.22,1,2,6,5,ms
:layer_0:module_0_36:compileDebugKotlin,Run compilation in Gradle worker,3233.76,3282.08,3223,3254,3577,3827,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler backend,260.3,304.42,248,302,336,474,ms
:layer_0:module_0_36:compileDebugKotlin,Run compilation,3210.02,3263.66,3208,3232,3547,3806,ms
:layer_0:module_0_36:compileDebugKotlin,Connect to Kotlin daemon,15.06,13.06,15,13,25,19,ms
:layer_0:module_0_36:compileDebugKotlin,Compiler code analysis,942.86,932.36,906,942,1126,1049,ms
:layer_0:module_0_36:compileDebugKotlin,Total Gradle task time,3379.9,3437.24,3346,3385,3761,3965,ms
:layer_0:module_0_36:compileDebugKotlin,Calculate output size,2.44,1.96,2,1,5,4,ms
:layer_0:module_0_36:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_36:compileDebugKotlin,Code generation lines per second,813,775,828,759,1010,1060,
:layer_0:module_0_36:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_36:compileDebugKotlin,Total size of the cache directory,566.6,566.6,567,567,567,567,KB
:layer_0:module_0_36:compileDebugKotlin,Analysis lines per second,525,530,538,517,599,628,
:layer_0:module_0_36:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_36:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_36:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_36:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_36:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_36:compileDebugKotlin,Size of shrunk classpath snapshot,23.7,23.7,24,24,24,24,KB
:layer_0:module_0_36:compileDebugKotlin,Number of lines analyzed,488,488,488,488,488,488,
:layer_0:module_0_36:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_36:compileDebugKotlin,Store build info,2.0,4.5,2,4,2,7,ms
:layer_0:module_0_36:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,4.67,3,4,3,9,ms
:layer_0:module_0_36:compileDebugKotlin,Clear output,2.0,1.0,2,1,3,1,ms
:layer_0:module_0_37:compileDebugKotlin,Sources compilation round,3045.22,3103.06,3037,3150,3494,3431,ms
:layer_0:module_0_37:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.7,42.02,41,41,54,58,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler initialization time,62.68,59.38,61,55,82,84,ms
:layer_0:module_0_37:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_0:module_0_37:compileDebugKotlin,Update caches,9.1,9.92,9,10,14,15,ms
:layer_0:module_0_37:compileDebugKotlin,Incremental compilation in daemon,3226.92,3274.98,3207,3324,3715,3674,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler code generation,704.38,758.92,705,745,870,975,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler translation to IR,1084.08,1096.0,1061,1108,1259,1273,ms
:layer_0:module_0_37:compileDebugKotlin,Remove duplicate classes,4.7,5.38,5,5,8,10,ms
:layer_0:module_0_37:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.58,33.4,32,34,43,48,ms
:layer_0:module_0_37:compileDebugKotlin,Load current classpath snapshot,5.42,6.1,5,6,8,10,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler IR lowering,393.98,436.08,387,418,514,582,ms
:layer_0:module_0_37:compileDebugKotlin,Spent time before task action,69.78,70.12,68,69,100,101,ms
:layer_0:module_0_37:compileDebugKotlin,Task action before worker execution,25.38,30.7,25,24,37,43,ms
:layer_0:module_0_37:compileDebugKotlin,Start gradle worker,3.4,2.53,3,2,7,5,ms
:layer_0:module_0_37:compileDebugKotlin,Run compilation in Gradle worker,3272.48,3330.76,3258,3376,3818,3721,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler backend,309.92,322.32,312,312,405,432,ms
:layer_0:module_0_37:compileDebugKotlin,Run compilation,3251.72,3309.26,3232,3356,3803,3695,ms
:layer_0:module_0_37:compileDebugKotlin,Connect to Kotlin daemon,16.82,16.34,15,14,24,29,ms
:layer_0:module_0_37:compileDebugKotlin,Compiler code analysis,912.94,906.28,892,913,1104,1025,ms
:layer_0:module_0_37:compileDebugKotlin,Total Gradle task time,3438.4,3501.1,3400,3496,3973,3926,ms
:layer_0:module_0_37:compileDebugKotlin,Calculate output size,2.72,2.14,2,1,6,5,ms
:layer_0:module_0_37:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_37:compileDebugKotlin,Code generation lines per second,689,642,667,631,876,830,
:layer_0:module_0_37:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_37:compileDebugKotlin,Total size of the cache directory,575.3,575.3,575,575,575,575,KB
:layer_0:module_0_37:compileDebugKotlin,Analysis lines per second,527,529,528,515,626,641,
:layer_0:module_0_37:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_37:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_37:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_37:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_37:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_37:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_37:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_37:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_37:compileDebugKotlin,Clear jar cache,1.93,2.3,2,2,5,5,ms
:layer_0:module_0_37:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,2.13,3,2,4,4,ms
:layer_0:module_0_37:compileDebugKotlin,Clear output,1.0,5.0,1,5,1,5,ms
:layer_0:module_0_37:compileDebugKotlin,Store build info,1.5,3.4,2,3,2,6,ms
:layer_0:module_0_38:compileDebugKotlin,Sources compilation round,2965.86,3048.82,2935,2993,3442,3452,ms
:layer_0:module_0_38:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,34.78,36.38,35,36,50,54,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler initialization time,57.48,58.08,58,60,72,79,ms
:layer_0:module_0_38:compileDebugKotlin,Update caches,8.38,9.22,9,9,12,14,ms
:layer_0:module_0_38:compileDebugKotlin,Incremental compilation in daemon,3126.44,3209.86,3076,3169,3614,3645,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler code generation,721.06,729.58,712,698,850,886,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler translation to IR,1038.7,1077.62,1052,1071,1193,1278,ms
:layer_0:module_0_38:compileDebugKotlin,Remove duplicate classes,4.18,4.02,3,3,9,8,ms
:layer_0:module_0_38:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.68,28.56,26,30,44,43,ms
:layer_0:module_0_38:compileDebugKotlin,Load current classpath snapshot,5.32,5.26,5,5,9,9,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler IR lowering,428.34,426.66,444,424,560,566,ms
:layer_0:module_0_38:compileDebugKotlin,Spent time before task action,74.26,75.38,74,80,95,93,ms
:layer_0:module_0_38:compileDebugKotlin,Task action before worker execution,29.02,28.08,27,27,40,39,ms
:layer_0:module_0_38:compileDebugKotlin,Start gradle worker,2.92,3.08,2,3,7,7,ms
:layer_0:module_0_38:compileDebugKotlin,Run compilation in Gradle worker,3171.4,3263.88,3132,3227,3662,3686,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler backend,292.28,302.42,284,292,373,405,ms
:layer_0:module_0_38:compileDebugKotlin,Run compilation,3149.24,3241.28,3099,3214,3642,3664,ms
:layer_0:module_0_38:compileDebugKotlin,Connect to Kotlin daemon,18.68,18.72,18,14,27,26,ms
:layer_0:module_0_38:compileDebugKotlin,Compiler code analysis,882.34,905.26,850,906,1153,1122,ms
:layer_0:module_0_38:compileDebugKotlin,Total Gradle task time,3325.3,3427.48,3270,3372,3821,3853,ms
:layer_0:module_0_38:compileDebugKotlin,Calculate output size,2.46,2.44,1,1,6,6,ms
:layer_0:module_0_38:compileDebugKotlin,Clear output,2.75,3.5,3,4,5,4,ms
:layer_0:module_0_38:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_38:compileDebugKotlin,Code generation lines per second,668,665,662,675,808,822,
:layer_0:module_0_38:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_38:compileDebugKotlin,Total size of the cache directory,575.3,575.3,575,575,575,575,KB
:layer_0:module_0_38:compileDebugKotlin,Analysis lines per second,547,532,554,519,659,646,
:layer_0:module_0_38:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_38:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_38:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_38:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_38:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_38:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_38:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_38:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_38:compileDebugKotlin,Store build info,3.75,4.0,4,4,5,4,ms
:layer_0:module_0_38:compileDebugKotlin,Save shrunk current classpath snapshot,2.25,2.9,2,3,3,5,ms
:layer_0:module_0_38:compileDebugKotlin,Clear jar cache,1.86,1.73,2,2,3,3,ms
:layer_0:module_0_39:compileDebugKotlin,Sources compilation round,3294.32,3418.1,3283,3489,3794,3979,ms
:layer_0:module_0_39:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.32,52.9,41,43,63,65,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler initialization time,92.46,86.12,98,85,119,119,ms
:layer_0:module_0_39:compileDebugKotlin,Update caches,8.96,9.22,9,9,14,15,ms
:layer_0:module_0_39:compileDebugKotlin,Incremental compilation in daemon,3474.94,3599.08,3433,3647,4156,4190,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler code generation,705.18,795.22,650,733,983,1178,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler translation to IR,1138.7,1168.0,1138,1160,1445,1417,ms
:layer_0:module_0_39:compileDebugKotlin,Remove duplicate classes,4.44,4.78,5,5,8,8,ms
:layer_0:module_0_39:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.18,44.54,34,35,52,52,ms
:layer_0:module_0_39:compileDebugKotlin,Load current classpath snapshot,5.44,6.0,5,6,9,12,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler IR lowering,419.7,468.06,396,433,627,749,ms
:layer_0:module_0_39:compileDebugKotlin,Clear jar cache,2.14,2.6,1,2,4,5,ms
:layer_0:module_0_39:compileDebugKotlin,Spent time before task action,66.42,67.34,57,64,95,90,ms
:layer_0:module_0_39:compileDebugKotlin,Task action before worker execution,29.16,25.8,22,22,35,36,ms
:layer_0:module_0_39:compileDebugKotlin,Start gradle worker,2.58,4.4,2,1,4,5,ms
:layer_0:module_0_39:compileDebugKotlin,Run compilation in Gradle worker,3519.52,3650.56,3469,3689,4208,4232,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler backend,284.9,326.6,286,306,376,473,ms
:layer_0:module_0_39:compileDebugKotlin,Run compilation,3500.82,3628.0,3452,3668,4188,4214,ms
:layer_0:module_0_39:compileDebugKotlin,Connect to Kotlin daemon,13.6,16.84,13,15,21,24,ms
:layer_0:module_0_39:compileDebugKotlin,Compiler code analysis,1028.98,1046.64,1062,1053,1223,1344,ms
:layer_0:module_0_39:compileDebugKotlin,Total Gradle task time,3679.32,3806.14,3707,3823,4382,4437,ms
:layer_0:module_0_39:compileDebugKotlin,Calculate output size,2.08,1.96,1,1,4,4,ms
:layer_0:module_0_39:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_39:compileDebugKotlin,Code generation lines per second,675,616,680,602,945,884,
:layer_0:module_0_39:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_39:compileDebugKotlin,Total size of the cache directory,572.8,572.8,573,573,573,573,KB
:layer_0:module_0_39:compileDebugKotlin,Analysis lines per second,450,441,416,419,596,601,
:layer_0:module_0_39:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_39:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_39:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_39:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_39:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_39:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_39:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_39:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_39:compileDebugKotlin,Store build info,4.2,2.5,3,3,8,3,ms
:layer_0:module_0_39:compileDebugKotlin,Save shrunk current classpath snapshot,2.83,2.25,3,2,3,3,ms
:layer_0:module_0_39:compileDebugKotlin,Clear output,4.5,2.0,5,2,6,2,ms
:layer_0:module_0_4:compileDebugKotlin,Sources compilation round,3273.02,3362.48,3249,3290,3646,3861,ms
:layer_0:module_0_4:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,47.1,45.54,43,45,67,69,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler initialization time,62.3,68.04,63,63,84,99,ms
:layer_0:module_0_4:compileDebugKotlin,Update caches,9.02,9.98,8,9,16,17,ms
:layer_0:module_0_4:compileDebugKotlin,Incremental compilation in daemon,3463.2,3548.24,3437,3544,3866,4065,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler code generation,732.02,752.0,739,745,969,1033,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler translation to IR,1050.3,1068.76,1029,1041,1350,1407,ms
:layer_0:module_0_4:compileDebugKotlin,Remove duplicate classes,7.52,4.38,5,5,9,8,ms
:layer_0:module_0_4:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,36.58,37.6,34,38,54,58,ms
:layer_0:module_0_4:compileDebugKotlin,Load current classpath snapshot,8.14,5.32,5,5,10,9,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler IR lowering,426.58,413.32,425,406,517,561,ms
:layer_0:module_0_4:compileDebugKotlin,Clear jar cache,1.77,12.25,1,1,4,4,ms
:layer_0:module_0_4:compileDebugKotlin,Spent time before task action,83.54,104.38,79,81,105,137,ms
:layer_0:module_0_4:compileDebugKotlin,Task action before worker execution,41.9,42.56,29,30,43,47,ms
:layer_0:module_0_4:compileDebugKotlin,Start gradle worker,3.32,4.06,2,3,7,8,ms
:layer_0:module_0_4:compileDebugKotlin,Run compilation in Gradle worker,3523.44,3605.28,3496,3581,3920,4133,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler backend,304.94,338.12,296,324,434,442,ms
:layer_0:module_0_4:compileDebugKotlin,Run compilation,3502.36,3576.44,3484,3562,3898,4106,ms
:layer_0:module_0_4:compileDebugKotlin,Connect to Kotlin daemon,16.24,17.38,17,18,22,25,ms
:layer_0:module_0_4:compileDebugKotlin,Compiler code analysis,1082.5,1127.58,1064,1123,1380,1371,ms
:layer_0:module_0_4:compileDebugKotlin,Total Gradle task time,3721.7,3835.42,3694,3768,4190,4551,ms
:layer_0:module_0_4:compileDebugKotlin,Calculate output size,2.24,2.42,1,1,5,5,ms
:layer_0:module_0_4:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_4:compileDebugKotlin,Code generation lines per second,698,686,661,655,911,938,
:layer_0:module_0_4:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_4:compileDebugKotlin,Total size of the cache directory,568.6,568.6,569,569,569,569,KB
:layer_0:module_0_4:compileDebugKotlin,Analysis lines per second,464,445,460,435,570,541,
:layer_0:module_0_4:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_4:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_4:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_4:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_4:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_4:compileDebugKotlin,Size of shrunk classpath snapshot,23.5,23.5,24,24,24,24,KB
:layer_0:module_0_4:compileDebugKotlin,Number of lines analyzed,489,489,489,489,489,489,
:layer_0:module_0_4:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_4:compileDebugKotlin,Store build info,4.17,1.0,4,1,8,1,ms
:layer_0:module_0_4:compileDebugKotlin,Save shrunk current classpath snapshot,4.33,3.0,4,3,6,5,ms
:layer_0:module_0_4:compileDebugKotlin,Clear output,3.0,4.25,3,5,3,6,ms
:layer_0:module_0_40:compileDebugKotlin,Sources compilation round,2669.72,2814.36,2675,2792,2998,3384,ms
:layer_0:module_0_40:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.14,35.8,37,32,58,61,ms
:layer_0:module_0_40:compileDebugKotlin,Compiler initialization time,56.02,65.08,57,61,71,81,ms
:layer_0:module_0_40:compileDebugKotlin,Update caches,10.12,8.96,7,7,14,14,ms
:layer_0:module_0_40:compileDebugKotlin,Incremental compilation in daemon,2829.78,2970.28,2808,2926,3158,3623,ms
:layer_0:module_0_40:compileDebugKotlin,Compiler code generation,641.38,729.98,629,671,769,1066,ms
:layer_0:module_0_40:compileDebugKotlin,Compiler translation to IR,932.5,946.0,923,937,1060,1125,ms
:layer_0:module_0_40:compileDebugKotlin,Remove duplicate classes,4.38,4.14,3,3,8,7,ms
:layer_0:module_0_40:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.48,28.76,26,24,45,50,ms
:layer_0:module_0_40:compileDebugKotlin,Load current classpath snapshot,5.2,4.82,5,5,9,8,ms
:layer_0:module_0_40:compileDebugKotlin,Compiler IR lowering,377.14,445.14,377,404,488,728,ms
:layer_0:module_0_40:compileDebugKotlin,Spent time before task action,86.54,84.26,82,89,110,108,ms
:layer_0:module_0_40:compileDebugKotlin,Task action before worker execution,40.48,35.78,36,34,43,46,ms
:layer_0:module_0_40:compileDebugKotlin,Start gradle worker,2.98,2.98,2,2,7,6,ms
:layer_0:module_0_40:compileDebugKotlin,Run compilation in Gradle worker,2913.4,3057.06,2873,2986,3271,3668,ms
:layer_0:module_0_40:compileDebugKotlin,Compiler backend,263.74,284.28,253,254,351,393,ms
