Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
:core:checkout:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:checkout:compileDebugKotlin,Number of lines analyzed,406,406,406,406,406,406,
:core:checkout:compileDebugKotlin,Analysis lines per second,263,222,254,210,334,313,
:core:checkout:compileDebugKotlin,Size of shrunk classpath snapshot,25.0,25.0,25,25,25,25,KB
:core:checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:checkout:compileDebugKotlin,Code generation lines per second,338,336,329,327,462,415,
:core:checkout:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:comment:compileDebugKotlin,Remove duplicate classes,8.73,8.71,8,11,17,13,ms
:core:comment:compileDebugKotlin,Compiler code analysis,2408.4,2565.07,2410,2456,2929,3038,ms
:core:comment:compileDebugKotlin,Compiler code generation,1821.8,1816.86,1719,1778,2683,2158,ms
:core:comment:compileDebugKotlin,Compiler backend,877.07,901.43,910,846,1080,1225,ms
:core:comment:compileDebugKotlin,Run compilation,7156.07,7410.64,6968,7122,8493,8362,ms
:core:comment:compileDebugKotlin,Incremental compilation in daemon,7123.4,7379.93,6940,7100,8461,8327,ms
:core:comment:compileDebugKotlin,Update caches,35.6,25.43,27,29,84,36,ms
:core:comment:compileDebugKotlin,Compiler IR lowering,944.4,914.79,783,881,1689,1180,ms
:core:comment:compileDebugKotlin,Load current classpath snapshot,10.33,9.07,9,11,20,13,ms
:core:comment:compileDebugKotlin,Run compilation in Gradle worker,7179.13,7431.14,6989,7135,8515,8379,ms
:core:comment:compileDebugKotlin,Save shrunk current classpath snapshot,2.38,2.71,3,3,4,5,ms
:core:comment:compileDebugKotlin,Spent time before task action,63.73,56.93,68,57,88,79,ms
:core:comment:compileDebugKotlin,Total Gradle task time,7416.4,7664.29,7261,7388,8736,8618,ms
:core:comment:compileDebugKotlin,Compiler initialization time,106.0,155.0,108,125,130,349,ms
:core:comment:compileDebugKotlin,Calculate output size,2.07,2.0,1,1,5,5,ms
:core:comment:compileDebugKotlin,Sources compilation round,6866.93,7127.21,6651,6856,8182,8053,ms
:core:comment:compileDebugKotlin,Compiler translation to IR,2103.53,2047.14,2191,2143,2697,2512,ms
:core:comment:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.4,63.57,59,56,87,151,ms
:core:comment:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,45.27,50.71,46,44,71,133,ms
:core:comment:compileDebugKotlin,Connect to Kotlin daemon,17.47,14.71,16,14,28,22,ms
:core:comment:compileDebugKotlin,Clear jar cache,2.5,2.8,2,2,7,5,ms
:core:comment:compileDebugKotlin,Task action before worker execution,33.13,36.57,33,32,51,50,ms
:core:comment:compileDebugKotlin,Start gradle worker,1.73,2.86,1,2,4,9,ms
:core:comment:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:comment:compileDebugKotlin,Total size of the cache directory,622.3,622.3,622,622,622,622,KB
:core:comment:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:comment:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:comment:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:comment:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:comment:compileDebugKotlin,Number of lines analyzed,659,659,659,659,659,659,
:core:comment:compileDebugKotlin,Analysis lines per second,277,258,273,268,332,292,
:core:comment:compileDebugKotlin,Size of shrunk classpath snapshot,25.0,25.0,25,25,25,25,KB
:core:comment:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:comment:compileDebugKotlin,Code generation lines per second,379,367,383,372,492,425,
:core:comment:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:comment:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:comment:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:comment:compileDebugKotlin,Clear output,4.0,,4,,4,,ms
:core:contact:compileDebugKotlin,Remove duplicate classes,9.6,11.71,10,11,15,21,ms
:core:contact:compileDebugKotlin,Compiler code analysis,1085.4,1179.21,1020,1171,1626,1529,ms
:core:contact:compileDebugKotlin,Compiler code generation,941.4,1008.5,886,1074,1321,1385,ms
:core:contact:compileDebugKotlin,Compiler backend,471.07,474.29,414,439,764,755,ms
:core:contact:compileDebugKotlin,Run compilation,4015.93,4013.36,3864,4115,4883,4574,ms
:core:contact:compileDebugKotlin,Incremental compilation in daemon,3956.4,3972.43,3840,4088,4738,4528,ms
:core:contact:compileDebugKotlin,Update caches,11.6,12.29,11,13,18,19,ms
:core:contact:compileDebugKotlin,Compiler IR lowering,470.0,533.93,497,478,587,867,ms
:core:contact:compileDebugKotlin,Load current classpath snapshot,10.33,12.79,10,12,15,26,ms
:core:contact:compileDebugKotlin,Run compilation in Gradle worker,4151.13,4037.5,4176,4139,5169,4593,ms
:core:contact:compileDebugKotlin,Spent time before task action,66.8,54.93,52,60,150,67,ms
:core:contact:compileDebugKotlin,Total Gradle task time,4349.4,4221.79,4334,4333,5340,4769,ms
:core:contact:compileDebugKotlin,Compiler initialization time,77.87,90.86,80,89,110,117,ms
:core:contact:compileDebugKotlin,Calculate output size,2.6,1.64,2,1,5,6,ms
:core:contact:compileDebugKotlin,Sources compilation round,3736.47,3719.29,3618,3794,4517,4355,ms
:core:contact:compileDebugKotlin,Compiler translation to IR,1252.27,1075.21,1255,1104,1687,1192,ms
:core:contact:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,61.67,76.86,62,65,87,160,ms
:core:contact:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.13,49.36,49,49,67,77,ms
:core:contact:compileDebugKotlin,Connect to Kotlin daemon,127.4,17.5,21,18,577,25,ms
:core:contact:compileDebugKotlin,Clear jar cache,3.0,2.64,3,2,5,6,ms
:core:contact:compileDebugKotlin,Task action before worker execution,27.87,31.21,26,34,41,40,ms
:core:contact:compileDebugKotlin,Start gradle worker,3.33,2.07,3,1,6,5,ms
:core:contact:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:contact:compileDebugKotlin,Total size of the cache directory,529.8,529.8,530,530,530,530,KB
:core:contact:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:contact:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:contact:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:contact:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:contact:compileDebugKotlin,Number of lines analyzed,306,306,306,306,306,306,
:core:contact:compileDebugKotlin,Analysis lines per second,300,266,299,261,408,330,
:core:contact:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:contact:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:contact:compileDebugKotlin,Code generation lines per second,340,325,345,284,448,492,
:core:contact:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:contact:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:contact:compileDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:core:contact:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,58.0,3,6,3,165,ms
:core:contact:compileDebugKotlin,Store build info,4.0,254.0,4,254,5,254,ms
:core:contact:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:document:compileDebugKotlin,Remove duplicate classes,8.07,10.0,7,10,15,17,ms
:core:document:compileDebugKotlin,Compiler code analysis,1629.67,1822.64,1609,1782,2038,2350,ms
:core:document:compileDebugKotlin,Compiler code generation,1825.07,1950.5,1831,1907,2414,2273,ms
:core:document:compileDebugKotlin,Compiler backend,887.07,922.36,878,916,1216,1219,ms
:core:document:compileDebugKotlin,Run compilation,5968.73,6299.93,5914,6233,6743,6752,ms
:core:document:compileDebugKotlin,Incremental compilation in daemon,5936.73,6269.86,5881,6200,6700,6725,ms
:core:document:compileDebugKotlin,Update caches,22.93,29.79,23,29,33,41,ms
:core:document:compileDebugKotlin,Compiler IR lowering,937.6,1027.5,935,989,1324,1278,ms
:core:document:compileDebugKotlin,Load current classpath snapshot,8.67,11.0,10,11,15,18,ms
:core:document:compileDebugKotlin,Run compilation in Gradle worker,5992.0,6321.36,5939,6254,6765,6770,ms
:core:document:compileDebugKotlin,Spent time before task action,54.13,58.21,50,55,79,85,ms
:core:document:compileDebugKotlin,Total Gradle task time,6212.53,6549.57,6200,6499,6989,6970,ms
:core:document:compileDebugKotlin,Compiler initialization time,93.4,95.79,96,97,122,116,ms
:core:document:compileDebugKotlin,Calculate output size,3.13,2.5,1,1,7,7,ms
:core:document:compileDebugKotlin,Sources compilation round,5696.73,5982.5,5571,5918,6458,6345,ms
:core:document:compileDebugKotlin,Compiler translation to IR,1818.47,1733.57,1749,1693,2145,2074,ms
:core:document:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,53.07,61.21,51,61,73,89,ms
:core:document:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.33,47.14,40,47,60,71,ms
:core:document:compileDebugKotlin,Connect to Kotlin daemon,17.93,15.79,16,17,27,26,ms
:core:document:compileDebugKotlin,Task action before worker execution,34.2,34.07,33,36,47,46,ms
:core:document:compileDebugKotlin,Start gradle worker,3.13,3.07,4,3,5,5,ms
:core:document:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:document:compileDebugKotlin,Total size of the cache directory,621.3,621.3,621,621,621,621,KB
:core:document:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:document:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:document:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:document:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:document:compileDebugKotlin,Number of lines analyzed,653,653,653,653,653,653,
:core:document:compileDebugKotlin,Analysis lines per second,408,365,405,366,516,440,
:core:document:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:document:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:document:compileDebugKotlin,Code generation lines per second,368,337,356,342,474,387,
:core:document:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:document:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:document:compileDebugKotlin,Clear jar cache,2.27,2.5,2,2,5,6,ms
:core:document:compileDebugKotlin,Save shrunk current classpath snapshot,3.5,2.0,4,2,4,3,ms
:core:event:compileDebugKotlin,Remove duplicate classes,8.73,12.0,9,11,12,19,ms
:core:event:compileDebugKotlin,Compiler code analysis,1141.4,1172.29,1149,1155,1450,1493,ms
:core:event:compileDebugKotlin,Compiler code generation,724.93,826.64,736,813,915,1044,ms
:core:event:compileDebugKotlin,Compiler backend,314.47,361.0,334,369,432,443,ms
:core:event:compileDebugKotlin,Run compilation,3801.4,4037.07,3903,4041,4121,4438,ms
:core:event:compileDebugKotlin,Incremental compilation in daemon,3775.13,4007.43,3879,4016,4092,4411,ms
:core:event:compileDebugKotlin,Update caches,12.27,13.57,11,13,17,21,ms
:core:event:compileDebugKotlin,Compiler IR lowering,410.07,465.29,416,461,496,617,ms
:core:event:compileDebugKotlin,Load current classpath snapshot,9.33,12.36,9,11,14,19,ms
:core:event:compileDebugKotlin,Run compilation in Gradle worker,3824.93,4058.79,3924,4056,4143,4471,ms
:core:event:compileDebugKotlin,Spent time before task action,57.6,54.14,59,57,77,68,ms
:core:event:compileDebugKotlin,Total Gradle task time,4006.8,4254.36,4109,4274,4346,4609,ms
:core:event:compileDebugKotlin,Compiler initialization time,88.47,95.64,94,92,110,123,ms
:core:event:compileDebugKotlin,Calculate output size,2.8,2.07,2,1,7,6,ms
:core:event:compileDebugKotlin,Sources compilation round,3572.27,3779.07,3632,3770,3912,4222,ms
:core:event:compileDebugKotlin,Compiler translation to IR,1214.33,1300.64,1147,1381,1584,1536,ms
:core:event:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,59.67,69.5,60,73,85,91,ms
:core:event:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.27,53.64,47,55,64,75,ms
:core:event:compileDebugKotlin,Connect to Kotlin daemon,16.47,15.86,17,14,21,25,ms
:core:event:compileDebugKotlin,Clear jar cache,2.71,1.77,3,1,5,4,ms
:core:event:compileDebugKotlin,Task action before worker execution,30.33,30.14,32,30,41,48,ms
:core:event:compileDebugKotlin,Start gradle worker,2.6,4.07,3,4,5,9,ms
:core:event:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:event:compileDebugKotlin,Total size of the cache directory,529.6,529.6,530,530,530,530,KB
:core:event:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:event:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:event:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:event:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:event:compileDebugKotlin,Number of lines analyzed,317,317,317,317,317,317,
:core:event:compileDebugKotlin,Analysis lines per second,285,276,275,274,380,350,
:core:event:compileDebugKotlin,Size of shrunk classpath snapshot,25.2,25.2,25,25,25,25,KB
:core:event:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:event:compileDebugKotlin,Code generation lines per second,457,390,430,390,671,475,
:core:event:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:event:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:event:compileDebugKotlin,Save shrunk current classpath snapshot,4.33,2.5,4,3,7,4,ms
:core:event:compileDebugKotlin,Clear output,6.0,1.0,6,1,6,1,ms
:core:feed:compileDebugKotlin,Remove duplicate classes,5.73,8.0,6,7,9,15,ms
:core:feed:compileDebugKotlin,Compiler code analysis,1081.73,1283.36,1111,1264,1309,1600,ms
:core:feed:compileDebugKotlin,Compiler code generation,689.8,607.29,676,596,991,784,ms
:core:feed:compileDebugKotlin,Compiler backend,307.47,263.79,323,258,424,343,ms
:core:feed:compileDebugKotlin,Run compilation,3511.87,3464.5,3676,3382,4190,4055,ms
:core:feed:compileDebugKotlin,Incremental compilation in daemon,3489.6,3438.0,3658,3355,4163,4027,ms
:core:feed:compileDebugKotlin,Update caches,8.6,9.0,7,10,17,13,ms
:core:feed:compileDebugKotlin,Compiler IR lowering,381.8,343.0,372,333,566,491,ms
:core:feed:compileDebugKotlin,Load current classpath snapshot,6.4,8.5,7,8,9,17,ms
:core:feed:compileDebugKotlin,Run compilation in Gradle worker,3536.47,3483.21,3693,3394,4216,4071,ms
:core:feed:compileDebugKotlin,Spent time before task action,54.53,41.71,46,40,100,58,ms
:core:feed:compileDebugKotlin,Total Gradle task time,3707.87,3647.5,3845,3569,4372,4210,ms
:core:feed:compileDebugKotlin,Compiler initialization time,74.13,79.79,71,77,106,103,ms
:core:feed:compileDebugKotlin,Calculate output size,1.6,1.79,1,1,3,5,ms
:core:feed:compileDebugKotlin,Sources compilation round,3332.13,3283.64,3437,3169,3996,3876,ms
:core:feed:compileDebugKotlin,Compiler translation to IR,1138.33,975.0,1127,991,1404,1171,ms
:core:feed:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,43.87,41.0,46,38,59,70,ms
:core:feed:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,35.0,30.57,38,26,47,55,ms
:core:feed:compileDebugKotlin,Connect to Kotlin daemon,18.33,13.14,14,13,53,22,ms
:core:feed:compileDebugKotlin,Clear jar cache,3.43,2.23,2,2,8,4,ms
:core:feed:compileDebugKotlin,Task action before worker execution,27.33,24.5,29,24,39,39,ms
:core:feed:compileDebugKotlin,Start gradle worker,2.67,1.93,2,1,7,4,ms
:core:feed:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,Total size of the cache directory,530.5,530.5,531,531,531,531,KB
:core:feed:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:feed:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:feed:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,Number of lines analyzed,324,324,324,324,324,324,
:core:feed:compileDebugKotlin,Analysis lines per second,305,256,291,256,394,300,
:core:feed:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,23.1,23,23,23,23,KB
:core:feed:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,Code generation lines per second,498,547,479,543,704,696,
:core:feed:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:feed:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:feed:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,,3,,4,,ms
:core:file:compileDebugKotlin,Remove duplicate classes,6.6,7.64,6,8,13,11,ms
:core:file:compileDebugKotlin,Compiler code analysis,1086.47,1219.64,1092,1178,1271,1661,ms
:core:file:compileDebugKotlin,Compiler code generation,1033.93,1118.21,1052,1079,1197,1535,ms
:core:file:compileDebugKotlin,Compiler backend,482.87,513.43,475,479,612,824,ms
:core:file:compileDebugKotlin,Run compilation,3880.0,4050.71,3881,4038,4318,4987,ms
:core:file:compileDebugKotlin,Incremental compilation in daemon,3851.8,4027.64,3854,4015,4291,4958,ms
:core:file:compileDebugKotlin,Update caches,14.6,26.71,16,15,21,112,ms
:core:file:compileDebugKotlin,Compiler IR lowering,550.67,604.29,536,590,687,847,ms
:core:file:compileDebugKotlin,Load current classpath snapshot,7.33,8.57,6,9,13,13,ms
:core:file:compileDebugKotlin,Run compilation in Gradle worker,3911.93,4070.79,3898,4059,4345,5017,ms
:core:file:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,4.0,3,4,3,7,ms
:core:file:compileDebugKotlin,Spent time before task action,47.93,48.0,44,46,59,65,ms
:core:file:compileDebugKotlin,Total Gradle task time,4121.6,4270.36,4125,4253,4552,5255,ms
:core:file:compileDebugKotlin,Compiler initialization time,85.73,102.14,92,96,111,186,ms
:core:file:compileDebugKotlin,Calculate output size,1.93,2.29,1,1,4,6,ms
:core:file:compileDebugKotlin,Sources compilation round,3661.27,3833.64,3654,3833,4113,4720,ms
:core:file:compileDebugKotlin,Compiler translation to IR,1129.33,1096.86,1080,1067,1351,1426,ms
:core:file:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,59.8,47.14,53,46,116,70,ms
:core:file:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,49.6,35.57,43,35,109,53,ms
:core:file:compileDebugKotlin,Connect to Kotlin daemon,25.27,14.36,16,13,84,26,ms
:core:file:compileDebugKotlin,Clear jar cache,2.71,2.36,2,2,6,5,ms
:core:file:compileDebugKotlin,Task action before worker execution,24.6,30.36,26,25,32,77,ms
:core:file:compileDebugKotlin,Start gradle worker,3.4,3.5,3,3,9,7,ms
:core:file:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Total size of the cache directory,551.8,551.8,552,552,552,552,KB
:core:file:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:file:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:file:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:file:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Number of lines analyzed,424,424,424,424,424,424,
:core:file:compileDebugKotlin,Analysis lines per second,398,359,388,360,535,473,
:core:file:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,23.1,23,23,23,23,KB
:core:file:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Code generation lines per second,416,396,402,392,523,562,
:core:file:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:file:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:file:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:core:file:compileDebugKotlin,Store build info,1.0,3.0,1,3,1,3,ms
:core:forecast:compileDebugKotlin,Remove duplicate classes,6.13,8.64,6,9,10,16,ms
:core:forecast:compileDebugKotlin,Compiler code analysis,1086.73,1297.57,1073,1256,1385,1603,ms
:core:forecast:compileDebugKotlin,Compiler code generation,850.13,917.21,856,853,1173,1480,ms
:core:forecast:compileDebugKotlin,Compiler backend,354.73,430.86,366,342,467,978,ms
:core:forecast:compileDebugKotlin,Run compilation,3707.87,4063.0,3687,3959,4446,4834,ms
:core:forecast:compileDebugKotlin,Incremental compilation in daemon,3677.4,4036.07,3657,3931,4408,4811,ms
:core:forecast:compileDebugKotlin,Update caches,14.07,11.57,14,12,20,18,ms
:core:forecast:compileDebugKotlin,Compiler IR lowering,495.07,485.79,489,503,799,580,ms
:core:forecast:compileDebugKotlin,Load current classpath snapshot,6.73,9.14,6,10,13,16,ms
:core:forecast:compileDebugKotlin,Run compilation in Gradle worker,3733.07,4081.57,3699,3974,4499,4855,ms
:core:forecast:compileDebugKotlin,Clear output,3.0,1.0,3,1,5,1,ms
:core:forecast:compileDebugKotlin,Save shrunk current classpath snapshot,2.6,2.33,3,3,3,3,ms
:core:forecast:compileDebugKotlin,Spent time before task action,62.4,53.71,52,54,114,82,ms
:core:forecast:compileDebugKotlin,Total Gradle task time,3934.67,4276.0,3883,4154,4727,5077,ms
:core:forecast:compileDebugKotlin,Compiler initialization time,82.6,82.29,76,81,149,110,ms
:core:forecast:compileDebugKotlin,Calculate output size,3.67,2.29,4,1,7,6,ms
:core:forecast:compileDebugKotlin,Sources compilation round,3490.8,3844.93,3464,3765,4235,4658,ms
:core:forecast:compileDebugKotlin,Compiler translation to IR,1100.87,1142.29,1090,1173,1273,1370,ms
:core:forecast:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.27,59.14,53,52,110,131,ms
:core:forecast:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.6,46.93,42,40,97,117,ms
:core:forecast:compileDebugKotlin,Connect to Kotlin daemon,19.73,11.36,15,11,55,18,ms
:core:forecast:compileDebugKotlin,Task action before worker execution,27.4,25.5,25,26,36,38,ms
:core:forecast:compileDebugKotlin,Start gradle worker,1.67,2.5,1,2,4,7,ms
:core:forecast:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Total size of the cache directory,547.6,547.6,548,548,548,548,KB
:core:forecast:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:forecast:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:forecast:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Number of lines analyzed,433,433,433,433,433,433,
:core:forecast:compileDebugKotlin,Analysis lines per second,410,340,403,345,558,440,
:core:forecast:compileDebugKotlin,Size of shrunk classpath snapshot,25.7,25.7,26,26,26,26,KB
:core:forecast:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Code generation lines per second,538,505,505,507,801,765,
:core:forecast:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:forecast:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:forecast:compileDebugKotlin,Clear jar cache,2.5,3.08,2,3,7,5,ms
:core:gallery:compileDebugKotlin,Remove duplicate classes,4.67,8.36,5,8,9,16,ms
:core:gallery:compileDebugKotlin,Compiler code analysis,1180.73,1427.29,1188,1443,1409,1727,ms
:core:gallery:compileDebugKotlin,Compiler code generation,1242.2,1297.64,1245,1240,1640,1931,ms
:core:gallery:compileDebugKotlin,Compiler backend,601.93,555.71,589,493,927,1078,ms
:core:gallery:compileDebugKotlin,Run compilation,4380.07,4753.07,4203,4836,5540,5470,ms
:core:gallery:compileDebugKotlin,Incremental compilation in daemon,4351.87,4718.93,4179,4784,5509,5445,ms
:core:gallery:compileDebugKotlin,Update caches,16.47,15.5,17,15,25,24,ms
:core:gallery:compileDebugKotlin,Compiler IR lowering,639.87,741.43,608,666,1091,1202,ms
:core:gallery:compileDebugKotlin,Load current classpath snapshot,6.07,9.57,6,10,9,17,ms
:core:gallery:compileDebugKotlin,Run compilation in Gradle worker,4399.2,4771.79,4217,4860,5555,5490,ms
:core:gallery:compileDebugKotlin,Spent time before task action,56.93,54.57,56,55,77,73,ms
:core:gallery:compileDebugKotlin,Total Gradle task time,4629.33,4963.93,4473,5053,5800,5713,ms
:core:gallery:compileDebugKotlin,Compiler initialization time,101.33,96.29,89,84,188,183,ms
:core:gallery:compileDebugKotlin,Calculate output size,2.67,3.14,1,3,7,7,ms
:core:gallery:compileDebugKotlin,Sources compilation round,4153.53,4481.29,3940,4480,5291,5229,ms
:core:gallery:compileDebugKotlin,Compiler translation to IR,1264.47,1286.0,1263,1229,1591,1692,ms
:core:gallery:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,50.87,49.5,57,53,79,66,ms
:core:gallery:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.47,37.0,48,38,68,52,ms
:core:gallery:compileDebugKotlin,Connect to Kotlin daemon,13.27,12.5,13,13,21,18,ms
:core:gallery:compileDebugKotlin,Task action before worker execution,27.47,27.14,28,26,37,37,ms
:core:gallery:compileDebugKotlin,Start gradle worker,3.53,1.5,4,1,7,3,ms
:core:gallery:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:gallery:compileDebugKotlin,Total size of the cache directory,575.4,575.4,575,575,575,575,KB
:core:gallery:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:gallery:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:gallery:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:gallery:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:gallery:compileDebugKotlin,Number of lines analyzed,486,486,486,486,486,486,
:core:gallery:compileDebugKotlin,Analysis lines per second,417,348,409,336,509,452,
:core:gallery:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:gallery:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:gallery:compileDebugKotlin,Code generation lines per second,409,395,390,392,597,526,
