Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
:domain:sync-login:compileDebugKotlin,Incremental compilation in daemon,2120.13,1958.0,2114,1892,2553,2326,ms
:domain:sync-login:compileDebugKotlin,Update caches,5.27,5.5,5,5,8,11,ms
:domain:sync-login:compileDebugKotlin,Compiler IR lowering,416.27,268.14,323,238,951,386,ms
:domain:sync-login:compileDebugKotlin,Load current classpath snapshot,13.67,5.93,8,6,50,10,ms
:domain:sync-login:compileDebugKotlin,Run compilation in Gradle worker,2146.73,1992.0,2133,1921,2573,2363,ms
:domain:sync-login:compileDebugKotlin,Spent time before task action,35.73,37.21,33,36,55,61,ms
:domain:sync-login:compileDebugKotlin,Total Gradle task time,2284.13,2138.07,2301,2104,2746,2516,ms
:domain:sync-login:compileDebugKotlin,Compiler initialization time,58.27,50.0,57,51,95,75,ms
:domain:sync-login:compileDebugKotlin,Calculate output size,1.67,1.36,1,1,6,4,ms
:domain:sync-login:compileDebugKotlin,Sources compilation round,1996.2,1846.93,2001,1757,2441,2234,ms
:domain:sync-login:compileDebugKotlin,Compiler translation to IR,813.73,765.86,770,713,1062,1124,ms
:domain:sync-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.8,29.71,37,25,91,52,ms
:domain:sync-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.0,21.21,23,19,42,37,ms
:domain:sync-login:compileDebugKotlin,Connect to Kotlin daemon,6.6,15.43,6,9,12,57,ms
:domain:sync-login:compileDebugKotlin,Clear jar cache,2.5,1.9,2,2,5,4,ms
:domain:sync-login:compileDebugKotlin,Task action before worker execution,13.27,16.71,11,13,19,33,ms
:domain:sync-login:compileDebugKotlin,Start gradle worker,1.73,2.17,1,1,5,6,ms
:domain:sync-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:sync-login:compileDebugKotlin,Total size of the cache directory,587.3,587.3,587,587,587,587,KB
:domain:sync-login:compileDebugKotlin,Number of classpath entries,128,128,128,128,128,128,
:domain:sync-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:sync-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:sync-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:sync-login:compileDebugKotlin,Number of lines analyzed,548,548,548,548,548,548,
:domain:sync-login:compileDebugKotlin,Analysis lines per second,1413,1265,1362,1290,1759,1518,
:domain:sync-login:compileDebugKotlin,Size of shrunk classpath snapshot,44.1,44.1,44,44,44,44,KB
:domain:sync-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:sync-login:compileDebugKotlin,Code generation lines per second,1032,1318,1056,1400,1422,1706,
:domain:sync-login:compileDebugKotlin,Size of classpath snapshot,7.6,7.6,8,8,8,8,MB
:domain:sync-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,127,127,127,127,127,127,
:domain:task-login:compileDebugKotlin,Remove duplicate classes,5.33,3.86,5,3,9,6,ms
:domain:task-login:compileDebugKotlin,Compiler code analysis,440.53,454.36,430,451,656,558,ms
:domain:task-login:compileDebugKotlin,Compiler code generation,537.47,410.0,469,403,918,572,ms
:domain:task-login:compileDebugKotlin,Compiler backend,201.53,141.79,177,131,344,197,ms
:domain:task-login:compileDebugKotlin,Run compilation,2136.73,1929.07,2165,1836,2669,2300,ms
:domain:task-login:compileDebugKotlin,Incremental compilation in daemon,2123.47,1907.93,2154,1825,2653,2285,ms
:domain:task-login:compileDebugKotlin,Update caches,5.47,10.64,6,4,8,48,ms
:domain:task-login:compileDebugKotlin,Compiler IR lowering,335.6,267.64,265,249,705,414,ms
:domain:task-login:compileDebugKotlin,Load current classpath snapshot,6.6,4.43,6,4,13,7,ms
:domain:task-login:compileDebugKotlin,Run compilation in Gradle worker,2160.13,1937.14,2173,1842,2686,2308,ms
:domain:task-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,3.0,3,3,3,3,ms
:domain:task-login:compileDebugKotlin,Spent time before task action,35.47,33.29,36,37,52,45,ms
:domain:task-login:compileDebugKotlin,Total Gradle task time,2286.8,2070.5,2287,1962,2814,2508,ms
:domain:task-login:compileDebugKotlin,Compiler initialization time,54.73,49.64,53,46,93,85,ms
:domain:task-login:compileDebugKotlin,Calculate output size,1.13,1.57,1,1,2,4,ms
:domain:task-login:compileDebugKotlin,Sources compilation round,2005.4,1793.36,2013,1695,2525,2136,ms
:domain:task-login:compileDebugKotlin,Compiler translation to IR,805.87,653.86,791,629,1099,826,ms
:domain:task-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.2,37.71,36,25,57,103,ms
:domain:task-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.27,31.71,25,19,41,94,ms
:domain:task-login:compileDebugKotlin,Connect to Kotlin daemon,9.2,4.21,6,4,26,9,ms
:domain:task-login:compileDebugKotlin,Task action before worker execution,15.4,16.79,12,11,25,41,ms
:domain:task-login:compileDebugKotlin,Start gradle worker,1.53,1.27,1,1,4,3,ms
:domain:task-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:task-login:compileDebugKotlin,Total size of the cache directory,587.9,587.9,588,588,588,588,KB
:domain:task-login:compileDebugKotlin,Number of classpath entries,122,122,122,122,122,122,
:domain:task-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:task-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:task-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:task-login:compileDebugKotlin,Number of lines analyzed,534,534,534,534,534,534,
:domain:task-login:compileDebugKotlin,Analysis lines per second,1269,1190,1240,1183,1696,1403,
:domain:task-login:compileDebugKotlin,Size of shrunk classpath snapshot,50.6,50.6,51,51,51,51,KB
:domain:task-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:task-login:compileDebugKotlin,Code generation lines per second,1084,1340,1137,1325,1450,1644,
:domain:task-login:compileDebugKotlin,Size of classpath snapshot,7.1,7.1,7,7,7,7,MB
:domain:task-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,121,121,121,121,121,121,
:domain:task-login:compileDebugKotlin,Clear jar cache,17.9,1.43,1,1,147,3,ms
:domain:task-login:compileDebugKotlin,Clear output,1.5,,2,,2,,ms
:domain:timer-login:compileDebugKotlin,Remove duplicate classes,14.87,3.29,2,2,76,8,ms
:domain:timer-login:compileDebugKotlin,Compiler code analysis,452.33,500.71,458,451,551,806,ms
:domain:timer-login:compileDebugKotlin,Compiler code generation,586.8,468.86,518,436,847,668,ms
:domain:timer-login:compileDebugKotlin,Compiler backend,206.73,171.5,181,156,396,293,ms
:domain:timer-login:compileDebugKotlin,Run compilation,2227.47,1959.57,2167,1917,2765,2303,ms
:domain:timer-login:compileDebugKotlin,Incremental compilation in daemon,2213.0,1947.57,2148,1900,2747,2291,ms
:domain:timer-login:compileDebugKotlin,Update caches,4.8,5.36,4,5,9,9,ms
:domain:timer-login:compileDebugKotlin,Compiler IR lowering,379.53,296.93,338,280,546,420,ms
:domain:timer-login:compileDebugKotlin,Load current classpath snapshot,15.2,3.64,3,3,77,10,ms
:domain:timer-login:compileDebugKotlin,Run compilation in Gradle worker,2236.07,1968.64,2175,1927,2774,2310,ms
:domain:timer-login:compileDebugKotlin,Spent time before task action,32.8,33.57,31,21,59,106,ms
:domain:timer-login:compileDebugKotlin,Total Gradle task time,2373.4,2092.07,2365,2036,2923,2419,ms
:domain:timer-login:compileDebugKotlin,Compiler initialization time,50.47,45.21,38,35,109,85,ms
:domain:timer-login:compileDebugKotlin,Calculate output size,1.71,1.29,1,1,5,3,ms
:domain:timer-login:compileDebugKotlin,Sources compilation round,2106.6,1856.57,2071,1808,2603,2216,ms
:domain:timer-login:compileDebugKotlin,Compiler translation to IR,875.0,715.93,866,649,1326,1033,ms
:domain:timer-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.4,22.0,20,20,120,35,ms
:domain:timer-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,21.47,16.71,16,16,44,26,ms
:domain:timer-login:compileDebugKotlin,Connect to Kotlin daemon,5.27,5.21,4,4,11,12,ms
:domain:timer-login:compileDebugKotlin,Clear jar cache,1.3,1.75,1,2,2,4,ms
:domain:timer-login:compileDebugKotlin,Task action before worker execution,15.13,11.07,12,11,25,14,ms
:domain:timer-login:compileDebugKotlin,Start gradle worker,1.2,1.29,1,1,2,3,ms
:domain:timer-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:timer-login:compileDebugKotlin,Total size of the cache directory,641.4,641.4,641,641,641,641,KB
:domain:timer-login:compileDebugKotlin,Number of classpath entries,101,101,101,101,101,101,
:domain:timer-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:timer-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:timer-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:timer-login:compileDebugKotlin,Number of lines analyzed,655,655,655,655,655,655,
:domain:timer-login:compileDebugKotlin,Analysis lines per second,1473,1394,1427,1452,1834,1784,
:domain:timer-login:compileDebugKotlin,Size of shrunk classpath snapshot,43.0,43.0,43,43,43,43,KB
:domain:timer-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:timer-login:compileDebugKotlin,Code generation lines per second,1191,1452,1262,1501,1629,1823,
:domain:timer-login:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:domain:timer-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,100,100,100,100,100,
:domain:timer-login:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:domain:timer-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,,2,,2,,ms
:domain:todo-login:compileDebugKotlin,Remove duplicate classes,4.27,5.64,4,4,8,13,ms
:domain:todo-login:compileDebugKotlin,Compiler code analysis,377.8,407.57,355,411,502,487,ms
:domain:todo-login:compileDebugKotlin,Compiler code generation,340.67,296.36,306,280,528,362,ms
:domain:todo-login:compileDebugKotlin,Compiler backend,116.67,118.71,104,106,171,200,ms
:domain:todo-login:compileDebugKotlin,Run compilation,1636.27,1625.93,1573,1574,2040,1887,ms
:domain:todo-login:compileDebugKotlin,Incremental compilation in daemon,1623.07,1608.29,1564,1549,2023,1877,ms
:domain:todo-login:compileDebugKotlin,Update caches,2.33,2.43,2,2,4,5,ms
:domain:todo-login:compileDebugKotlin,Compiler IR lowering,223.47,176.93,186,171,387,228,ms
:domain:todo-login:compileDebugKotlin,Load current classpath snapshot,4.67,6.0,4,5,8,13,ms
:domain:todo-login:compileDebugKotlin,Run compilation in Gradle worker,1653.93,1639.14,1583,1583,2050,1918,ms
:domain:todo-login:compileDebugKotlin,Spent time before task action,32.73,29.64,31,27,53,45,ms
:domain:todo-login:compileDebugKotlin,Total Gradle task time,1763.33,1755.29,1684,1703,2178,2043,ms
:domain:todo-login:compileDebugKotlin,Compiler initialization time,54.47,58.14,53,52,81,98,ms
:domain:todo-login:compileDebugKotlin,Calculate output size,1.47,1.07,1,1,4,2,ms
:domain:todo-login:compileDebugKotlin,Sources compilation round,1523.47,1510.79,1482,1442,1902,1760,ms
:domain:todo-login:compileDebugKotlin,Compiler translation to IR,610.27,604.21,614,557,747,932,ms
:domain:todo-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.73,29.79,28,27,77,51,ms
:domain:todo-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.13,22.07,22,21,72,37,ms
:domain:todo-login:compileDebugKotlin,Connect to Kotlin daemon,6.93,8.57,5,6,17,26,ms
:domain:todo-login:compileDebugKotlin,Task action before worker execution,14.27,19.0,13,11,21,60,ms
:domain:todo-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:todo-login:compileDebugKotlin,Total size of the cache directory,557.5,557.5,558,558,558,558,KB
:domain:todo-login:compileDebugKotlin,Number of classpath entries,140,140,140,140,140,140,
:domain:todo-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:todo-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:todo-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:todo-login:compileDebugKotlin,Number of lines analyzed,392,392,392,392,392,392,
:domain:todo-login:compileDebugKotlin,Analysis lines per second,1075,971,1101,952,1419,1149,
:domain:todo-login:compileDebugKotlin,Size of shrunk classpath snapshot,54.8,54.8,55,55,55,55,KB
:domain:todo-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:todo-login:compileDebugKotlin,Code generation lines per second,1228,1343,1277,1397,1612,1566,
:domain:todo-login:compileDebugKotlin,Size of classpath snapshot,8.4,8.4,8,8,8,8,MB
:domain:todo-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,139,139,139,139,139,139,
:domain:todo-login:compileDebugKotlin,Start gradle worker,1.57,1.23,1,1,4,3,ms
:domain:todo-login:compileDebugKotlin,Clear jar cache,1.69,2.0,1,2,3,4,ms
:domain:user-login:compileDebugKotlin,Remove duplicate classes,3.07,3.5,2,3,7,7,ms
:domain:user-login:compileDebugKotlin,Compiler code analysis,398.93,437.21,412,374,555,797,ms
:domain:user-login:compileDebugKotlin,Compiler code generation,320.0,258.71,307,253,401,339,ms
:domain:user-login:compileDebugKotlin,Compiler backend,106.93,87.14,91,79,176,130,ms
:domain:user-login:compileDebugKotlin,Run compilation,1686.73,1530.64,1606,1462,2038,1958,ms
:domain:user-login:compileDebugKotlin,Incremental compilation in daemon,1667.53,1518.43,1595,1442,2024,1942,ms
:domain:user-login:compileDebugKotlin,Update caches,2.67,3.0,2,3,5,5,ms
:domain:user-login:compileDebugKotlin,Compiler IR lowering,212.73,171.07,211,162,286,256,ms
:domain:user-login:compileDebugKotlin,Load current classpath snapshot,3.6,3.93,3,4,7,7,ms
:domain:user-login:compileDebugKotlin,Run compilation in Gradle worker,1702.2,1540.07,1624,1471,2051,1969,ms
:domain:user-login:compileDebugKotlin,Spent time before task action,32.53,37.07,34,31,44,100,ms
:domain:user-login:compileDebugKotlin,Total Gradle task time,1822.53,1677.71,1775,1602,2188,2108,ms
:domain:user-login:compileDebugKotlin,Compiler initialization time,54.47,50.79,44,44,84,108,ms
:domain:user-login:compileDebugKotlin,Calculate output size,1.8,1.21,1,1,4,3,ms
:domain:user-login:compileDebugKotlin,Sources compilation round,1564.8,1431.21,1498,1371,1865,1840,ms
:domain:user-login:compileDebugKotlin,Compiler translation to IR,602.8,534.57,594,537,732,603,ms
:domain:user-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.13,27.36,23,26,105,43,ms
:domain:user-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.67,21.64,18,19,93,35,ms
:domain:user-login:compileDebugKotlin,Connect to Kotlin daemon,11.53,5.07,8,4,36,11,ms
:domain:user-login:compileDebugKotlin,Clear jar cache,1.92,2.67,2,3,4,4,ms
:domain:user-login:compileDebugKotlin,Task action before worker execution,19.13,14.07,12,13,49,24,ms
:domain:user-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:user-login:compileDebugKotlin,Total size of the cache directory,549.0,549.0,549,549,549,549,KB
:domain:user-login:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:domain:user-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:user-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:user-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:user-login:compileDebugKotlin,Number of lines analyzed,389,389,389,389,389,389,
:domain:user-login:compileDebugKotlin,Analysis lines per second,1024,965,942,1039,1383,1169,
:domain:user-login:compileDebugKotlin,Size of shrunk classpath snapshot,44.1,44.1,44,44,44,44,KB
:domain:user-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:user-login:compileDebugKotlin,Code generation lines per second,1245,1552,1263,1541,1638,2007,
:domain:user-login:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:domain:user-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,103,103,103,103,103,103,
:domain:user-login:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,,3,,3,,ms
:domain:user-login:compileDebugKotlin,Start gradle worker,1.5,1.75,1,1,3,4,ms
:domain:user-login:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:domain:video-login:compileDebugKotlin,Remove duplicate classes,9.4,5.14,5,4,30,9,ms
:domain:video-login:compileDebugKotlin,Compiler code analysis,428.53,470.0,409,454,563,582,ms
:domain:video-login:compileDebugKotlin,Compiler code generation,569.87,522.64,538,468,871,889,ms
:domain:video-login:compileDebugKotlin,Compiler backend,187.93,228.64,185,174,247,565,ms
:domain:video-login:compileDebugKotlin,Run compilation,2110.4,2023.14,2007,1952,2639,2406,ms
:domain:video-login:compileDebugKotlin,Incremental compilation in daemon,2096.33,2000.64,2002,1939,2624,2395,ms
:domain:video-login:compileDebugKotlin,Update caches,5.2,4.93,4,5,8,7,ms
:domain:video-login:compileDebugKotlin,Compiler IR lowering,381.53,293.36,346,292,690,374,ms
:domain:video-login:compileDebugKotlin,Load current classpath snapshot,9.87,5.5,5,5,30,9,ms
:domain:video-login:compileDebugKotlin,Run compilation in Gradle worker,2129.67,2039.36,2019,1962,2657,2412,ms
:domain:video-login:compileDebugKotlin,Spent time before task action,38.2,33.86,38,35,53,45,ms
:domain:video-login:compileDebugKotlin,Total Gradle task time,2285.67,2182.29,2178,2093,2871,2552,ms
:domain:video-login:compileDebugKotlin,Compiler initialization time,49.33,95.36,41,46,78,400,ms
:domain:video-login:compileDebugKotlin,Calculate output size,1.36,1.5,1,1,4,4,ms
:domain:video-login:compileDebugKotlin,Sources compilation round,1955.53,1894.64,1866,1846,2495,2307,ms
:domain:video-login:compileDebugKotlin,Compiler translation to IR,754.53,668.43,719,642,1024,828,ms
:domain:video-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,60.2,30.71,39,29,133,45,ms
:domain:video-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.07,23.21,30,20,128,35,ms
:domain:video-login:compileDebugKotlin,Connect to Kotlin daemon,16.07,13.57,8,6,61,66,ms
:domain:video-login:compileDebugKotlin,Clear jar cache,1.6,1.5,1,1,3,3,ms
:domain:video-login:compileDebugKotlin,Task action before worker execution,22.73,13.79,19,11,61,24,ms
:domain:video-login:compileDebugKotlin,Start gradle worker,2.07,1.27,1,1,8,3,ms
:domain:video-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:video-login:compileDebugKotlin,Total size of the cache directory,625.2,625.2,625,625,625,625,KB
:domain:video-login:compileDebugKotlin,Number of classpath entries,146,146,146,146,146,146,
:domain:video-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:video-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:video-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:video-login:compileDebugKotlin,Number of lines analyzed,598,598,598,598,598,598,
:domain:video-login:compileDebugKotlin,Analysis lines per second,1423,1288,1461,1318,1649,1464,
:domain:video-login:compileDebugKotlin,Size of shrunk classpath snapshot,56.5,56.5,57,57,57,57,KB
:domain:video-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:video-login:compileDebugKotlin,Code generation lines per second,1112,1217,1111,1277,1419,1496,
:domain:video-login:compileDebugKotlin,Size of classpath snapshot,8.8,8.8,9,9,9,9,MB
:domain:video-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,145,145,145,145,145,145,
:domain:video-login:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,3.0,1,3,1,3,ms
:domain:weather-login:compileDebugKotlin,Remove duplicate classes,3.13,3.07,2,3,7,7,ms
:domain:weather-login:compileDebugKotlin,Compiler code analysis,322.4,342.64,313,322,410,455,ms
:domain:weather-login:compileDebugKotlin,Compiler code generation,253.07,221.64,207,212,414,320,ms
:domain:weather-login:compileDebugKotlin,Compiler backend,91.67,76.43,74,67,167,141,ms
:domain:weather-login:compileDebugKotlin,Run compilation,1404.73,1305.36,1376,1284,1965,1815,ms
:domain:weather-login:compileDebugKotlin,Incremental compilation in daemon,1394.4,1294.43,1368,1273,1955,1803,ms
:domain:weather-login:compileDebugKotlin,Update caches,2.07,1.36,1,1,7,4,ms
:domain:weather-login:compileDebugKotlin,Compiler IR lowering,161.07,144.86,135,134,292,231,ms
:domain:weather-login:compileDebugKotlin,Load current classpath snapshot,3.67,3.5,3,3,8,9,ms
:domain:weather-login:compileDebugKotlin,Run compilation in Gradle worker,1415.07,1314.93,1384,1293,1979,1826,ms
:domain:weather-login:compileDebugKotlin,Spent time before task action,23.87,24.21,23,23,35,38,ms
:domain:weather-login:compileDebugKotlin,Total Gradle task time,1505.8,1425.71,1496,1385,2056,2027,ms
:domain:weather-login:compileDebugKotlin,Compiler initialization time,47.07,50.43,45,42,91,104,ms
:domain:weather-login:compileDebugKotlin,Calculate output size,1.07,1.0,1,1,1,1,ms
:domain:weather-login:compileDebugKotlin,Sources compilation round,1315.13,1212.14,1287,1205,1845,1720,ms
:domain:weather-login:compileDebugKotlin,Compiler translation to IR,558.07,489.0,515,420,934,925,ms
:domain:weather-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,23.67,30.86,22,21,34,92,ms
:domain:weather-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,18.27,25.14,16,16,25,85,ms
:domain:weather-login:compileDebugKotlin,Connect to Kotlin daemon,6.07,5.71,5,4,12,11,ms
:domain:weather-login:compileDebugKotlin,Clear jar cache,1.92,2.27,1,2,4,5,ms
:domain:weather-login:compileDebugKotlin,Task action before worker execution,11.53,21.93,9,10,21,97,ms
:domain:weather-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:domain:weather-login:compileDebugKotlin,Total size of the cache directory,533.3,533.3,533,533,533,533,KB
:domain:weather-login:compileDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:domain:weather-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:domain:weather-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:domain:weather-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:domain:weather-login:compileDebugKotlin,Number of lines analyzed,288,288,288,288,288,288,
:domain:weather-login:compileDebugKotlin,Analysis lines per second,919,860,917,893,1190,1027,
:domain:weather-login:compileDebugKotlin,Size of shrunk classpath snapshot,43.8,43.8,44,44,44,44,KB
:domain:weather-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:domain:weather-login:compileDebugKotlin,Code generation lines per second,1227,1351,1384,1353,1528,1649,
:domain:weather-login:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:domain:weather-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,106,106,106,106,106,106,
:domain:weather-login:compileDebugKotlin,Start gradle worker,1.5,1.71,1,1,3,3,ms
:domain:weather-login:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,6.0,2,6,2,6,ms
:entity:account-cart:compileDebugKotlin,Remove duplicate classes,4.8,4.93,4,5,8,9,ms
:entity:account-cart:compileDebugKotlin,Compiler code analysis,355.53,372.86,311,354,620,485,ms
:entity:account-cart:compileDebugKotlin,Compiler code generation,369.6,403.5,308,295,706,859,ms
:entity:account-cart:compileDebugKotlin,Compiler backend,116.73,110.5,107,95,182,204,ms
:entity:account-cart:compileDebugKotlin,Run compilation,1750.27,1702.79,1644,1590,2378,2107,ms
:entity:account-cart:compileDebugKotlin,Incremental compilation in daemon,1727.67,1683.43,1631,1581,2304,2094,ms
:entity:account-cart:compileDebugKotlin,Update caches,2.27,2.93,2,2,3,6,ms
:entity:account-cart:compileDebugKotlin,Compiler IR lowering,252.47,292.5,193,194,585,770,ms
:entity:account-cart:compileDebugKotlin,Load current classpath snapshot,5.13,5.29,5,5,8,11,ms
:entity:account-cart:compileDebugKotlin,Run compilation in Gradle worker,1798.87,1712.93,1655,1599,2462,2120,ms
:entity:account-cart:compileDebugKotlin,Spent time before task action,28.2,38.29,28,39,44,54,ms
:entity:account-cart:compileDebugKotlin,Total Gradle task time,1927.07,1845.64,1773,1738,2569,2266,ms
:entity:account-cart:compileDebugKotlin,Compiler initialization time,92.6,57.64,50,56,322,79,ms
:entity:account-cart:compileDebugKotlin,Calculate output size,1.07,1.36,1,1,1,4,ms
:entity:account-cart:compileDebugKotlin,Sources compilation round,1638.53,1549.43,1519,1409,2196,2000,ms
:entity:account-cart:compileDebugKotlin,Compiler translation to IR,673.27,580.0,652,562,947,773,ms
:entity:account-cart:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,31.53,67.36,28,27,45,317,ms
:entity:account-cart:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,24.53,60.64,22,20,37,307,ms
:entity:account-cart:compileDebugKotlin,Connect to Kotlin daemon,45.27,5.71,6,5,246,13,ms
:entity:account-cart:compileDebugKotlin,Clear jar cache,1.64,1.73,1,1,5,5,ms
:entity:account-cart:compileDebugKotlin,Task action before worker execution,19.73,14.43,12,12,56,24,ms
:entity:account-cart:compileDebugKotlin,Start gradle worker,1.93,1.62,1,1,6,3,ms
:entity:account-cart:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:entity:account-cart:compileDebugKotlin,Total size of the cache directory,572.0,572.0,572,572,572,572,KB
:entity:account-cart:compileDebugKotlin,Number of classpath entries,139,139,139,139,139,139,
:entity:account-cart:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:entity:account-cart:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:entity:account-cart:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:entity:account-cart:compileDebugKotlin,Number of lines analyzed,433,433,433,433,433,433,
:entity:account-cart:compileDebugKotlin,Analysis lines per second,1338,1180,1391,1222,1538,1318,
:entity:account-cart:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:entity:account-cart:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:entity:account-cart:compileDebugKotlin,Code generation lines per second,1334,1282,1402,1470,1628,1793,
:entity:account-cart:compileDebugKotlin,Size of classpath snapshot,8.4,8.4,8,8,8,8,MB
:entity:account-cart:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,138,138,138,138,138,138,
:entity:account-cart:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:entity:alarm-cart:compileDebugKotlin,Remove duplicate classes,4.27,5.71,4,5,6,11,ms
:entity:alarm-cart:compileDebugKotlin,Compiler code analysis,321.73,501.57,320,445,378,905,ms
:entity:alarm-cart:compileDebugKotlin,Compiler code generation,424.93,442.0,424,379,536,895,ms
