Category,Metric,varianta_kotlin_2.2.0 Mean,variantb_k2_kotlin_2.2.0 Mean,varianta_kotlin_2.2.0 P50,variantb_k2_kotlin_2.2.0 P50,varianta_kotlin_2.2.0 P90,variantb_k2_kotlin_2.2.0 P90,Unit
:layer_0:module_0_19:compileDebugKotlin,Connect to Kotlin daemon,18.8,21.36,17,23,26,31,ms
:layer_0:module_0_19:compileDebugKotlin,Compiler code generation,1227.86,1312.2,1204,1298,1435,1641,ms
:layer_0:module_0_19:compileDebugKotlin,Update caches,19.5,21.44,17,22,27,29,ms
:layer_0:module_0_19:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,56.32,79.64,56,72,81,138,ms
:layer_0:module_0_19:compileDebugKotlin,Compiler translation to IR,1410.28,1428.82,1330,1418,1770,1628,ms
:layer_0:module_0_19:compileDebugKotlin,Compiler code analysis,1552.42,1582.56,1583,1545,1823,1816,ms
:layer_0:module_0_19:compileDebugKotlin,Compiler backend,618.86,652.56,618,635,725,882,ms
:layer_0:module_0_19:compileDebugKotlin,Load current classpath snapshot,9.86,10.92,10,10,16,18,ms
:layer_0:module_0_19:compileDebugKotlin,Calculate output size,2.28,2.64,1,1,4,7,ms
:layer_0:module_0_19:compileDebugKotlin,Clear jar cache,3.19,2.58,3,2,8,5,ms
:layer_0:module_0_19:compileDebugKotlin,Sources compilation round,4609.26,4786.54,4549,4848,4955,5390,ms
:layer_0:module_0_19:compileDebugKotlin,Spent time before task action,56.72,116.64,59,107,76,151,ms
:layer_0:module_0_19:compileDebugKotlin,Run compilation,4859.42,5097.88,4804,5201,5183,5729,ms
:layer_0:module_0_19:compileDebugKotlin,Incremental compilation in daemon,4829.1,5059.22,4780,5165,5159,5611,ms
:layer_0:module_0_19:compileDebugKotlin,Remove duplicate classes,9.12,10.22,10,10,16,17,ms
:layer_0:module_0_19:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,43.96,65.62,44,57,65,129,ms
:layer_0:module_0_19:compileDebugKotlin,Compiler IR lowering,608.62,659.08,612,628,716,888,ms
:layer_0:module_0_19:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_19:compileDebugKotlin,Total size of the cache directory,575.3,575.3,575,575,575,575,KB
:layer_0:module_0_19:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_19:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_19:compileDebugKotlin,Code generation lines per second,390,367,391,362,457,431,
:layer_0:module_0_19:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_19:compileDebugKotlin,Analysis lines per second,313,300,297,304,399,350,
:layer_0:module_0_19:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_19:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_19:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_19:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_19:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_19:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_19:compileDebugKotlin,Save shrunk current classpath snapshot,3.5,3.75,3,3,12,10,ms
:layer_0:module_0_19:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_0:module_0_19:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:layer_0:module_0_19:compileDebugKotlin,Clear output,4.0,2.8,4,3,4,5,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler initialization time,85.92,69.06,81,69,110,83,ms
:layer_0:module_0_2:compileDebugKotlin,Total Gradle task time,4854.22,5153.88,4827,5146,5345,5747,ms
:layer_0:module_0_2:compileDebugKotlin,Task action before worker execution,29.32,33.74,29,33,38,44,ms
:layer_0:module_0_2:compileDebugKotlin,Run compilation in Gradle worker,4714.16,4948.6,4682,4923,5216,5531,ms
:layer_0:module_0_2:compileDebugKotlin,Start gradle worker,3.72,3.56,3,3,8,6,ms
:layer_0:module_0_2:compileDebugKotlin,Connect to Kotlin daemon,17.38,20.44,17,19,27,29,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler code generation,1220.78,1341.32,1228,1324,1443,1625,ms
:layer_0:module_0_2:compileDebugKotlin,Update caches,17.48,19.08,17,19,24,26,ms
:layer_0:module_0_2:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.96,62.28,46,61,76,89,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler translation to IR,1260.2,1412.78,1265,1407,1356,1609,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler code analysis,1558.88,1485.7,1555,1478,1786,1734,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler backend,565.12,648.48,559,620,718,865,ms
:layer_0:module_0_2:compileDebugKotlin,Load current classpath snapshot,9.94,10.76,9,11,17,15,ms
:layer_0:module_0_2:compileDebugKotlin,Calculate output size,2.14,2.14,1,1,4,5,ms
:layer_0:module_0_2:compileDebugKotlin,Sources compilation round,4468.8,4659.74,4433,4653,4970,5250,ms
:layer_0:module_0_2:compileDebugKotlin,Spent time before task action,57.76,100.1,58,98,76,122,ms
:layer_0:module_0_2:compileDebugKotlin,Run compilation,4692.54,4924.02,4660,4896,5190,5508,ms
:layer_0:module_0_2:compileDebugKotlin,Incremental compilation in daemon,4667.26,4890.9,4626,4865,5158,5464,ms
:layer_0:module_0_2:compileDebugKotlin,Remove duplicate classes,9.04,10.08,9,10,13,15,ms
:layer_0:module_0_2:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.02,48.36,34,48,56,69,ms
:layer_0:module_0_2:compileDebugKotlin,Compiler IR lowering,655.1,692.3,646,686,827,823,ms
:layer_0:module_0_2:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_2:compileDebugKotlin,Total size of the cache directory,569.7,569.7,570,570,570,570,KB
:layer_0:module_0_2:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_2:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_2:compileDebugKotlin,Code generation lines per second,392,357,383,356,490,435,
:layer_0:module_0_2:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_2:compileDebugKotlin,Analysis lines per second,308,321,303,318,365,374,
:layer_0:module_0_2:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_2:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_2:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_2:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_2:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_2:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_2:compileDebugKotlin,Save shrunk current classpath snapshot,2.94,3.06,2,3,10,6,ms
:layer_0:module_0_2:compileDebugKotlin,Clear jar cache,1.71,1.83,1,2,3,3,ms
:layer_0:module_0_2:compileDebugKotlin,Store build info,3.0,29.5,3,30,4,56,ms
:layer_0:module_0_2:compileDebugKotlin,Clear output,2.8,3.0,3,3,5,3,ms
:layer_0:module_0_2:compileDebugKotlin,Clear outputs on rebuild,2.5,,3,,3,,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler initialization time,65.94,64.42,63,66,104,80,ms
:layer_0:module_0_20:compileDebugKotlin,Total Gradle task time,3949.72,4183.38,3923,4201,4305,4581,ms
:layer_0:module_0_20:compileDebugKotlin,Task action before worker execution,29.14,35.52,27,31,41,43,ms
:layer_0:module_0_20:compileDebugKotlin,Run compilation in Gradle worker,3794.68,3992.12,3780,4012,4112,4358,ms
:layer_0:module_0_20:compileDebugKotlin,Start gradle worker,3.32,3.04,3,3,6,6,ms
:layer_0:module_0_20:compileDebugKotlin,Connect to Kotlin daemon,16.38,22.9,16,19,25,29,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler code generation,908.26,887.46,903,886,1087,1104,ms
:layer_0:module_0_20:compileDebugKotlin,Update caches,15.22,16.34,14,17,22,23,ms
:layer_0:module_0_20:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.46,56.0,53,59,88,83,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler translation to IR,1100.14,1204.74,1092,1158,1282,1451,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler code analysis,1169.12,1239.56,1149,1220,1402,1417,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler backend,411.46,411.62,395,402,534,540,ms
:layer_0:module_0_20:compileDebugKotlin,Load current classpath snapshot,9.38,10.78,10,11,15,17,ms
:layer_0:module_0_20:compileDebugKotlin,Calculate output size,2.46,2.32,1,1,5,5,ms
:layer_0:module_0_20:compileDebugKotlin,Sources compilation round,3530.26,3722.16,3490,3706,3906,4123,ms
:layer_0:module_0_20:compileDebugKotlin,Spent time before task action,61.98,96.06,61,87,81,126,ms
:layer_0:module_0_20:compileDebugKotlin,Run compilation,3770.82,3964.96,3760,3973,4084,4327,ms
:layer_0:module_0_20:compileDebugKotlin,Incremental compilation in daemon,3746.16,3935.76,3737,3930,4057,4299,ms
:layer_0:module_0_20:compileDebugKotlin,Remove duplicate classes,8.28,9.92,8,9,14,16,ms
:layer_0:module_0_20:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,45.92,42.8,42,46,69,64,ms
:layer_0:module_0_20:compileDebugKotlin,Compiler IR lowering,496.3,475.24,470,466,691,615,ms
:layer_0:module_0_20:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_20:compileDebugKotlin,Total size of the cache directory,560.8,560.8,561,561,561,561,KB
:layer_0:module_0_20:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_20:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_20:compileDebugKotlin,Code generation lines per second,551,566,542,553,685,703,
:layer_0:module_0_20:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_20:compileDebugKotlin,Analysis lines per second,423,400,426,401,480,461,
:layer_0:module_0_20:compileDebugKotlin,Number of lines analyzed,490,490,490,490,490,490,
:layer_0:module_0_20:compileDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:layer_0:module_0_20:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_20:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_20:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_20:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_20:compileDebugKotlin,Clear output,2.0,42.8,2,3,2,201,ms
:layer_0:module_0_20:compileDebugKotlin,Save shrunk current classpath snapshot,3.09,2.1,3,3,5,3,ms
:layer_0:module_0_20:compileDebugKotlin,Clear jar cache,2.2,1.81,2,2,4,3,ms
:layer_0:module_0_20:compileDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler initialization time,68.96,98.78,71,101,86,132,ms
:layer_0:module_0_21:compileDebugKotlin,Total Gradle task time,4073.44,4676.74,3994,4657,4558,5112,ms
:layer_0:module_0_21:compileDebugKotlin,Task action before worker execution,27.82,23.58,25,25,35,31,ms
:layer_0:module_0_21:compileDebugKotlin,Run compilation in Gradle worker,3940.84,4512.94,3871,4508,4447,4941,ms
:layer_0:module_0_21:compileDebugKotlin,Start gradle worker,2.98,2.72,3,2,5,6,ms
:layer_0:module_0_21:compileDebugKotlin,Connect to Kotlin daemon,19.32,19.6,17,16,24,24,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler code generation,910.8,952.56,882,970,1103,1124,ms
:layer_0:module_0_21:compileDebugKotlin,Update caches,18.72,15.34,15,16,22,21,ms
:layer_0:module_0_21:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,53.0,57.28,48,56,80,86,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler translation to IR,1160.62,1372.3,1136,1359,1310,1689,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler code analysis,1270.94,1462.34,1275,1438,1408,1761,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler backend,425.82,452.98,407,438,582,581,ms
:layer_0:module_0_21:compileDebugKotlin,Load current classpath snapshot,8.78,9.12,9,10,13,14,ms
:layer_0:module_0_21:compileDebugKotlin,Calculate output size,2.54,2.04,1,1,6,4,ms
:layer_0:module_0_21:compileDebugKotlin,Clear jar cache,2.49,2.68,2,2,5,5,ms
:layer_0:module_0_21:compileDebugKotlin,Sources compilation round,3683.26,4253.8,3627,4249,4021,4676,ms
:layer_0:module_0_21:compileDebugKotlin,Spent time before task action,48.14,72.24,49,71,63,103,ms
:layer_0:module_0_21:compileDebugKotlin,Run compilation,3915.86,4487.54,3855,4482,4323,4921,ms
:layer_0:module_0_21:compileDebugKotlin,Incremental compilation in daemon,3887.32,4457.04,3829,4449,4297,4886,ms
:layer_0:module_0_21:compileDebugKotlin,Remove duplicate classes,7.96,8.2,8,7,12,12,ms
:layer_0:module_0_21:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,41.82,45.6,36,44,64,73,ms
:layer_0:module_0_21:compileDebugKotlin,Compiler IR lowering,484.38,499.04,453,475,603,689,ms
:layer_0:module_0_21:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_21:compileDebugKotlin,Total size of the cache directory,572.8,572.8,573,573,573,573,KB
:layer_0:module_0_21:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_21:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_21:compileDebugKotlin,Code generation lines per second,497,473,501,456,595,570,
:layer_0:module_0_21:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_21:compileDebugKotlin,Analysis lines per second,352,306,346,307,403,363,
:layer_0:module_0_21:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_21:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_21:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_21:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_21:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_21:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_21:compileDebugKotlin,Clear output,1.5,1.0,2,1,2,1,ms
:layer_0:module_0_21:compileDebugKotlin,Save shrunk current classpath snapshot,2.4,3.29,3,3,3,6,ms
:layer_0:module_0_21:compileDebugKotlin,Clear outputs on rebuild,3.0,3.0,3,3,3,3,ms
:layer_0:module_0_21:compileDebugKotlin,Store build info,1.67,,2,,2,,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler initialization time,69.18,73.74,67,74,105,99,ms
:layer_0:module_0_22:compileDebugKotlin,Total Gradle task time,4153.22,4576.8,4124,4568,4511,5066,ms
:layer_0:module_0_22:compileDebugKotlin,Task action before worker execution,23.46,27.98,23,27,35,42,ms
:layer_0:module_0_22:compileDebugKotlin,Store build info,2.5,6.0,3,6,3,6,ms
:layer_0:module_0_22:compileDebugKotlin,Run compilation in Gradle worker,4017.42,4393.66,3995,4397,4400,4860,ms
:layer_0:module_0_22:compileDebugKotlin,Start gradle worker,3.08,3.3,3,3,7,6,ms
:layer_0:module_0_22:compileDebugKotlin,Connect to Kotlin daemon,20.72,24.1,17,19,27,28,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler code generation,1055.08,976.94,1038,944,1291,1209,ms
:layer_0:module_0_22:compileDebugKotlin,Update caches,15.54,17.54,15,18,21,25,ms
:layer_0:module_0_22:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,59.86,59.32,56,56,92,90,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler translation to IR,1176.44,1362.74,1169,1379,1313,1528,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler code analysis,1168.62,1348.78,1153,1349,1309,1584,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler backend,490.76,453.22,484,433,624,608,ms
:layer_0:module_0_22:compileDebugKotlin,Clear output,2.67,2.33,3,3,3,3,ms
:layer_0:module_0_22:compileDebugKotlin,Load current classpath snapshot,10.4,9.7,10,9,17,16,ms
:layer_0:module_0_22:compileDebugKotlin,Calculate output size,2.28,2.38,1,1,4,4,ms
:layer_0:module_0_22:compileDebugKotlin,Sources compilation round,3754.74,4122.3,3729,4118,4145,4582,ms
:layer_0:module_0_22:compileDebugKotlin,Spent time before task action,50.22,84.2,47,81,62,110,ms
:layer_0:module_0_22:compileDebugKotlin,Run compilation,3992.46,4364.92,3967,4366,4377,4836,ms
:layer_0:module_0_22:compileDebugKotlin,Incremental compilation in daemon,3967.76,4336.96,3932,4337,4353,4812,ms
:layer_0:module_0_22:compileDebugKotlin,Remove duplicate classes,9.56,9.08,10,9,16,14,ms
:layer_0:module_0_22:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.6,46.9,41,45,75,72,ms
:layer_0:module_0_22:compileDebugKotlin,Compiler IR lowering,563.86,523.26,547,518,711,655,ms
:layer_0:module_0_22:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_22:compileDebugKotlin,Total size of the cache directory,575.3,575.3,575,575,575,575,KB
:layer_0:module_0_22:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_22:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_22:compileDebugKotlin,Code generation lines per second,454,494,454,499,544,587,
:layer_0:module_0_22:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_22:compileDebugKotlin,Analysis lines per second,407,353,408,349,461,417,
:layer_0:module_0_22:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_22:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_22:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_22:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_22:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_22:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_22:compileDebugKotlin,Clear jar cache,2.92,2.75,2,2,8,5,ms
:layer_0:module_0_22:compileDebugKotlin,Save shrunk current classpath snapshot,2.91,3.36,3,3,6,6,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler initialization time,86.72,58.94,71,60,189,76,ms
:layer_0:module_0_23:compileDebugKotlin,Total Gradle task time,3984.56,4443.38,3944,4427,4414,4842,ms
:layer_0:module_0_23:compileDebugKotlin,Task action before worker execution,26.56,37.08,25,30,37,43,ms
:layer_0:module_0_23:compileDebugKotlin,Run compilation in Gradle worker,3853.52,4245.44,3834,4240,4289,4596,ms
:layer_0:module_0_23:compileDebugKotlin,Start gradle worker,2.78,3.6,2,3,6,7,ms
:layer_0:module_0_23:compileDebugKotlin,Connect to Kotlin daemon,24.42,26.34,16,21,26,27,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler code generation,1061.26,1038.2,1059,1033,1253,1253,ms
:layer_0:module_0_23:compileDebugKotlin,Update caches,15.12,16.92,15,17,21,24,ms
:layer_0:module_0_23:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,44.78,53.58,43,55,76,77,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler translation to IR,1135.88,1356.12,1124,1325,1368,1573,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler code analysis,1080.84,1218.68,1087,1208,1223,1393,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler backend,479.8,470.18,465,468,662,626,ms
:layer_0:module_0_23:compileDebugKotlin,Load current classpath snapshot,9.3,10.26,9,10,14,17,ms
:layer_0:module_0_23:compileDebugKotlin,Calculate output size,1.7,2.82,1,3,4,7,ms
:layer_0:module_0_23:compileDebugKotlin,Sources compilation round,3621.14,3977.68,3616,3973,3999,4382,ms
:layer_0:module_0_23:compileDebugKotlin,Spent time before task action,52.62,93.3,51,91,69,117,ms
:layer_0:module_0_23:compileDebugKotlin,Run compilation,3825.68,4214.74,3796,4197,4205,4573,ms
:layer_0:module_0_23:compileDebugKotlin,Incremental compilation in daemon,3801.64,4182.76,3771,4167,4181,4546,ms
:layer_0:module_0_23:compileDebugKotlin,Remove duplicate classes,8.64,9.34,8,10,13,13,ms
:layer_0:module_0_23:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.86,40.72,30,43,51,61,ms
:layer_0:module_0_23:compileDebugKotlin,Compiler IR lowering,581.02,567.68,571,552,731,706,ms
:layer_0:module_0_23:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_23:compileDebugKotlin,Total size of the cache directory,575.3,575.3,575,575,575,575,KB
:layer_0:module_0_23:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_23:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_23:compileDebugKotlin,Code generation lines per second,454,463,444,455,564,547,
:layer_0:module_0_23:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_23:compileDebugKotlin,Analysis lines per second,439,390,433,390,505,441,
:layer_0:module_0_23:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_23:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_23:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_23:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_23:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_23:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_23:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,1.83,3,2,6,3,ms
:layer_0:module_0_23:compileDebugKotlin,Clear jar cache,2.11,1.55,2,1,4,3,ms
:layer_0:module_0_23:compileDebugKotlin,Store build info,5.0,2.75,5,3,5,5,ms
:layer_0:module_0_23:compileDebugKotlin,Clear outputs on rebuild,4.0,,4,,4,,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler initialization time,67.16,94.76,64,95,84,112,ms
:layer_0:module_0_24:compileDebugKotlin,Total Gradle task time,3982.9,4848.16,3978,4893,4367,5608,ms
:layer_0:module_0_24:compileDebugKotlin,Task action before worker execution,23.54,27.66,21,28,30,36,ms
:layer_0:module_0_24:compileDebugKotlin,Run compilation in Gradle worker,3855.5,4662.88,3853,4678,4232,5420,ms
:layer_0:module_0_24:compileDebugKotlin,Start gradle worker,2.38,3.24,2,2,4,7,ms
:layer_0:module_0_24:compileDebugKotlin,Connect to Kotlin daemon,23.48,15.32,14,15,24,24,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler code generation,835.36,992.26,801,968,1043,1424,ms
:layer_0:module_0_24:compileDebugKotlin,Update caches,12.6,13.98,12,14,17,18,ms
:layer_0:module_0_24:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.28,63.4,44,51,62,72,ms
:layer_0:module_0_24:compileDebugKotlin,Save shrunk current classpath snapshot,2.38,5.0,3,5,3,8,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler translation to IR,1171.1,1374.22,1140,1326,1430,1642,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler code analysis,1247.12,1480.86,1263,1498,1606,1783,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler backend,389.98,490.16,389,385,501,870,ms
:layer_0:module_0_24:compileDebugKotlin,Load current classpath snapshot,8.1,10.02,8,11,12,15,ms
:layer_0:module_0_24:compileDebugKotlin,Calculate output size,4.24,8.48,1,1,4,4,ms
:layer_0:module_0_24:compileDebugKotlin,Clear jar cache,2.56,2.93,2,3,5,5,ms
:layer_0:module_0_24:compileDebugKotlin,Sources compilation round,3630.72,4361.48,3592,4358,4012,5153,ms
:layer_0:module_0_24:compileDebugKotlin,Spent time before task action,48.64,93.08,47,79,65,178,ms
:layer_0:module_0_24:compileDebugKotlin,Run compilation,3825.72,4629.96,3786,4617,4211,5387,ms
:layer_0:module_0_24:compileDebugKotlin,Incremental compilation in daemon,3804.14,4598.16,3761,4586,4187,5356,ms
:layer_0:module_0_24:compileDebugKotlin,Remove duplicate classes,7.62,9.4,7,10,12,15,ms
:layer_0:module_0_24:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.56,50.88,34,39,48,56,ms
:layer_0:module_0_24:compileDebugKotlin,Compiler IR lowering,444.84,501.56,419,457,607,825,ms
:layer_0:module_0_24:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_24:compileDebugKotlin,Total size of the cache directory,566.6,566.6,567,567,567,567,KB
:layer_0:module_0_24:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_24:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_24:compileDebugKotlin,Code generation lines per second,602,528,609,504,738,729,
:layer_0:module_0_24:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_24:compileDebugKotlin,Analysis lines per second,407,335,386,326,532,418,
:layer_0:module_0_24:compileDebugKotlin,Number of lines analyzed,488,488,488,488,488,488,
:layer_0:module_0_24:compileDebugKotlin,Size of shrunk classpath snapshot,23.7,23.7,24,24,24,24,KB
:layer_0:module_0_24:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_24:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_24:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_24:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_0:module_0_24:compileDebugKotlin,Clear output,3.0,3.0,3,3,4,3,ms
:layer_0:module_0_25:compileDebugKotlin,Compiler initialization time,68.32,63.48,61,65,97,81,ms
:layer_0:module_0_25:compileDebugKotlin,Total Gradle task time,3707.76,4676.38,3682,4591,4171,5319,ms
:layer_0:module_0_25:compileDebugKotlin,Task action before worker execution,30.5,34.64,23,35,35,48,ms
:layer_0:module_0_25:compileDebugKotlin,Run compilation in Gradle worker,3566.62,4481.92,3535,4412,4018,5119,ms
:layer_0:module_0_25:compileDebugKotlin,Start gradle worker,2.52,3.96,2,3,5,7,ms
