Category,Metric,varianta_2.2.10 Mean,variantb_2.2.20 Mean,varianta_2.2.10 P50,variantb_2.2.20 P50,varianta_2.2.10 P90,variantb_2.2.20 P90,Unit
Task Path,:domain:profile-contact:compileDebugKotlin,2593,2550,2550,2562,3055,3040,ms
Task Path,:domain:push-contact:kspDebugKotlin,3815,3808,3882,3797,4233,4131,ms
Task Path,:domain:search-contact:kspDebugKotlin,3312,3261,3286,3219,3843,3726,ms
Task Path,:domain:session-contact:kspDebugKotlin,3362,3294,3314,3353,3852,3692,ms
Task Path,:domain:push-contact:compileDebugKotlin,2341,2289,2260,2256,2817,2701,ms
Task Path,:domain:setting-contact:kspDebugKotlin,3030,3079,2991,3070,3456,3533,ms
Task Path,:domain:search-contact:compileDebugKotlin,2391,2321,2363,2309,2757,2618,ms
Task Path,:domain:session-contact:compileDebugKotlin,2493,2500,2470,2429,2907,2982,ms
Task Path,:domain:setting-contact:compileDebugKotlin,1618,1587,1565,1550,1943,2014,ms
Task Path,:domain:sync-contact:kspDebugKotlin,3179,3237,3165,3249,3719,3774,ms
Task Path,:domain:share-contact:kspDebugKotlin,3273,3437,3261,3423,3816,3961,ms
Task Path,:domain:user-contact:kspDebugKotlin,3080,3112,3071,3125,3467,3508,ms
Task Path,:repository:calendar-contact:kspDebugKotlin,2969,2992,2941,2892,3388,3454,ms
Task Path,:domain:share-contact:compileDebugKotlin,1777,1814,1720,1802,2124,2190,ms
Task Path,:domain:sync-contact:compileDebugKotlin,2323,2311,2287,2236,2675,2857,ms
Task Path,:domain:user-contact:compileDebugKotlin,2130,2075,2074,2003,2535,2433,ms
Task Path,:repository:calendar-contact:compileDebugKotlin,2101,1996,2054,1948,2572,2493,ms
Task Path,:repository:event-contact:kspDebugKotlin,2691,2769,2644,2771,3204,3370,ms
Task Path,:repository:file-contact:kspDebugKotlin,2950,2905,3041,2860,3425,3548,ms
Task Path,:repository:log-contact:kspDebugKotlin,2813,2791,2754,2720,3337,3429,ms
Task Path,:repository:news-contact:kspDebugKotlin,3440,3379,3439,3298,3905,3825,ms
