Category,Metric,varianta_gradle_9_2_0 Mean,variantb_gradle_9_2_1 Mean,varianta_gradle_9_2_0 P50,variantb_gradle_9_2_1 P50,varianta_gradle_9_2_0 P90,variantb_gradle_9_2_1 P90,Unit
Task Path,:entity:calendar-identity:compileDebugKotlin,1466,1537,1442,1438,1860,2149,ms
Task Path,:model:playlist-login:compileDebugKotlin,1406,1442,1339,1405,1780,1666,ms
Task Path,:entity:alarm-identity:kspDebugKotlin,2512,2374,2441,2313,3229,2758,ms
Task Path,:entity:identity-identity:compileDebugKotlin,1356,1317,1253,1215,2036,1743,ms
Task Path,:entity:alarm-identity:compileDebugKotlin,1340,1306,1294,1226,2022,1719,ms
Task Path,:entity:comment-identity:kspDebugKotlin,2531,2494,2452,2463,3299,3055,ms
Task Path,:entity:analytics-identity:kspDebugKotlin,2493,2444,2392,2373,3245,2949,ms
Task Path,:entity:cart-identity:kspDebugKotlin,2447,2500,2384,2449,2780,2947,ms
Task Path,:entity:comment-identity:compileDebugKotlin,1282,1306,1225,1197,1703,1766,ms
Task Path,:entity:analytics-identity:compileDebugKotlin,1161,1187,1114,1158,1436,1510,ms
Task Path,:entity:event-identity:kspDebugKotlin,2342,2415,2304,2351,2740,2920,ms
Task Path,:entity:cart-identity:compileDebugKotlin,1251,1315,1204,1245,1568,1709,ms
Task Path,:entity:event-identity:compileDebugKotlin,1295,1326,1168,1286,1914,1593,ms
Task Path,:data:audio-identity:kspDebugKotlin,2305,2387,2226,2288,2870,2975,ms
Task Path,:entity:feed-identity:kspDebugKotlin,2566,2590,2525,2513,3059,3045,ms
Task Path,:entity:file-identity:kspDebugKotlin,2571,2599,2439,2506,3330,3013,ms
Task Path,:data:audio-identity:compileDebugKotlin,1224,1297,1184,1202,1529,1774,ms
Task Path,:entity:feed-identity:compileDebugKotlin,1341,1361,1277,1265,1699,1772,ms
Task Path,:entity:file-identity:compileDebugKotlin,1374,1340,1270,1302,1768,1745,ms
Task Path,:entity:group-identity:kspDebugKotlin,2677,2706,2505,2586,3348,3111,ms
Task Path,:entity:group-identity:compileDebugKotlin,1366,1352,1275,1287,1730,1710,ms
Task Path,:entity:location-identity:kspDebugKotlin,2705,2728,2615,2623,3245,3348,ms
Task Path,:entity:message-identity:kspDebugKotlin,2484,2471,2384,2391,2975,2941,ms
Task Path,:entity:network-identity:kspDebugKotlin,2282,2288,2250,2203,2713,3084,ms
Task Path,:entity:location-identity:compileDebugKotlin,1295,1346,1268,1269,1519,1742,ms
Task Path,:entity:message-identity:compileDebugKotlin,1251,1195,1160,1141,1752,1538,ms
Task Path,:entity:network-identity:compileDebugKotlin,1347,1309,1208,1159,2018,2130,ms
Task Path,:entity:notification-identity:kspDebugKotlin,2370,2359,2245,2147,2912,3398,ms
Task Path,:entity:notification-identity:compileDebugKotlin,1355,1328,1274,1277,1761,2040,ms
Task Path,:entity:post-identity:kspDebugKotlin,2412,2363,2335,2287,3088,2922,ms
Task Path,:entity:profile-identity:kspDebugKotlin,2359,2364,2286,2260,2996,2949,ms
Task Path,:entity:report-identity:kspDebugKotlin,2282,2288,2177,2182,2847,2920,ms
Task Path,:entity:post-identity:compileDebugKotlin,1300,1294,1185,1176,1772,1771,ms
Task Path,:entity:profile-identity:compileDebugKotlin,1263,1208,1162,1163,1730,1501,ms
Task Path,:entity:report-identity:compileDebugKotlin,1192,1202,1152,1091,1476,1690,ms
Task Path,:entity:search-identity:kspDebugKotlin,2266,2262,2219,2166,2740,2755,ms
Task Path,:entity:session-identity:kspDebugKotlin,2315,2346,2227,2196,2778,2815,ms
Task Path,:entity:search-identity:compileDebugKotlin,1231,1243,1176,1139,1545,1749,ms
Task Path,:entity:session-identity:compileDebugKotlin,1193,1319,1158,1260,1427,1628,ms
Task Path,:entity:setting-identity:kspDebugKotlin,2361,2382,2284,2369,2764,2784,ms
Task Path,:entity:share-identity:kspDebugKotlin,2316,2501,2285,2502,2779,3111,ms
Task Path,:entity:setting-identity:compileDebugKotlin,1139,1330,1108,1238,1292,1957,ms
Task Path,:entity:status-identity:kspDebugKotlin,2209,2311,2118,2181,2739,2754,ms
Task Path,:entity:share-identity:compileDebugKotlin,1188,1173,1147,1134,1545,1375,ms
Task Path,:entity:sync-identity:kspDebugKotlin,2271,2284,2174,2145,2726,2778,ms
Task Path,:entity:status-identity:compileDebugKotlin,1263,1226,1222,1173,1457,1618,ms
Task Path,:entity:sync-identity:compileDebugKotlin,1232,1320,1201,1208,1385,1814,ms
Task Path,:entity:timer-identity:kspDebugKotlin,2320,2248,2263,2177,2624,2648,ms
Task Path,:entity:user-identity:kspDebugKotlin,2403,2472,2310,2408,2976,2830,ms
Task Path,:entity:timer-identity:compileDebugKotlin,1272,1405,1236,1245,1519,2110,ms
Task Path,:entity:user-identity:compileDebugKotlin,1371,1387,1237,1285,1889,2024,ms
Task Path,:entity:account-identity:kspDebugKotlin,2846,2867,2748,2787,3641,3550,ms
Task Path,:entity:checkout-identity:kspDebugKotlin,2843,2888,2761,2811,3444,3610,ms
Task Path,:entity:account-identity:compileDebugKotlin,1341,1406,1251,1349,1794,1751,ms
Task Path,:entity:checkout-identity:compileDebugKotlin,1412,1415,1305,1325,1899,2088,ms
Task Path,:data:cart-checkout:kspDebugKotlin,2667,2751,2468,2787,3199,3560,ms
Task Path,:entity:log-identity:kspDebugKotlin,2710,2754,2692,2670,3178,3352,ms
Task Path,:data:cart-checkout:compileDebugKotlin,1252,1327,1204,1282,1582,1759,ms
Task Path,:entity:log-identity:compileDebugKotlin,1369,1433,1260,1323,1906,1915,ms
Task Path,:entity:task-identity:kspDebugKotlin,2238,2326,2176,2251,2790,2828,ms
Task Path,:entity:metric-identity:kspDebugKotlin,2309,2537,2287,2345,2870,3286,ms
Task Path,:entity:task-identity:compileDebugKotlin,1160,1176,1141,1104,1399,1504,ms
Task Path,:entity:metric-identity:compileDebugKotlin,1237,1192,1224,1143,1512,1475,ms
Task Path,:data:login-checkout:kspDebugKotlin,2225,2308,2168,2285,2763,2852,ms
Task Path,:data:identity-checkout:kspDebugKotlin,2425,2409,2379,2312,2971,3040,ms
Task Path,:data:checkout-checkout:kspDebugKotlin,2263,2156,2146,2065,2758,2600,ms
Task Path,:data:contact-checkout:kspDebugKotlin,2244,2216,2104,2155,2727,2697,ms
Task Path,:data:document-identity:kspDebugKotlin,2312,2309,2249,2252,2824,2737,ms
Task Path,:data:feed-checkout:kspDebugKotlin,2345,2392,2255,2298,2858,2972,ms
Task Path,:data:checkout-checkout:compileDebugKotlin,1244,1240,1208,1182,1567,1693,ms
Task Path,:data:contact-checkout:compileDebugKotlin,1306,1288,1230,1226,1807,1655,ms
Task Path,:data:document-identity:compileDebugKotlin,1301,1207,1184,1153,1890,1424,ms
Task Path,:data:feed-checkout:compileDebugKotlin,1204,1201,1083,1102,1857,1835,ms
Task Path,:data:identity-checkout:compileDebugKotlin,1135,1151,1073,1128,1363,1277,ms
Task Path,:data:login-checkout:compileDebugKotlin,1223,1246,1111,1162,1859,1659,ms
Task Path,:data:gallery-identity:kspDebugKotlin,2260,2201,2116,2198,2953,2673,ms
Task Path,:data:list-identity:kspDebugKotlin,2421,2281,2320,2240,3052,2820,ms
Task Path,:data:gallery-identity:compileDebugKotlin,1214,1232,1083,1132,1762,1764,ms
Task Path,:data:list-identity:compileDebugKotlin,1299,1396,1220,1307,1564,1934,ms
Task Path,:data:media-identity:kspDebugKotlin,2341,2441,2254,2391,2795,2961,ms
Task Path,:data:map-identity:kspDebugKotlin,2307,2369,2241,2386,2757,3056,ms
Task Path,:data:network-checkout:kspDebugKotlin,2447,2581,2343,2578,2894,3077,ms
Task Path,:data:media-identity:compileDebugKotlin,1195,1288,1132,1245,1599,1714,ms
Task Path,:data:map-identity:compileDebugKotlin,1320,1423,1259,1379,1666,1850,ms
Task Path,:data:news-identity:kspDebugKotlin,2501,2616,2401,2470,2994,3170,ms
Task Path,:data:network-checkout:compileDebugKotlin,1195,1250,1153,1217,1580,1552,ms
Task Path,:data:news-identity:compileDebugKotlin,1282,1292,1222,1284,1735,1450,ms
Task Path,:data:note-identity:kspDebugKotlin,2235,2278,2136,2242,2805,2854,ms
Task Path,:data:photo-identity:kspDebugKotlin,2470,2580,2369,2493,3043,3108,ms
Task Path,:data:playlist-identity:kspDebugKotlin,2499,2677,2380,2574,3010,3521,ms
Task Path,:data:note-identity:compileDebugKotlin,1195,1295,1163,1269,1394,1506,ms
Task Path,:data:podcast-identity:kspDebugKotlin,2269,2427,2225,2368,2935,3096,ms
Task Path,:data:photo-identity:compileDebugKotlin,1317,1337,1248,1279,1606,1556,ms
Task Path,:data:playlist-identity:compileDebugKotlin,1307,1314,1247,1249,1947,1693,ms
Task Path,:data:podcast-identity:compileDebugKotlin,1276,1252,1118,1157,1745,1732,ms
Task Path,:data:post-checkout:kspDebugKotlin,2226,2361,2202,2278,2836,2870,ms
Task Path,:data:post-checkout:compileDebugKotlin,1308,1201,1164,1134,1851,1585,ms
Task Path,:data:profile-checkout:kspDebugKotlin,2619,2602,2663,2545,3107,3056,ms
Task Path,:data:push-checkout:kspDebugKotlin,2383,2416,2411,2334,2785,2798,ms
Task Path,:data:todo-identity:kspDebugKotlin,2316,2444,2284,2290,2927,3030,ms
Task Path,:data:profile-checkout:compileDebugKotlin,1303,1316,1224,1178,1742,1873,ms
Task Path,:data:push-checkout:compileDebugKotlin,1147,1182,1066,1088,1582,1701,ms
Task Path,:data:todo-identity:compileDebugKotlin,1244,1225,1174,1182,1752,1542,ms
Task Path,:data:video-identity:kspDebugKotlin,2350,2388,2209,2307,2895,2963,ms
Task Path,:data:weather-identity:kspDebugKotlin,2456,2442,2393,2403,2919,2861,ms
Task Path,:data:video-identity:compileDebugKotlin,1210,1282,1174,1257,1506,1583,ms
Task Path,:data:weather-identity:compileDebugKotlin,1294,1281,1184,1179,1826,1609,ms
Task Path,:data:article-identity:kspDebugKotlin,2460,2444,2328,2392,2915,2898,ms
Task Path,:data:comment-checkout:kspDebugKotlin,2433,2519,2352,2369,2883,3255,ms
Task Path,:data:forecast-identity:kspDebugKotlin,2424,2442,2231,2332,2992,2995,ms
Task Path,:data:comment-checkout:compileDebugKotlin,1372,1308,1228,1222,2273,1598,ms
Task Path,:data:article-identity:compileDebugKotlin,1328,1364,1293,1277,1545,1789,ms
Task Path,:api:account-checkout:kspDebugKotlin,2508,2543,2452,2400,3033,3066,ms
Task Path,:data:forecast-identity:compileDebugKotlin,1296,1259,1239,1234,1757,1517,ms
Task Path,:api:account-checkout:compileDebugKotlin,1293,1254,1180,1212,1782,1719,ms
Task Path,:data:location-checkout:kspDebugKotlin,2542,2388,2455,2330,3267,2965,ms
Task Path,:data:search-checkout:kspDebugKotlin,2812,2753,2678,2663,3819,3460,ms
Task Path,:data:location-checkout:compileDebugKotlin,1285,1421,1194,1317,1596,1839,ms
Task Path,:data:user-checkout:kspDebugKotlin,2582,2643,2512,2629,3201,3102,ms
Task Path,:data:search-checkout:compileDebugKotlin,1352,1400,1246,1394,1699,1676,ms
Task Path,:data:user-checkout:compileDebugKotlin,1200,1378,1116,1277,1417,2096,ms
Task Path,:api:calendar-checkout:kspDebugKotlin,2084,2298,1994,2137,2687,3027,ms
Task Path,:api:event-checkout:kspDebugKotlin,2213,2296,2132,2178,2657,2977,ms
Task Path,:api:alarm-checkout:kspDebugKotlin,2400,2372,2241,2277,3164,2845,ms
Task Path,:api:analytics-checkout:kspDebugKotlin,2291,2310,2173,2262,2754,2786,ms
Task Path,:api:calendar-checkout:compileDebugKotlin,1136,1191,1113,1125,1413,1565,ms
Task Path,:api:article-checkout:kspDebugKotlin,2328,2388,2265,2350,2719,2810,ms
Task Path,:api:analytics-checkout:compileDebugKotlin,1181,1212,1135,1179,1446,1492,ms
Task Path,:api:alarm-checkout:compileDebugKotlin,1260,1328,1229,1225,1514,1821,ms
Task Path,:api:article-checkout:compileDebugKotlin,1152,1111,1121,1087,1328,1289,ms
Task Path,:api:document-checkout:kspDebugKotlin,2047,2080,1933,1913,2707,2912,ms
Task Path,:api:event-checkout:compileDebugKotlin,1191,1160,1102,1131,1724,1427,ms
Task Path,:api:document-checkout:compileDebugKotlin,1081,1064,1019,1047,1303,1232,ms
Task Path,:api:file-checkout:kspDebugKotlin,2183,2217,2110,2130,2682,2732,ms
Task Path,:api:forecast-checkout:kspDebugKotlin,2306,2398,2182,2302,2759,3051,ms
Task Path,:api:group-checkout:kspDebugKotlin,2340,2398,2210,2309,3089,3139,ms
Task Path,:api:file-checkout:compileDebugKotlin,1232,1264,1154,1179,1833,1673,ms
Task Path,:api:list-checkout:kspDebugKotlin,2127,2175,2027,2089,2697,2829,ms
Task Path,:api:group-checkout:compileDebugKotlin,1066,1169,1054,1081,1287,1602,ms
Task Path,:api:forecast-checkout:compileDebugKotlin,1207,1254,1144,1145,1448,1636,ms
Task Path,:api:list-checkout:compileDebugKotlin,1097,1220,1025,1153,1539,1787,ms
Task Path,:api:log-checkout:kspDebugKotlin,2119,2268,2030,2086,2642,2960,ms
Task Path,:api:log-checkout:compileDebugKotlin,1233,1358,1128,1321,1765,1818,ms
Task Path,:api:map-checkout:kspDebugKotlin,2183,2361,2068,2330,2776,2846,ms
Task Path,:api:message-checkout:kspDebugKotlin,2285,2356,2201,2421,2722,2860,ms
Task Path,:api:metric-checkout:kspDebugKotlin,2331,2267,2222,2238,2864,2692,ms
Task Path,:api:map-checkout:compileDebugKotlin,1259,1252,1172,1178,1757,1744,ms
Task Path,:api:message-checkout:compileDebugKotlin,1246,1180,1185,1120,1728,1470,ms
Task Path,:api:metric-checkout:compileDebugKotlin,1235,1235,1162,1208,1719,1518,ms
Task Path,:api:news-checkout:kspDebugKotlin,2351,2261,2350,2169,2989,2771,ms
Task Path,:api:news-checkout:compileDebugKotlin,1188,1222,1141,1177,1481,1531,ms
Task Path,:api:note-checkout:kspDebugKotlin,2253,2294,2217,2114,2726,3095,ms
Task Path,:api:notification-checkout:kspDebugKotlin,2250,2338,2152,2186,2701,3046,ms
Task Path,:api:podcast-checkout:kspDebugKotlin,2200,2271,2143,2175,2736,3126,ms
Task Path,:api:note-checkout:compileDebugKotlin,1172,1231,1137,1172,1394,1599,ms
Task Path,:api:report-checkout:kspDebugKotlin,2350,2328,2277,2283,2874,2813,ms
Task Path,:api:notification-checkout:compileDebugKotlin,1156,1200,1152,1141,1403,1480,ms
Task Path,:api:podcast-checkout:compileDebugKotlin,1160,1113,1114,1079,1398,1405,ms
Task Path,:api:report-checkout:compileDebugKotlin,1213,1255,1147,1154,1669,1793,ms
Task Path,:api:session-checkout:kspDebugKotlin,2277,2131,2173,2105,2779,2673,ms
Task Path,:api:setting-checkout:kspDebugKotlin,2489,2467,2319,2277,3064,3197,ms
Task Path,:api:share-checkout:kspDebugKotlin,2455,2364,2302,2269,3313,2968,ms
Task Path,:api:session-checkout:compileDebugKotlin,1236,1186,1117,1074,2077,1767,ms
Task Path,:api:status-checkout:kspDebugKotlin,2305,2214,2127,2138,3395,2811,ms
Task Path,:api:setting-checkout:compileDebugKotlin,1271,1195,1183,1157,1581,1526,ms
Task Path,:api:share-checkout:compileDebugKotlin,1239,1248,1215,1123,1648,1817,ms
Task Path,:api:status-checkout:compileDebugKotlin,1258,1228,1146,1100,1849,1729,ms
Task Path,:api:sync-checkout:kspDebugKotlin,2228,2270,2119,2188,2768,2857,ms
Task Path,:api:sync-checkout:compileDebugKotlin,1200,1149,1083,1081,1692,1415,ms
Task Path,:api:task-checkout:kspDebugKotlin,2423,2356,2352,2328,2882,2752,ms
Task Path,:api:timer-checkout:kspDebugKotlin,2525,2438,2374,2375,3365,2952,ms
Task Path,:api:todo-checkout:kspDebugKotlin,2297,2404,2246,2252,2762,3029,ms
Task Path,:api:task-checkout:compileDebugKotlin,1193,1267,1163,1147,1415,1883,ms
Task Path,:api:todo-checkout:compileDebugKotlin,1257,1323,1181,1269,1583,1682,ms
Task Path,:api:timer-checkout:compileDebugKotlin,1163,1287,1137,1218,1443,1752,ms
Task Path,:api:video-checkout:kspDebugKotlin,2394,2490,2266,2409,3099,3034,ms
Task Path,:api:video-checkout:compileDebugKotlin,1201,1301,1167,1205,1603,1635,ms
Task Path,:api:weather-checkout:kspDebugKotlin,2113,2179,2028,2109,2591,2754,ms
Task Path,:app:app:mergeDebugResources,3500,3566,3432,3479,4013,4362,ms
Task Path,:app:app:processDebugResources,2137,2127,2108,2107,2400,2291,ms
Task Path,:presentation:feed-cart:kspDebugKotlin,2398,2357,2220,2275,3087,2762,ms
Task Path,:presentation:group-cart:kspDebugKotlin,2508,2469,2337,2407,3367,2915,ms
Task Path,:presentation:network-cart:kspDebugKotlin,2420,2470,2257,2420,3177,2830,ms
Task Path,:presentation:feed-cart:compileDebugKotlin,1195,1202,1143,1123,1646,1722,ms
Task Path,:presentation:group-cart:compileDebugKotlin,1319,1342,1259,1289,1596,1724,ms
Task Path,:presentation:analytics-cart:kspDebugKotlin,2637,2654,2469,2556,3421,3092,ms
Task Path,:presentation:network-cart:compileDebugKotlin,1286,1264,1248,1275,1470,1502,ms
Task Path,:presentation:analytics-cart:compileDebugKotlin,1267,1352,1198,1278,1802,1915,ms
Task Path,:presentation:audio-checkout:kspDebugKotlin,2406,2451,2327,2362,3025,3048,ms
Task Path,:ui:alarm-cart:kspDebugKotlin,2514,2580,2477,2501,3018,3150,ms
Task Path,:presentation:cart-cart:kspDebugKotlin,2320,2513,2271,2569,2776,2983,ms
Task Path,:ui:alarm-cart:compileDebugKotlin,1210,1244,1109,1126,1682,1793,ms
Task Path,:presentation:cart-cart:compileDebugKotlin,1203,1249,1141,1170,1610,1432,ms
Task Path,:presentation:comment-cart:kspDebugKotlin,2338,2416,2214,2249,2823,2861,ms
Task Path,:presentation:comment-cart:compileDebugKotlin,1137,1113,1100,1119,1488,1325,ms
Task Path,:presentation:location-cart:kspDebugKotlin,2260,2307,2174,2177,2731,2816,ms
Task Path,:presentation:log-cart:kspDebugKotlin,2284,2357,2181,2312,2860,2722,ms
Task Path,:presentation:message-cart:kspDebugKotlin,2297,2372,2137,2291,2775,2835,ms
Task Path,:presentation:log-cart:compileDebugKotlin,1214,1196,1133,1153,1668,1358,ms
Task Path,:presentation:location-cart:compileDebugKotlin,1151,1253,1086,1135,1366,1933,ms
Task Path,:presentation:message-cart:compileDebugKotlin,1213,1223,1171,1137,1663,1777,ms
Task Path,:presentation:photo-checkout:kspDebugKotlin,2397,2416,2265,2289,2882,2958,ms
Task Path,:presentation:photo-checkout:compileDebugKotlin,1270,1162,1144,1074,1819,1495,ms
Task Path,:presentation:search-cart:kspDebugKotlin,2354,2288,2313,2250,2873,2812,ms
Task Path,:presentation:setting-cart:kspDebugKotlin,2290,2293,2313,2249,2613,2668,ms
Task Path,:presentation:post-cart:kspDebugKotlin,2624,2469,2657,2330,3134,3237,ms
Task Path,:presentation:search-cart:compileDebugKotlin,1272,1189,1204,1121,1690,1444,ms
Task Path,:presentation:setting-cart:compileDebugKotlin,1243,1198,1207,1134,1702,1665,ms
Task Path,:presentation:post-cart:compileDebugKotlin,1227,1244,1189,1215,1458,1570,ms
Task Path,:presentation:share-cart:kspDebugKotlin,2480,2446,2418,2313,2873,2998,ms
Task Path,:presentation:share-cart:compileDebugKotlin,1197,1282,1182,1192,1459,1841,ms
Task Path,:presentation:sync-cart:kspDebugKotlin,2635,2667,2587,2568,3075,3220,ms
Task Path,:presentation:login-cart:kspDebugKotlin,2639,2613,2603,2585,3171,3140,ms
Task Path,:presentation:notification-cart:kspDebugKotlin,2666,2507,2540,2469,3220,2819,ms
Task Path,:presentation:sync-cart:compileDebugKotlin,1248,1224,1213,1200,1443,1564,ms
Task Path,:presentation:playlist-checkout:kspDebugKotlin,2581,2444,2433,2407,3379,3079,ms
Task Path,:presentation:login-cart:compileDebugKotlin,1318,1338,1188,1264,2021,1789,ms
Task Path,:presentation:notification-cart:compileDebugKotlin,1271,1248,1167,1145,1955,1675,ms
Task Path,:presentation:playlist-checkout:compileDebugKotlin,1207,1239,1173,1132,1386,1702,ms
Task Path,:ui:article-cart:kspDebugKotlin,2357,2341,2259,2346,3311,2836,ms
Task Path,:presentation:checkout-cart:kspDebugKotlin,2286,2337,2123,2193,2973,2928,ms
Task Path,:presentation:user-cart:kspDebugKotlin,2510,2478,2516,2328,3020,2964,ms
Task Path,:ui:article-cart:compileDebugKotlin,1083,1131,1064,1112,1308,1325,ms
Task Path,:presentation:checkout-cart:compileDebugKotlin,1193,1160,1068,1073,1740,1501,ms
Task Path,:presentation:user-cart:compileDebugKotlin,1324,1318,1234,1178,1907,1980,ms
Task Path,:presentation:gallery-checkout:kspDebugKotlin,2313,2401,2093,2216,3119,3062,ms
Task Path,:presentation:identity-cart:kspDebugKotlin,2257,2338,2095,2287,2959,2813,ms
Task Path,:presentation:gallery-checkout:compileDebugKotlin,1162,1134,1092,1087,1520,1422,ms
Task Path,:presentation:identity-cart:compileDebugKotlin,1194,1170,1139,1129,1614,1414,ms
Task Path,:presentation:media-checkout:kspDebugKotlin,2287,2429,2149,2295,2855,3096,ms
Task Path,:ui:audio-cart:kspDebugKotlin,2262,2383,2154,2364,2827,2886,ms
Task Path,:presentation:media-checkout:compileDebugKotlin,1191,1281,1144,1171,1660,1891,ms
Task Path,:ui:audio-cart:compileDebugKotlin,1190,1189,1133,1125,1643,1474,ms
Task Path,:presentation:profile-cart:kspDebugKotlin,2344,2444,2268,2336,2753,3051,ms
Task Path,:presentation:report-cart:kspDebugKotlin,2419,2491,2302,2307,2953,3261,ms
Task Path,:presentation:profile-cart:compileDebugKotlin,1225,1335,1113,1198,1704,2057,ms
Task Path,:presentation:report-cart:compileDebugKotlin,1113,1186,1061,1099,1382,1591,ms
Task Path,:presentation:account-cart:kspDebugKotlin,2252,2352,2144,2233,2923,3054,ms
Task Path,:presentation:contact-cart:kspDebugKotlin,2328,2337,2223,2232,2813,2888,ms
Task Path,:presentation:account-cart:compileDebugKotlin,1208,1199,1112,1120,1595,1651,ms
Task Path,:presentation:contact-cart:compileDebugKotlin,1251,1306,1120,1184,1724,1808,ms
Task Path,:presentation:push-cart:kspDebugKotlin,2352,2433,2244,2481,2918,2976,ms
Task Path,:ui:calendar-cart:kspDebugKotlin,2383,2405,2304,2446,2951,2750,ms
Task Path,:ui:calendar-cart:compileDebugKotlin,1215,1279,1122,1209,1687,1985,ms
Task Path,:presentation:push-cart:compileDebugKotlin,1247,1209,1161,1160,1788,1451,ms
Task Path,:presentation:session-cart:kspDebugKotlin,2323,2406,2253,2285,2989,3287,ms
Task Path,:ui:event-cart:kspDebugKotlin,2370,2317,2251,2218,2929,2949,ms
Task Path,:ui:login-user:kspDebugKotlin,2308,2324,2151,2214,3088,2978,ms
Task Path,:presentation:session-cart:compileDebugKotlin,1181,1168,1051,1023,1757,1694,ms
Task Path,:ui:event-cart:compileDebugKotlin,1100,1135,1059,1050,1223,1655,ms
Task Path,:ui:forecast-cart:kspDebugKotlin,2329,2392,2169,2287,2779,3180,ms
Task Path,:ui:login-user:compileDebugKotlin,1300,1277,1317,1207,1792,1804,ms
Task Path,:ui:cart-user:kspDebugKotlin,2532,2505,2502,2475,3338,2869,ms
Task Path,:ui:checkout-user:kspDebugKotlin,2344,2337,2347,2317,2996,2792,ms
Task Path,:ui:document-cart:kspDebugKotlin,2415,2480,2359,2535,2915,2927,ms
Task Path,:ui:contact-user:kspDebugKotlin,2666,2706,2575,2774,3282,3116,ms
Task Path,:ui:cart-user:compileDebugKotlin,1292,1351,1221,1247,1710,1757,ms
Task Path,:ui:checkout-user:compileDebugKotlin,1225,1262,1148,1180,1626,1645,ms
Task Path,:ui:contact-user:compileDebugKotlin,1204,1170,1121,1130,1677,1392,ms
Task Path,:ui:document-cart:compileDebugKotlin,1092,1062,1009,1018,1407,1339,ms
Task Path,:ui:forecast-cart:compileDebugKotlin,1070,1193,1020,1110,1352,1593,ms
Task Path,:ui:file-cart:kspDebugKotlin,2109,2060,2018,2056,2731,2489,ms
Task Path,:ui:gallery-cart:kspDebugKotlin,2389,2409,2308,2458,3068,2908,ms
Task Path,:ui:identity-user:kspDebugKotlin,2476,2507,2483,2550,3142,3137,ms
Task Path,:ui:file-cart:compileDebugKotlin,1106,1206,1073,1066,1327,1736,ms
Task Path,:ui:gallery-cart:compileDebugKotlin,1374,1428,1233,1345,1909,1898,ms
Task Path,:ui:list-cart:kspDebugKotlin,2617,2631,2708,2617,3100,3388,ms
Task Path,:ui:identity-user:compileDebugKotlin,1420,1388,1279,1343,2062,1909,ms
Task Path,:ui:list-cart:compileDebugKotlin,1189,1085,1114,996,1727,1597,ms
Task Path,:ui:map-cart:kspDebugKotlin,1961,2069,1911,1893,2579,2754,ms
Task Path,:ui:media-cart:kspDebugKotlin,2611,2453,2677,2414,3246,2913,ms
Task Path,:ui:metric-cart:kspDebugKotlin,2733,2673,2789,2778,3379,2987,ms
Task Path,:ui:map-cart:compileDebugKotlin,1310,1263,1164,1109,1785,1791,ms
Task Path,:ui:news-cart:kspDebugKotlin,2599,2508,2638,2585,3187,3150,ms
Task Path,:ui:media-cart:compileDebugKotlin,1303,1366,1208,1270,1778,1863,ms
Task Path,:ui:metric-cart:compileDebugKotlin,1172,1217,1123,1145,1466,1538,ms
Task Path,:ui:news-cart:compileDebugKotlin,1128,1181,1052,1059,1522,1733,ms
Task Path,:ui:note-cart:kspDebugKotlin,2462,2512,2488,2394,3212,3179,ms
Task Path,:ui:photo-cart:kspDebugKotlin,2549,2587,2591,2534,2830,3219,ms
Task Path,:ui:playlist-cart:kspDebugKotlin,2577,2663,2564,2668,2872,3407,ms
Task Path,:ui:note-cart:compileDebugKotlin,1207,1375,1118,1246,1750,1859,ms
Task Path,:ui:podcast-cart:kspDebugKotlin,2741,2821,2722,2787,3103,3632,ms
Task Path,:ui:photo-cart:compileDebugKotlin,1175,1210,1111,1127,1379,1509,ms
Task Path,:ui:playlist-cart:compileDebugKotlin,1093,1211,1070,1158,1254,1461,ms
Task Path,:ui:podcast-cart:compileDebugKotlin,1177,1292,1150,1219,1558,1688,ms
Task Path,:ui:push-user:kspDebugKotlin,2416,2483,2437,2474,2863,3067,ms
Task Path,:ui:status-cart:kspDebugKotlin,2556,2708,2500,2597,3042,3316,ms
Task Path,:ui:task-cart:kspDebugKotlin,2589,2592,2536,2518,2985,3237,ms
Task Path,:ui:push-user:compileDebugKotlin,1258,1222,1247,1092,1593,1713,ms
Task Path,:ui:timer-cart:kspDebugKotlin,2475,2549,2514,2501,2764,3201,ms
Task Path,:ui:status-cart:compileDebugKotlin,1541,1409,1686,1305,1947,1878,ms
Task Path,:ui:task-cart:compileDebugKotlin,1653,1659,1735,1755,1971,2103,ms
Task Path,:ui:timer-cart:compileDebugKotlin,1659,1618,1678,1688,1908,2048,ms
Task Path,:ui:todo-cart:kspDebugKotlin,2733,2752,2809,2718,3357,3446,ms
Task Path,:ui:todo-cart:compileDebugKotlin,1476,1539,1260,1307,2377,2346,ms
Task Path,:ui:video-cart:kspDebugKotlin,2607,2493,2576,2470,3414,3053,ms
Task Path,:ui:weather-cart:kspDebugKotlin,2872,2979,2933,3036,3667,3686,ms
Task Path,:ui:video-cart:compileDebugKotlin,1493,1640,1225,1752,2264,2258,ms
Task Path,:ui:weather-cart:compileDebugKotlin,1274,1162,1074,1085,2291,1779,ms
Task Path,:app:app:kspDebugKotlin,2122,1898,2204,1794,2880,2527,ms
Task Path,:app:app:compileDebugKotlin,1973,1858,1919,1994,2479,2370,ms
Task Path,:app:app:mergeExtDexDebug,8906,9333,8803,9403,9902,10475,ms
Task Path,:app:app:hiltJavaCompileDebug,12350,12099,12415,12188,13809,13517,ms
Task Path,:app:app:dexBuilderDebug,1087,1178,1030,1173,1330,1420,ms
