Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_k2_kotlin_2.1.21 Mean,varianta_kotlin_2.1.21 P50,variantb_k2_kotlin_2.1.21 P50,varianta_kotlin_2.1.21 P90,variantb_k2_kotlin_2.1.21 P90,Unit
:layer_1:module_1_81:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,33.72,34.7,32,25,49,57,ms
:layer_1:module_1_81:compileDebugKotlin,Run compilation in Gradle worker,1937.52,2134.42,1868,2117,2338,2557,ms
:layer_1:module_1_81:compileDebugKotlin,Total Gradle task time,2032.2,2277.08,1957,2248,2422,2747,ms
:layer_1:module_1_81:compileDebugKotlin,Calculate output size,1.42,1.5,1,1,3,4,ms
:layer_1:module_1_81:compileDebugKotlin,Update caches,5.94,6.96,5,6,11,12,ms
:layer_1:module_1_81:compileDebugKotlin,Compiler initialization time,51.46,63.32,52,52,77,88,ms
:layer_1:module_1_81:compileDebugKotlin,Connect to Kotlin daemon,17.22,16.48,7,9,15,15,ms
:layer_1:module_1_81:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.96,33.2,31,24,45,56,ms
:layer_1:module_1_81:compileDebugKotlin,Compiler IR generation,189.02,210.98,169,169,243,292,ms
:layer_1:module_1_81:compileDebugKotlin,Compiler IR translation,1526.8,1676.44,1486,1635,1936,2215,ms
:layer_1:module_1_81:compileDebugKotlin,Spent time before task action,30.4,64.88,31,63,42,102,ms
:layer_1:module_1_81:compileDebugKotlin,Sources compilation round,1798.02,1972.24,1729,1943,2204,2419,ms
:layer_1:module_1_81:compileDebugKotlin,Compiler code generation,467.6,498.34,438,457,609,712,ms
:layer_1:module_1_81:compileDebugKotlin,Task action before worker execution,13.78,21.04,12,17,23,28,ms
:layer_1:module_1_81:compileDebugKotlin,Load current classpath snapshot,4.84,4.34,4,3,8,8,ms
:layer_1:module_1_81:compileDebugKotlin,Incremental compilation in daemon,1899.68,2090.88,1839,2079,2278,2514,ms
:layer_1:module_1_81:compileDebugKotlin,Compiler IR lowering line number,451,451,451,451,451,451,
:layer_1:module_1_81:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_81:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_81:compileDebugKotlin,Size of classpath snapshot,7.0,7.0,7,7,7,7,MB
:layer_1:module_1_81:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_81:compileDebugKotlin,Size of shrunk classpath snapshot,26.2,26.2,26,26,26,26,KB
:layer_1:module_1_81:compileDebugKotlin,Number of lines analyzed,451,451,451,451,451,451,
:layer_1:module_1_81:compileDebugKotlin,Total size of the cache directory,579.3,579.3,579,579,579,579,KB
:layer_1:module_1_81:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_81:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_81:compileDebugKotlin,Number of lines for code generation,451,451,451,451,451,451,
:layer_1:module_1_81:compileDebugKotlin,Compiler IR translation line number,902,902,902,902,902,902,
:layer_1:module_1_81:compileDebugKotlin,Analysis lines per second,935,845,934,820,1294,1078,
:layer_1:module_1_81:compileDebugKotlin,Code generation lines per second,1032,996,1031,988,1349,1383,
:layer_1:module_1_81:compileDebugKotlin,Number of classpath entries,117,117,117,117,117,117,
:layer_1:module_1_81:compileDebugKotlin,Compiler IR generation line number,451,451,451,451,451,451,
:layer_1:module_1_81:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,116,116,116,116,116,116,
:layer_1:module_1_81:compileDebugKotlin,Clear jar cache,2.18,1.97,1,1,5,4,ms
:layer_1:module_1_81:compileDebugKotlin,Start gradle worker,2.04,1.74,1,1,4,4,ms
:layer_1:module_1_81:compileDebugKotlin,Save shrunk current classpath snapshot,2.6,3.0,3,3,3,3,ms
:layer_1:module_1_81:compileDebugKotlin,Clear output,1.0,3.0,1,3,1,3,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler IR lowering,316.34,289.24,290,270,471,407,ms
:layer_1:module_1_82:compileDebugKotlin,Run compilation,2007.02,2091.24,1985,2156,2387,2546,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler code analysis,521.5,557.88,503,530,703,775,ms
:layer_1:module_1_82:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.64,53.98,34,40,59,86,ms
:layer_1:module_1_82:compileDebugKotlin,Run compilation in Gradle worker,2031.48,2104.0,1998,2167,2438,2557,ms
:layer_1:module_1_82:compileDebugKotlin,Total Gradle task time,2141.82,2245.62,2120,2298,2536,2743,ms
:layer_1:module_1_82:compileDebugKotlin,Calculate output size,2.0,1.72,1,1,4,4,ms
:layer_1:module_1_82:compileDebugKotlin,Update caches,6.02,6.98,5,6,10,12,ms
:layer_1:module_1_82:compileDebugKotlin,Start gradle worker,1.63,1.7,1,1,3,4,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler initialization time,54.76,47.24,48,42,76,68,ms
:layer_1:module_1_82:compileDebugKotlin,Connect to Kotlin daemon,20.5,9.46,7,6,17,17,ms
:layer_1:module_1_82:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.96,52.08,32,39,58,85,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler IR generation,199.92,209.24,181,188,297,310,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler IR translation,1573.98,1645.08,1530,1566,1854,2032,ms
:layer_1:module_1_82:compileDebugKotlin,Clear jar cache,2.69,1.67,2,1,6,4,ms
:layer_1:module_1_82:compileDebugKotlin,Spent time before task action,39.02,61.42,32,56,57,92,ms
:layer_1:module_1_82:compileDebugKotlin,Sources compilation round,1883.76,1931.46,1871,1923,2218,2354,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler code generation,516.8,499.08,511,489,694,663,ms
:layer_1:module_1_82:compileDebugKotlin,Task action before worker execution,15.9,17.94,13,15,27,34,ms
:layer_1:module_1_82:compileDebugKotlin,Load current classpath snapshot,7.26,6.82,6,7,13,11,ms
:layer_1:module_1_82:compileDebugKotlin,Incremental compilation in daemon,1989.08,2077.46,1974,2142,2370,2531,ms
:layer_1:module_1_82:compileDebugKotlin,Compiler IR lowering line number,490,490,490,490,490,490,
:layer_1:module_1_82:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_82:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_82:compileDebugKotlin,Size of classpath snapshot,8.6,8.6,9,9,9,9,MB
:layer_1:module_1_82:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_82:compileDebugKotlin,Size of shrunk classpath snapshot,29.3,29.3,29,29,29,29,KB
:layer_1:module_1_82:compileDebugKotlin,Number of lines analyzed,490,490,490,490,490,490,
:layer_1:module_1_82:compileDebugKotlin,Total size of the cache directory,583.5,583.5,584,584,584,584,KB
:layer_1:module_1_82:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_82:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_82:compileDebugKotlin,Number of lines for code generation,490,490,490,490,490,490,
:layer_1:module_1_82:compileDebugKotlin,Compiler IR translation line number,980,980,980,980,980,980,
:layer_1:module_1_82:compileDebugKotlin,Analysis lines per second,976,944,975,925,1207,1320,
:layer_1:module_1_82:compileDebugKotlin,Code generation lines per second,998,1029,959,1003,1313,1318,
:layer_1:module_1_82:compileDebugKotlin,Number of classpath entries,137,137,137,137,137,137,
:layer_1:module_1_82:compileDebugKotlin,Compiler IR generation line number,490,490,490,490,490,490,
:layer_1:module_1_82:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,136,136,136,136,136,136,
:layer_1:module_1_82:compileDebugKotlin,Save shrunk current classpath snapshot,2.8,2.17,3,1,4,6,ms
:layer_1:module_1_82:compileDebugKotlin,Clear output,2.0,2.25,2,2,3,4,ms
:layer_1:module_1_82:compileDebugKotlin,Write history file,2.5,,3,,3,,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler IR lowering,302.92,301.48,289,283,420,437,ms
:layer_1:module_1_83:compileDebugKotlin,Run compilation,1940.8,2049.98,1920,2020,2320,2489,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler code analysis,499.8,529.86,478,473,625,750,ms
:layer_1:module_1_83:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.54,36.88,27,29,60,56,ms
:layer_1:module_1_83:compileDebugKotlin,Run compilation in Gradle worker,1953.44,2067.54,1931,2037,2331,2504,ms
:layer_1:module_1_83:compileDebugKotlin,Total Gradle task time,2064.92,2218.76,2027,2183,2449,2789,ms
:layer_1:module_1_83:compileDebugKotlin,Calculate output size,1.74,1.6,1,1,4,4,ms
:layer_1:module_1_83:compileDebugKotlin,Update caches,5.92,6.68,5,5,10,13,ms
:layer_1:module_1_83:compileDebugKotlin,Start gradle worker,1.94,1.7,1,1,5,3,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler initialization time,49.84,43.58,48,40,84,77,ms
:layer_1:module_1_83:compileDebugKotlin,Connect to Kotlin daemon,8.84,14.38,8,8,15,18,ms
:layer_1:module_1_83:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,35.76,35.36,26,28,59,54,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler IR generation,196.0,216.78,190,187,249,353,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler IR translation,1516.98,1627.34,1522,1582,1920,2008,ms
:layer_1:module_1_83:compileDebugKotlin,Clear jar cache,2.21,1.68,2,1,4,3,ms
:layer_1:module_1_83:compileDebugKotlin,Spent time before task action,39.96,69.24,40,61,64,101,ms
:layer_1:module_1_83:compileDebugKotlin,Sources compilation round,1811.26,1910.42,1807,1868,2173,2339,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler code generation,499.34,518.68,484,477,639,760,ms
:layer_1:module_1_83:compileDebugKotlin,Task action before worker execution,17.16,21.32,18,19,28,28,ms
:layer_1:module_1_83:compileDebugKotlin,Load current classpath snapshot,6.46,5.96,4,5,11,9,ms
:layer_1:module_1_83:compileDebugKotlin,Incremental compilation in daemon,1925.34,2023.12,1906,1997,2306,2466,ms
:layer_1:module_1_83:compileDebugKotlin,Compiler IR lowering line number,480,480,480,480,480,480,
:layer_1:module_1_83:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_83:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_83:compileDebugKotlin,Size of classpath snapshot,7.4,7.4,7,7,7,7,MB
:layer_1:module_1_83:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_83:compileDebugKotlin,Size of shrunk classpath snapshot,26.0,26.0,26,26,26,26,KB
:layer_1:module_1_83:compileDebugKotlin,Number of lines analyzed,480,480,480,480,480,480,
:layer_1:module_1_83:compileDebugKotlin,Total size of the cache directory,582.7,582.7,583,583,583,583,KB
:layer_1:module_1_83:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_83:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_83:compileDebugKotlin,Number of lines for code generation,480,480,480,480,480,480,
:layer_1:module_1_83:compileDebugKotlin,Compiler IR translation line number,960,960,960,960,960,960,
:layer_1:module_1_83:compileDebugKotlin,Analysis lines per second,1005,971,1004,1016,1286,1372,
:layer_1:module_1_83:compileDebugKotlin,Code generation lines per second,1001,997,991,1006,1261,1366,
:layer_1:module_1_83:compileDebugKotlin,Number of classpath entries,122,122,122,122,122,122,
:layer_1:module_1_83:compileDebugKotlin,Compiler IR generation line number,480,480,480,480,480,480,
:layer_1:module_1_83:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,121,121,121,121,121,121,
:layer_1:module_1_83:compileDebugKotlin,Save shrunk current classpath snapshot,5.33,2.0,6,1,7,4,ms
:layer_1:module_1_83:compileDebugKotlin,Clear output,2.0,2.0,2,2,3,3,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler IR lowering,307.14,276.84,263,244,463,413,ms
:layer_1:module_1_84:compileDebugKotlin,Run compilation,1936.38,1966.0,1878,1900,2323,2440,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler code analysis,489.7,511.06,488,467,591,726,ms
:layer_1:module_1_84:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.06,47.6,32,42,58,64,ms
:layer_1:module_1_84:compileDebugKotlin,Run compilation in Gradle worker,1950.46,1985.72,1893,1959,2331,2446,ms
:layer_1:module_1_84:compileDebugKotlin,Total Gradle task time,2060.02,2119.04,2003,2063,2471,2581,ms
:layer_1:module_1_84:compileDebugKotlin,Calculate output size,1.48,1.66,1,1,4,4,ms
:layer_1:module_1_84:compileDebugKotlin,Update caches,5.2,6.62,4,6,9,10,ms
:layer_1:module_1_84:compileDebugKotlin,Start gradle worker,1.63,1.93,1,1,4,4,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler initialization time,60.98,50.96,63,44,85,77,ms
:layer_1:module_1_84:compileDebugKotlin,Connect to Kotlin daemon,10.06,15.68,8,9,14,15,ms
:layer_1:module_1_84:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.2,45.3,31,41,57,61,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler IR generation,196.7,197.92,172,166,240,276,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler IR translation,1502.76,1544.82,1453,1454,1734,1865,ms
:layer_1:module_1_84:compileDebugKotlin,Clear jar cache,1.73,1.81,1,1,4,4,ms
:layer_1:module_1_84:compileDebugKotlin,Spent time before task action,41.92,65.46,39,63,64,87,ms
:layer_1:module_1_84:compileDebugKotlin,Sources compilation round,1810.62,1814.42,1731,1776,2240,2174,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler code generation,504.32,475.12,472,461,642,674,ms
:layer_1:module_1_84:compileDebugKotlin,Task action before worker execution,16.0,19.04,14,18,28,31,ms
:layer_1:module_1_84:compileDebugKotlin,Load current classpath snapshot,6.14,6.78,5,7,10,10,ms
:layer_1:module_1_84:compileDebugKotlin,Incremental compilation in daemon,1921.16,1939.84,1862,1884,2315,2426,ms
:layer_1:module_1_84:compileDebugKotlin,Compiler IR lowering line number,556,556,556,556,556,556,
:layer_1:module_1_84:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_84:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_84:compileDebugKotlin,Size of classpath snapshot,9.0,9.0,9,9,9,9,MB
:layer_1:module_1_84:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_84:compileDebugKotlin,Size of shrunk classpath snapshot,36.4,36.4,36,36,36,36,KB
:layer_1:module_1_84:compileDebugKotlin,Number of lines analyzed,556,556,556,556,556,556,
:layer_1:module_1_84:compileDebugKotlin,Total size of the cache directory,592.1,592.1,592,592,592,592,KB
:layer_1:module_1_84:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_84:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_84:compileDebugKotlin,Number of lines for code generation,556,556,556,556,556,556,
:layer_1:module_1_84:compileDebugKotlin,Compiler IR translation line number,1112,1112,1112,1112,1112,1112,
:layer_1:module_1_84:compileDebugKotlin,Analysis lines per second,1176,1147,1139,1192,1486,1494,
:layer_1:module_1_84:compileDebugKotlin,Code generation lines per second,1209,1260,1179,1208,1629,1786,
:layer_1:module_1_84:compileDebugKotlin,Number of classpath entries,141,141,141,141,141,141,
:layer_1:module_1_84:compileDebugKotlin,Compiler IR generation line number,556,556,556,556,556,556,
:layer_1:module_1_84:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,140,140,140,140,140,140,
:layer_1:module_1_84:compileDebugKotlin,Save shrunk current classpath snapshot,1.9,1.86,2,2,3,3,ms
:layer_1:module_1_84:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler IR lowering,298.92,265.6,283,253,429,390,ms
:layer_1:module_1_85:compileDebugKotlin,Run compilation,1954.58,1947.2,1913,1901,2340,2384,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler code analysis,520.96,541.24,500,549,615,691,ms
:layer_1:module_1_85:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.6,39.16,39,36,66,55,ms
:layer_1:module_1_85:compileDebugKotlin,Run compilation in Gradle worker,1965.82,1967.66,1927,1920,2353,2406,ms
:layer_1:module_1_85:compileDebugKotlin,Total Gradle task time,2071.58,2106.12,2029,2084,2514,2555,ms
:layer_1:module_1_85:compileDebugKotlin,Calculate output size,1.52,1.62,1,1,4,4,ms
:layer_1:module_1_85:compileDebugKotlin,Update caches,6.48,8.38,6,6,10,11,ms
:layer_1:module_1_85:compileDebugKotlin,Start gradle worker,1.73,6.02,1,1,4,4,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler initialization time,49.86,43.24,51,40,72,58,ms
:layer_1:module_1_85:compileDebugKotlin,Connect to Kotlin daemon,7.34,17.82,7,10,12,18,ms
:layer_1:module_1_85:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,39.82,37.44,37,35,62,53,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler IR generation,181.12,183.36,169,172,234,286,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler IR translation,1547.12,1535.16,1453,1489,2059,1792,ms
:layer_1:module_1_85:compileDebugKotlin,Clear jar cache,2.07,1.5,1,1,4,4,ms
:layer_1:module_1_85:compileDebugKotlin,Spent time before task action,35.94,60.44,32,58,52,83,ms
:layer_1:module_1_85:compileDebugKotlin,Sources compilation round,1828.38,1806.86,1757,1764,2201,2194,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler code generation,480.68,449.52,457,421,632,601,ms
:layer_1:module_1_85:compileDebugKotlin,Task action before worker execution,14.5,28.12,11,20,24,28,ms
:layer_1:module_1_85:compileDebugKotlin,Load current classpath snapshot,6.96,6.44,7,5,11,10,ms
:layer_1:module_1_85:compileDebugKotlin,Incremental compilation in daemon,1940.46,1921.6,1898,1884,2314,2359,ms
:layer_1:module_1_85:compileDebugKotlin,Compiler IR lowering line number,484,484,484,484,484,484,
:layer_1:module_1_85:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_85:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_85:compileDebugKotlin,Size of classpath snapshot,7.7,7.7,8,8,8,8,MB
:layer_1:module_1_85:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_85:compileDebugKotlin,Size of shrunk classpath snapshot,27.5,27.5,28,28,28,28,KB
:layer_1:module_1_85:compileDebugKotlin,Number of lines analyzed,484,484,484,484,484,484,
:layer_1:module_1_85:compileDebugKotlin,Total size of the cache directory,580.1,580.1,580,580,580,580,KB
:layer_1:module_1_85:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_85:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_85:compileDebugKotlin,Number of lines for code generation,484,484,484,484,484,484,
:layer_1:module_1_85:compileDebugKotlin,Compiler IR translation line number,968,968,968,968,968,968,
:layer_1:module_1_85:compileDebugKotlin,Analysis lines per second,978,933,968,882,1282,1287,
:layer_1:module_1_85:compileDebugKotlin,Code generation lines per second,1051,1140,1059,1149,1335,1484,
:layer_1:module_1_85:compileDebugKotlin,Number of classpath entries,125,125,125,125,125,125,
:layer_1:module_1_85:compileDebugKotlin,Compiler IR generation line number,484,484,484,484,484,484,
:layer_1:module_1_85:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,124,124,124,124,124,124,
:layer_1:module_1_85:compileDebugKotlin,Save shrunk current classpath snapshot,3.25,2.43,3,2,4,4,ms
:layer_1:module_1_85:compileDebugKotlin,Clear output,1.0,2.0,1,2,1,3,ms
:layer_1:module_1_85:compileDebugKotlin,Store build info,2.0,1.0,2,1,2,1,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler IR lowering,287.78,302.82,266,276,423,497,ms
:layer_1:module_1_86:compileDebugKotlin,Run compilation,2053.84,2001.5,2013,2009,2382,2243,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler code analysis,505.04,536.42,484,528,667,698,ms
:layer_1:module_1_86:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,35.74,47.1,30,45,54,66,ms
:layer_1:module_1_86:compileDebugKotlin,Run compilation in Gradle worker,2073.06,2015.14,2029,2030,2424,2251,ms
:layer_1:module_1_86:compileDebugKotlin,Total Gradle task time,2182.12,2146.86,2152,2151,2548,2396,ms
:layer_1:module_1_86:compileDebugKotlin,Calculate output size,1.56,1.9,1,1,4,4,ms
:layer_1:module_1_86:compileDebugKotlin,Update caches,5.42,6.52,4,6,10,11,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler initialization time,70.7,47.16,47,43,80,65,ms
:layer_1:module_1_86:compileDebugKotlin,Connect to Kotlin daemon,15.28,10.26,8,8,12,14,ms
:layer_1:module_1_86:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.14,45.3,29,42,53,63,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler IR generation,208.2,180.04,198,171,313,246,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler IR translation,1668.7,1546.28,1589,1475,2182,1917,ms
:layer_1:module_1_86:compileDebugKotlin,Spent time before task action,37.1,55.9,35,50,58,88,ms
:layer_1:module_1_86:compileDebugKotlin,Sources compilation round,1910.74,1845.66,1864,1834,2232,2105,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler code generation,496.44,483.5,471,452,640,642,ms
:layer_1:module_1_86:compileDebugKotlin,Task action before worker execution,15.22,16.72,13,15,23,27,ms
:layer_1:module_1_86:compileDebugKotlin,Load current classpath snapshot,6.22,7.0,5,6,10,11,ms
:layer_1:module_1_86:compileDebugKotlin,Incremental compilation in daemon,2026.54,1986.6,1985,1995,2370,2227,ms
:layer_1:module_1_86:compileDebugKotlin,Compiler IR lowering line number,484,484,484,484,484,484,
:layer_1:module_1_86:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_86:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_86:compileDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:layer_1:module_1_86:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_86:compileDebugKotlin,Size of shrunk classpath snapshot,27.3,27.3,27,27,27,27,KB
:layer_1:module_1_86:compileDebugKotlin,Number of lines analyzed,484,484,484,484,484,484,
:layer_1:module_1_86:compileDebugKotlin,Total size of the cache directory,583.0,583.0,583,583,583,583,KB
:layer_1:module_1_86:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_86:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_86:compileDebugKotlin,Number of lines for code generation,484,484,484,484,484,484,
:layer_1:module_1_86:compileDebugKotlin,Compiler IR translation line number,968,968,968,968,968,968,
:layer_1:module_1_86:compileDebugKotlin,Analysis lines per second,1000,955,1000,917,1227,1293,
:layer_1:module_1_86:compileDebugKotlin,Code generation lines per second,1020,1080,1027,1072,1336,1512,
:layer_1:module_1_86:compileDebugKotlin,Number of classpath entries,128,128,128,128,128,128,
:layer_1:module_1_86:compileDebugKotlin,Compiler IR generation line number,484,484,484,484,484,484,
:layer_1:module_1_86:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,127,127,127,127,127,127,
:layer_1:module_1_86:compileDebugKotlin,Save shrunk current classpath snapshot,3.67,2.33,4,3,6,3,ms
:layer_1:module_1_86:compileDebugKotlin,Clear jar cache,2.0,1.57,1,1,5,3,ms
:layer_1:module_1_86:compileDebugKotlin,Start gradle worker,1.92,1.95,1,1,4,4,ms
:layer_1:module_1_86:compileDebugKotlin,Write history file,3.0,1.0,3,1,3,1,ms
:layer_1:module_1_86:compileDebugKotlin,Clear output,1.0,2.43,1,2,1,4,ms
:layer_1:module_1_86:compileDebugKotlin,Clear outputs on rebuild,1.25,1.25,1,1,2,2,ms
:layer_1:module_1_86:compileDebugKotlin,Store build info,1.0,2.0,1,2,1,2,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler IR lowering,260.06,286.26,241,267,375,474,ms
:layer_1:module_1_87:compileDebugKotlin,Run compilation,1867.74,1891.36,1792,1903,2269,2232,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler code analysis,470.0,530.44,441,518,626,702,ms
:layer_1:module_1_87:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.64,37.22,31,30,50,52,ms
:layer_1:module_1_87:compileDebugKotlin,Run compilation in Gradle worker,1878.94,1904.96,1805,1916,2283,2243,ms
:layer_1:module_1_87:compileDebugKotlin,Total Gradle task time,1983.5,2028.74,1918,2056,2375,2403,ms
:layer_1:module_1_87:compileDebugKotlin,Calculate output size,1.65,1.54,1,1,4,4,ms
:layer_1:module_1_87:compileDebugKotlin,Update caches,6.24,5.82,6,4,10,10,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler initialization time,59.12,42.36,53,39,82,58,ms
:layer_1:module_1_87:compileDebugKotlin,Connect to Kotlin daemon,7.72,10.48,5,9,11,18,ms
:layer_1:module_1_87:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.32,35.68,30,28,48,50,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler IR generation,171.3,155.02,159,133,235,222,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler IR translation,1557.42,1460.0,1531,1423,2169,1684,ms
:layer_1:module_1_87:compileDebugKotlin,Clear jar cache,1.86,1.4,1,1,4,2,ms
:layer_1:module_1_87:compileDebugKotlin,Spent time before task action,37.8,47.54,34,47,61,72,ms
:layer_1:module_1_87:compileDebugKotlin,Sources compilation round,1743.88,1749.92,1682,1769,2098,2001,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler code generation,431.88,441.94,415,434,590,625,ms
:layer_1:module_1_87:compileDebugKotlin,Task action before worker execution,14.22,20.04,11,16,23,31,ms
:layer_1:module_1_87:compileDebugKotlin,Load current classpath snapshot,6.54,5.28,5,4,8,10,ms
:layer_1:module_1_87:compileDebugKotlin,Incremental compilation in daemon,1854.68,1869.72,1780,1887,2260,2080,ms
:layer_1:module_1_87:compileDebugKotlin,Compiler IR lowering line number,455,455,455,455,455,455,
:layer_1:module_1_87:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_87:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_87:compileDebugKotlin,Size of classpath snapshot,7.2,7.2,7,7,7,7,MB
:layer_1:module_1_87:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_1:module_1_87:compileDebugKotlin,Size of shrunk classpath snapshot,27.5,27.5,28,28,28,28,KB
:layer_1:module_1_87:compileDebugKotlin,Number of lines analyzed,455,455,455,455,455,455,
:layer_1:module_1_87:compileDebugKotlin,Total size of the cache directory,579.6,579.6,580,580,580,580,KB
