Category,Metric,varianta_9.5.1 Mean,variantb_9.6.0-rc-1 Mean,varianta_9.5.1 P50,variantb_9.6.0-rc-1 P50,varianta_9.5.1 P90,variantb_9.6.0-rc-1 P90,Unit
:core:news:compileDebugKotlin,Sources compilation round,2036.16,1984.86,2022,2030,2556,2439,ms
:core:news:compileDebugKotlin,Incremental compilation in daemon,2198.64,2146.76,2189,2185,2728,2630,ms
:core:news:compileDebugKotlin,Task action before worker execution,26.46,24.54,26,24,40,35,ms
:core:news:compileDebugKotlin,Start gradle worker,2.7,2.56,2,3,6,5,ms
:core:news:compileDebugKotlin,Compiler initialization time,69.42,65.54,66,68,96,93,ms
:core:news:compileDebugKotlin,Calculate output size,2.42,2.54,2,2,4,6,ms
:core:news:compileDebugKotlin,Compiler IR lowering,214.24,207.78,214,215,295,267,ms
:core:news:compileDebugKotlin,Compiler translation to IR,450.9,426.94,439,410,554,584,ms
:core:news:compileDebugKotlin,Compiler backend,211.06,197.58,217,186,331,302,ms
:core:news:compileDebugKotlin,Compiler code analysis,836.06,827.7,811,801,1136,1089,ms
:core:news:compileDebugKotlin,Run compilation in Gradle worker,2271.98,2216.94,2243,2255,2864,2681,ms
:core:news:compileDebugKotlin,Load current classpath snapshot,6.66,6.7,6,6,12,12,ms
:core:news:compileDebugKotlin,Update caches,7.62,11.66,7,6,12,14,ms
:core:news:compileDebugKotlin,Total Gradle task time,2464.18,2402.02,2417,2454,3037,2891,ms
:core:news:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.14,47.62,45,45,74,73,ms
:core:news:compileDebugKotlin,Compiler code generation,425.76,405.92,421,404,571,546,ms
:core:news:compileDebugKotlin,Remove duplicate classes,5.94,6.22,6,6,12,11,ms
:core:news:compileDebugKotlin,Run compilation,2263.88,2201.58,2235,2245,2851,2676,ms
:core:news:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.78,37.66,35,35,59,57,ms
:core:news:compileDebugKotlin,Spent time before task action,62.16,73.48,63,57,82,83,ms
:core:news:compileDebugKotlin,Analysis lines per second,521,528,515,522,676,664,
:core:news:compileDebugKotlin,Total size of the cache directory,542.3,542.3,542,542,542,542,KB
:core:news:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:news:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:news:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:news:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:news:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:news:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:news:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:news:compileDebugKotlin,Code generation lines per second,1069,1079,991,1033,1628,1341,
:core:news:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:news:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:news:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:news:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.39,3,3,8,9,ms
:core:news:compileDebugKotlin,Clear outputs on rebuild,2.5,,3,,3,,ms
:core:news:compileDebugKotlin,Store build info,5.0,6.0,5,6,6,10,ms
:core:news:compileDebugKotlin,Generate compiler reference index,3.0,,3,,3,,ms
:core:note:compileDebugKotlin,Sources compilation round,2364.9,2298.06,2298,2323,2952,2826,ms
:core:note:compileDebugKotlin,Incremental compilation in daemon,2532.16,2473.22,2497,2499,3128,3030,ms
:core:note:compileDebugKotlin,Task action before worker execution,16.96,16.08,17,15,24,24,ms
:core:note:compileDebugKotlin,Start gradle worker,2.36,4.96,1,1,6,4,ms
:core:note:compileDebugKotlin,Compiler initialization time,89.82,93.24,87,94,116,128,ms
:core:note:compileDebugKotlin,Calculate output size,2.96,2.86,1,3,7,7,ms
:core:note:compileDebugKotlin,Compiler IR lowering,205.62,211.9,196,212,274,305,ms
:core:note:compileDebugKotlin,Compiler translation to IR,511.52,489.12,478,485,692,649,ms
:core:note:compileDebugKotlin,Compiler backend,200.2,203.68,196,200,301,308,ms
:core:note:compileDebugKotlin,Compiler code analysis,1046.32,986.7,1053,979,1333,1223,ms
:core:note:compileDebugKotlin,Run compilation in Gradle worker,2632.58,2573.52,2644,2566,3281,3117,ms
:core:note:compileDebugKotlin,Load current classpath snapshot,6.18,7.16,6,7,9,12,ms
:core:note:compileDebugKotlin,Update caches,7.52,7.38,7,7,11,11,ms
:core:note:compileDebugKotlin,Total Gradle task time,2805.52,2741.2,2799,2751,3583,3314,ms
:core:note:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,49.8,52.32,48,52,76,79,ms
:core:note:compileDebugKotlin,Compiler code generation,406.34,416.2,403,402,546,583,ms
:core:note:compileDebugKotlin,Remove duplicate classes,5.64,6.26,6,6,9,9,ms
:core:note:compileDebugKotlin,Run compilation,2585.0,2525.46,2597,2555,3176,3071,ms
:core:note:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.2,42.32,40,41,61,62,ms
:core:note:compileDebugKotlin,Spent time before task action,45.34,46.16,43,41,64,67,ms
:core:note:compileDebugKotlin,Analysis lines per second,416,442,397,426,550,569,
:core:note:compileDebugKotlin,Total size of the cache directory,542.3,542.3,542,542,542,542,KB
:core:note:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:note:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:note:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:note:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:note:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:note:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:note:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:note:compileDebugKotlin,Code generation lines per second,1089,1078,1038,1038,1425,1548,
:core:note:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:note:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:note:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:note:compileDebugKotlin,Save shrunk current classpath snapshot,2.23,3.55,2,3,4,9,ms
:core:note:compileDebugKotlin,Store build info,4.67,,3,,8,,ms
:core:notification:compileDebugKotlin,Sources compilation round,2229.2,2194.88,2257,2167,2728,2708,ms
:core:notification:compileDebugKotlin,Incremental compilation in daemon,2405.82,2370.78,2418,2362,2903,2887,ms
:core:notification:compileDebugKotlin,Task action before worker execution,22.62,21.86,21,22,34,33,ms
:core:notification:compileDebugKotlin,Start gradle worker,2.36,3.02,2,2,5,6,ms
:core:notification:compileDebugKotlin,Compiler initialization time,68.22,68.32,65,69,99,94,ms
:core:notification:compileDebugKotlin,Calculate output size,3.66,2.92,3,2,9,6,ms
:core:notification:compileDebugKotlin,Compiler IR lowering,208.1,212.66,208,214,290,284,ms
:core:notification:compileDebugKotlin,Compiler translation to IR,470.22,462.88,457,464,567,545,ms
:core:notification:compileDebugKotlin,Compiler backend,203.34,207.06,197,199,265,291,ms
:core:notification:compileDebugKotlin,Compiler code analysis,972.4,935.32,951,932,1247,1286,ms
:core:notification:compileDebugKotlin,Run compilation in Gradle worker,2485.52,2438.94,2480,2413,3003,2967,ms
:core:notification:compileDebugKotlin,Load current classpath snapshot,6.76,6.72,6,7,12,10,ms
:core:notification:compileDebugKotlin,Update caches,7.28,6.92,7,7,10,11,ms
:core:notification:compileDebugKotlin,Total Gradle task time,2703.76,2638.34,2693,2630,3232,3155,ms
:core:notification:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,57.06,50.5,55,50,81,71,ms
:core:notification:compileDebugKotlin,Compiler code generation,411.92,420.24,409,431,533,554,ms
:core:notification:compileDebugKotlin,Remove duplicate classes,6.08,6.08,5,6,11,9,ms
:core:notification:compileDebugKotlin,Run compilation,2463.1,2423.08,2459,2404,2944,2924,ms
:core:notification:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,47.32,40.36,46,41,68,59,ms
:core:notification:compileDebugKotlin,Spent time before task action,58.66,62.76,56,56,88,90,ms
:core:notification:compileDebugKotlin,Analysis lines per second,447,464,439,448,572,595,
:core:notification:compileDebugKotlin,Total size of the cache directory,545.3,545.3,545,545,545,545,KB
:core:notification:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:notification:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:notification:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:notification:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:notification:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notification:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notification:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notification:compileDebugKotlin,Code generation lines per second,1060,1067,1022,969,1377,1555,
:core:notification:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:notification:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:notification:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:notification:compileDebugKotlin,Save shrunk current classpath snapshot,3.27,3.25,3,3,5,6,ms
:core:notification:compileDebugKotlin,Store build info,3.0,3.67,3,3,3,7,ms
:core:notification:compileDebugKotlin,Clear outputs on rebuild,2.0,2.67,2,3,2,3,ms
:core:photo:compileDebugKotlin,Sources compilation round,2145.24,2118.28,2063,2157,2608,2540,ms
:core:photo:compileDebugKotlin,Incremental compilation in daemon,2322.44,2290.54,2246,2313,2791,2721,ms
:core:photo:compileDebugKotlin,Task action before worker execution,26.76,25.52,28,26,37,36,ms
:core:photo:compileDebugKotlin,Start gradle worker,3.18,3.04,3,2,6,6,ms
:core:photo:compileDebugKotlin,Compiler initialization time,67.96,63.52,68,62,94,86,ms
:core:photo:compileDebugKotlin,Calculate output size,3.34,2.88,2,2,9,7,ms
:core:photo:compileDebugKotlin,Compiler IR lowering,204.74,217.24,211,227,274,279,ms
:core:photo:compileDebugKotlin,Compiler translation to IR,459.24,453.7,446,447,620,573,ms
:core:photo:compileDebugKotlin,Compiler backend,205.74,201.8,207,202,310,299,ms
:core:photo:compileDebugKotlin,Compiler code analysis,917.08,888.28,919,892,1139,1160,ms
:core:photo:compileDebugKotlin,Run compilation in Gradle worker,2401.12,2352.64,2345,2372,2869,2819,ms
:core:photo:compileDebugKotlin,Load current classpath snapshot,8.0,7.86,7,8,15,13,ms
:core:photo:compileDebugKotlin,Update caches,7.56,7.28,7,7,12,12,ms
:core:photo:compileDebugKotlin,Total Gradle task time,2617.7,2572.96,2618,2555,3065,3089,ms
:core:photo:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.9,53.82,51,52,74,78,ms
:core:photo:compileDebugKotlin,Compiler code generation,411.06,419.46,421,429,545,554,ms
:core:photo:compileDebugKotlin,Remove duplicate classes,7.42,7.18,7,7,14,13,ms
:core:photo:compileDebugKotlin,Run compilation,2377.88,2338.5,2303,2364,2849,2770,ms
:core:photo:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.08,42.78,40,41,61,60,ms
:core:photo:compileDebugKotlin,Spent time before task action,75.44,77.16,68,63,97,102,ms
:core:photo:compileDebugKotlin,Analysis lines per second,470,495,455,468,577,674,
:core:photo:compileDebugKotlin,Total size of the cache directory,542.6,542.6,543,543,543,543,KB
:core:photo:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:photo:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:photo:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:photo:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:photo:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:photo:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:photo:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:photo:compileDebugKotlin,Code generation lines per second,1092,1073,993,975,1654,1572,
:core:photo:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:photo:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:photo:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:photo:compileDebugKotlin,Save shrunk current classpath snapshot,3.45,2.55,3,2,9,5,ms
:core:photo:compileDebugKotlin,Store build info,2.33,3.0,2,3,3,3,ms
:core:photo:compileDebugKotlin,Clear output,3.0,3.0,3,3,4,3,ms
:core:playlist:compileDebugKotlin,Sources compilation round,2096.48,2027.46,2066,2083,2446,2419,ms
:core:playlist:compileDebugKotlin,Incremental compilation in daemon,2254.82,2184.18,2210,2245,2636,2614,ms
:core:playlist:compileDebugKotlin,Task action before worker execution,26.36,25.62,27,25,36,37,ms
:core:playlist:compileDebugKotlin,Start gradle worker,4.38,3.54,4,3,10,7,ms
:core:playlist:compileDebugKotlin,Compiler initialization time,65.12,56.6,63,61,91,79,ms
:core:playlist:compileDebugKotlin,Calculate output size,2.52,2.35,2,2,5,5,ms
:core:playlist:compileDebugKotlin,Compiler IR lowering,218.48,211.82,217,209,298,285,ms
:core:playlist:compileDebugKotlin,Compiler translation to IR,465.78,459.34,459,458,591,568,ms
:core:playlist:compileDebugKotlin,Compiler backend,203.14,191.74,207,191,294,268,ms
:core:playlist:compileDebugKotlin,Compiler code analysis,858.96,836.78,852,839,1053,1042,ms
:core:playlist:compileDebugKotlin,Run compilation in Gradle worker,2323.92,2255.28,2281,2302,2740,2678,ms
:core:playlist:compileDebugKotlin,Load current classpath snapshot,6.38,5.92,6,6,11,11,ms
:core:playlist:compileDebugKotlin,Update caches,7.3,7.3,7,7,11,12,ms
:core:playlist:compileDebugKotlin,Total Gradle task time,2507.7,2431.7,2502,2490,2897,2875,ms
:core:playlist:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,47.0,47.66,47,45,74,72,ms
:core:playlist:compileDebugKotlin,Compiler code generation,422.04,404.18,420,393,594,521,ms
:core:playlist:compileDebugKotlin,Remove duplicate classes,5.68,5.2,5,5,10,9,ms
:core:playlist:compileDebugKotlin,Run compilation,2311.62,2243.28,2270,2294,2731,2668,ms
:core:playlist:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.74,38.78,38,36,59,59,ms
:core:playlist:compileDebugKotlin,Save shrunk current classpath snapshot,2.62,2.62,3,2,5,6,ms
:core:playlist:compileDebugKotlin,Spent time before task action,63.14,58.06,61,56,84,82,ms
:core:playlist:compileDebugKotlin,Analysis lines per second,501,522,491,498,624,680,
:core:playlist:compileDebugKotlin,Total size of the cache directory,543.8,543.8,544,544,544,544,KB
:core:playlist:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:playlist:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:playlist:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:playlist:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:playlist:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:playlist:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:playlist:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:playlist:compileDebugKotlin,Code generation lines per second,1055,1096,993,1062,1461,1335,
:core:playlist:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:playlist:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:playlist:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:playlist:compileDebugKotlin,Store build info,2.0,6.0,2,6,2,6,ms
:core:playlist:compileDebugKotlin,Generate compiler reference index,1.0,,1,,1,,ms
:core:playlist:compileDebugKotlin,Clear outputs on rebuild,4.0,5.5,4,6,4,9,ms
:core:playlist:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:core:podcast:compileDebugKotlin,Sources compilation round,2162.4,2081.44,2153,2095,2652,2515,ms
:core:podcast:compileDebugKotlin,Incremental compilation in daemon,2328.78,2254.06,2296,2231,2850,2676,ms
:core:podcast:compileDebugKotlin,Task action before worker execution,17.96,15.98,18,17,29,27,ms
:core:podcast:compileDebugKotlin,Start gradle worker,2.68,2.06,2,1,6,5,ms
:core:podcast:compileDebugKotlin,Compiler initialization time,94.3,78.04,91,69,130,123,ms
:core:podcast:compileDebugKotlin,Calculate output size,2.58,3.22,2,2,6,8,ms
:core:podcast:compileDebugKotlin,Compiler IR lowering,193.64,192.04,185,188,287,286,ms
:core:podcast:compileDebugKotlin,Compiler translation to IR,497.22,477.16,466,449,690,628,ms
:core:podcast:compileDebugKotlin,Compiler backend,165.4,165.02,160,163,237,231,ms
:core:podcast:compileDebugKotlin,Compiler code analysis,923.1,882.02,917,877,1160,1158,ms
:core:podcast:compileDebugKotlin,Run compilation in Gradle worker,2438.4,2347.7,2396,2342,2902,2919,ms
:core:podcast:compileDebugKotlin,Load current classpath snapshot,7.08,7.0,6,7,11,10,ms
:core:podcast:compileDebugKotlin,Update caches,8.98,7.58,7,6,12,10,ms
:core:podcast:compileDebugKotlin,Total Gradle task time,2624.58,2502.9,2575,2472,3166,3118,ms
:core:podcast:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.04,52.7,52,49,78,70,ms
:core:podcast:compileDebugKotlin,Compiler code generation,359.74,357.6,356,370,493,475,ms
:core:podcast:compileDebugKotlin,Remove duplicate classes,6.24,6.38,6,6,10,10,ms
:core:podcast:compileDebugKotlin,Run compilation,2380.28,2299.14,2343,2274,2891,2736,ms
:core:podcast:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.46,42.82,43,39,67,59,ms
:core:podcast:compileDebugKotlin,Spent time before task action,50.86,47.7,48,42,67,73,ms
:core:podcast:compileDebugKotlin,Analysis lines per second,468,502,456,476,633,643,
:core:podcast:compileDebugKotlin,Total size of the cache directory,543.4,543.4,543,543,543,543,KB
:core:podcast:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:podcast:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:podcast:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:podcast:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:podcast:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:podcast:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:podcast:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:podcast:compileDebugKotlin,Code generation lines per second,1254,1263,1171,1129,1761,1776,
:core:podcast:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:podcast:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:podcast:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:podcast:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:core:podcast:compileDebugKotlin,Store build info,2.0,2.0,2,2,2,2,ms
:core:podcast:compileDebugKotlin,Save shrunk current classpath snapshot,3.71,2.45,3,2,6,5,ms
:core:post:compileDebugKotlin,Sources compilation round,2132.6,2038.52,2114,2018,2561,2362,ms
:core:post:compileDebugKotlin,Incremental compilation in daemon,2295.36,2204.06,2283,2194,2714,2568,ms
:core:post:compileDebugKotlin,Task action before worker execution,23.38,20.66,21,19,29,31,ms
:core:post:compileDebugKotlin,Start gradle worker,5.38,2.46,2,2,4,5,ms
:core:post:compileDebugKotlin,Compiler initialization time,71.36,67.86,63,67,111,99,ms
:core:post:compileDebugKotlin,Calculate output size,3.3,2.94,2,2,7,6,ms
:core:post:compileDebugKotlin,Compiler IR lowering,198.92,178.2,185,181,260,249,ms
:core:post:compileDebugKotlin,Compiler translation to IR,463.52,448.14,440,423,603,561,ms
:core:post:compileDebugKotlin,Compiler backend,175.56,170.24,161,166,278,229,ms
:core:post:compileDebugKotlin,Compiler code analysis,920.98,883.5,906,882,1156,1073,ms
:core:post:compileDebugKotlin,Run compilation in Gradle worker,2373.72,2276.6,2375,2273,2799,2664,ms
:core:post:compileDebugKotlin,Load current classpath snapshot,6.52,7.98,6,6,10,9,ms
:core:post:compileDebugKotlin,Update caches,6.88,6.5,6,6,10,9,ms
:core:post:compileDebugKotlin,Total Gradle task time,2568.5,2464.96,2568,2471,3003,2978,ms
:core:post:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,50.52,52.4,49,49,81,78,ms
:core:post:compileDebugKotlin,Compiler code generation,375.1,348.9,350,363,523,467,ms
:core:post:compileDebugKotlin,Remove duplicate classes,6.0,7.64,6,6,10,9,ms
:core:post:compileDebugKotlin,Run compilation,2348.28,2248.54,2343,2235,2773,2618,ms
:core:post:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.82,41.74,40,40,69,64,ms
:core:post:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.67,3,3,5,4,ms
:core:post:compileDebugKotlin,Spent time before task action,56.06,53.06,58,51,69,79,ms
:core:post:compileDebugKotlin,Analysis lines per second,468,485,461,473,587,581,
:core:post:compileDebugKotlin,Total size of the cache directory,542.3,542.3,542,542,542,542,KB
:core:post:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:post:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:post:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:post:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:post:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:post:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:post:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:post:compileDebugKotlin,Code generation lines per second,1181,1296,1193,1149,1572,1868,
:core:post:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:post:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:post:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:post:compileDebugKotlin,Store build info,2.0,19.0,2,19,2,19,ms
:core:post:compileDebugKotlin,Clear outputs on rebuild,3.0,2.0,3,2,3,3,ms
:core:profile:compileDebugKotlin,Sources compilation round,1991.68,1869.58,1947,1870,2472,2307,ms
:core:profile:compileDebugKotlin,Incremental compilation in daemon,2147.58,2029.06,2077,2071,2655,2494,ms
:core:profile:compileDebugKotlin,Task action before worker execution,24.72,29.84,24,25,34,33,ms
:core:profile:compileDebugKotlin,Start gradle worker,2.92,3.5,3,3,5,8,ms
:core:profile:compileDebugKotlin,Compiler initialization time,65.44,64.32,60,63,93,81,ms
:core:profile:compileDebugKotlin,Calculate output size,2.5,2.7,2,1,6,7,ms
:core:profile:compileDebugKotlin,Compiler IR lowering,190.02,169.54,189,170,273,267,ms
:core:profile:compileDebugKotlin,Compiler translation to IR,463.96,406.86,430,398,680,566,ms
:core:profile:compileDebugKotlin,Compiler backend,159.18,155.7,162,152,230,233,ms
:core:profile:compileDebugKotlin,Compiler code analysis,831.32,813.18,790,794,1167,1094,ms
:core:profile:compileDebugKotlin,Run compilation in Gradle worker,2223.72,2092.68,2154,2150,2742,2558,ms
:core:profile:compileDebugKotlin,Load current classpath snapshot,5.56,6.22,6,6,9,11,ms
:core:profile:compileDebugKotlin,Update caches,6.54,8.66,6,7,11,10,ms
:core:profile:compileDebugKotlin,Total Gradle task time,2414.18,2269.98,2325,2305,2935,2769,ms
:core:profile:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,50.14,47.66,51,44,76,65,ms
:core:profile:compileDebugKotlin,Compiler code generation,349.74,325.76,336,314,475,498,ms
:core:profile:compileDebugKotlin,Remove duplicate classes,4.86,5.56,5,5,9,10,ms
:core:profile:compileDebugKotlin,Run compilation,2204.72,2080.72,2145,2143,2696,2549,ms
:core:profile:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,41.62,38.68,40,37,67,53,ms
:core:profile:compileDebugKotlin,Save shrunk current classpath snapshot,3.8,3.67,4,4,7,6,ms
:core:profile:compileDebugKotlin,Spent time before task action,67.1,57.14,64,58,93,75,ms
:core:profile:compileDebugKotlin,Analysis lines per second,527,544,529,526,683,684,
:core:profile:compileDebugKotlin,Total size of the cache directory,543.1,543.1,543,543,543,543,KB
:core:profile:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:core:profile:compileDebugKotlin,Number of lines analyzed,418,418,418,418,418,418,
:core:profile:compileDebugKotlin,Size of shrunk classpath snapshot,46.4,46.4,46,46,46,46,KB
:core:profile:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:profile:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:profile:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:profile:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:profile:compileDebugKotlin,Code generation lines per second,1280,1440,1241,1328,1837,2021,
:core:profile:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:profile:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:core:profile:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:core:profile:compileDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:push:compileDebugKotlin,Sources compilation round,1890.46,1826.72,1797,1813,2276,2207,ms
:core:push:compileDebugKotlin,Incremental compilation in daemon,2035.58,1970.44,1960,1958,2387,2390,ms
:core:push:compileDebugKotlin,Task action before worker execution,22.98,26.54,21,21,35,35,ms
:core:push:compileDebugKotlin,Start gradle worker,2.88,3.42,2,3,7,7,ms
:core:push:compileDebugKotlin,Compiler initialization time,75.58,66.16,69,65,119,85,ms
:core:push:compileDebugKotlin,Calculate output size,2.6,2.16,1,1,6,5,ms
:core:push:compileDebugKotlin,Compiler IR lowering,179.9,168.02,178,160,252,247,ms
:core:push:compileDebugKotlin,Compiler translation to IR,452.28,412.16,436,421,585,526,ms
:core:push:compileDebugKotlin,Compiler backend,165.48,163.82,157,154,235,235,ms
:core:push:compileDebugKotlin,Compiler code analysis,761.92,758.92,737,766,1013,940,ms
:core:push:compileDebugKotlin,Run compilation in Gradle worker,2111.74,2036.76,2018,2023,2436,2497,ms
:core:push:compileDebugKotlin,Load current classpath snapshot,6.04,5.88,5,5,11,11,ms
:core:push:compileDebugKotlin,Update caches,6.16,7.0,6,7,11,11,ms
:core:push:compileDebugKotlin,Total Gradle task time,2288.16,2203.12,2176,2191,2682,2735,ms
:core:push:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,46.42,46.62,45,44,71,78,ms
:core:push:compileDebugKotlin,Compiler code generation,345.72,332.42,326,319,490,459,ms
:core:push:compileDebugKotlin,Remove duplicate classes,5.5,5.42,5,5,10,11,ms
