Category,Metric,varianta_parallel Mean,variantb_g1 Mean,varianta_parallel P50,variantb_g1 P50,varianta_parallel P90,variantb_g1 P90,Unit
:layer_3:module_3_298:compileDebugKotlin,Analysis lines per second,1024,976,1040,990,1332,1355,
:layer_3:module_3_298:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_298:compileDebugKotlin,Compiler IR generation line number,323,323,323,323,323,323,
:layer_3:module_3_298:compileDebugKotlin,Number of lines for code generation,323,323,323,323,323,323,
:layer_3:module_3_298:compileDebugKotlin,Compiler IR translation line number,646,646,646,646,646,646,
:layer_3:module_3_298:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_298:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,292,292,292,292,292,292,
:layer_3:module_3_298:compileDebugKotlin,Number of classpath entries,293,293,293,293,293,293,
:layer_3:module_3_298:compileDebugKotlin,Size of shrunk classpath snapshot,51.4,51.4,51,51,51,51,KB
:layer_3:module_3_298:compileDebugKotlin,Size of classpath snapshot,27.3,27.3,27,27,27,27,MB
:layer_3:module_3_298:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_298:compileDebugKotlin,Total size of the cache directory,547.8,547.8,548,548,548,548,KB
:layer_3:module_3_298:compileDebugKotlin,Code generation lines per second,1293,1308,1448,1374,1839,1852,
:layer_3:module_3_298:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,,2,,2,,ms
:layer_3:module_3_298:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_3:module_3_298:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler initialization time,77.88,67.42,65,65,92,97,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler IR generation,379.32,496.68,298,296,437,1587,ms
:layer_3:module_3_299:compileDebugKotlin,Total Gradle task time,3500.58,3243.6,3041,2835,5046,5132,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler IR lowering,543.48,507.72,379,385,934,955,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler code generation,923.28,1004.96,712,751,2318,2348,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler IR translation,2732.28,2398.6,2339,2220,4826,3020,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler code analysis,601.12,537.4,498,453,1067,1031,ms
:layer_3:module_3_299:compileDebugKotlin,Run compilation,3281.82,3054.26,2870,2662,4840,4774,ms
:layer_3:module_3_299:compileDebugKotlin,Incremental compilation in daemon,3249.28,3025.04,2849,2636,4812,4725,ms
:layer_3:module_3_299:compileDebugKotlin,Connect to Kotlin daemon,54.7,34.84,8,6,317,36,ms
:layer_3:module_3_299:compileDebugKotlin,Calculate output size,1.27,1.41,1,1,2,4,ms
:layer_3:module_3_299:compileDebugKotlin,Start gradle worker,1.12,1.36,1,1,2,3,ms
:layer_3:module_3_299:compileDebugKotlin,Task action before worker execution,37.62,23.06,14,14,29,28,ms
:layer_3:module_3_299:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,106.8,119.08,77,73,133,135,ms
:layer_3:module_3_299:compileDebugKotlin,Update caches,8.44,7.68,7,6,16,18,ms
:layer_3:module_3_299:compileDebugKotlin,Load current classpath snapshot,17.26,27.06,15,13,27,26,ms
:layer_3:module_3_299:compileDebugKotlin,Spent time before task action,47.98,49.56,47,44,71,76,ms
:layer_3:module_3_299:compileDebugKotlin,Run compilation in Gradle worker,3340.88,3094.26,2908,2680,4851,4872,ms
:layer_3:module_3_299:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,109.38,121.94,79,75,136,140,ms
:layer_3:module_3_299:compileDebugKotlin,Sources compilation round,2972.94,2813.64,2574,2437,4543,4493,ms
:layer_3:module_3_299:compileDebugKotlin,Compiler IR lowering line number,946,946,946,946,946,946,
:layer_3:module_3_299:compileDebugKotlin,Number of lines analyzed,946,946,946,946,946,946,
:layer_3:module_3_299:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_299:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_299:compileDebugKotlin,Analysis lines per second,1870,2054,1901,2091,2587,2789,
:layer_3:module_3_299:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_299:compileDebugKotlin,Compiler IR generation line number,946,946,946,946,946,946,
:layer_3:module_3_299:compileDebugKotlin,Number of lines for code generation,946,946,946,946,946,946,
:layer_3:module_3_299:compileDebugKotlin,Compiler IR translation line number,1892,1892,1892,1892,1892,1892,
:layer_3:module_3_299:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_299:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,325,325,325,325,325,325,
:layer_3:module_3_299:compileDebugKotlin,Number of classpath entries,326,326,326,326,326,326,
:layer_3:module_3_299:compileDebugKotlin,Size of shrunk classpath snapshot,82.3,82.3,82,82,82,82,KB
:layer_3:module_3_299:compileDebugKotlin,Size of classpath snapshot,30.9,30.9,31,31,31,31,MB
:layer_3:module_3_299:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_299:compileDebugKotlin,Total size of the cache directory,687.0,687.0,687,687,687,687,KB
:layer_3:module_3_299:compileDebugKotlin,Code generation lines per second,1255,1171,1329,1260,1709,1562,
:layer_3:module_3_299:compileDebugKotlin,Clear jar cache,2.5,2.36,2,2,4,5,ms
:layer_3:module_3_299:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,3.33,2,3,3,4,ms
:layer_3:module_3_299:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_3:module_3_299:compileDebugKotlin,Write history file,3.0,,3,,3,,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler initialization time,77.6,74.8,65,73,95,106,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler IR generation,298.84,334.2,262,302,425,459,ms
:layer_3:module_3_300:compileDebugKotlin,Total Gradle task time,3224.24,2965.56,2796,2790,4884,3983,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler IR lowering,577.12,376.78,382,375,628,491,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler code generation,876.52,711.34,669,685,1095,941,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler IR translation,2458.2,2281.8,2050,1991,4342,3230,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler code analysis,602.38,603.98,563,567,1019,816,ms
:layer_3:module_3_300:compileDebugKotlin,Run compilation,3029.74,2786.22,2623,2637,4690,3370,ms
:layer_3:module_3_300:compileDebugKotlin,Incremental compilation in daemon,2999.42,2766.92,2608,2620,4648,3357,ms
:layer_3:module_3_300:compileDebugKotlin,Connect to Kotlin daemon,27.08,28.94,7,6,15,19,ms
:layer_3:module_3_300:compileDebugKotlin,Clear jar cache,1.75,1.81,2,1,3,5,ms
:layer_3:module_3_300:compileDebugKotlin,Calculate output size,1.45,11.4,1,1,4,3,ms
:layer_3:module_3_300:compileDebugKotlin,Start gradle worker,3.36,1.58,1,1,5,3,ms
:layer_3:module_3_300:compileDebugKotlin,Task action before worker execution,34.66,24.58,15,15,40,27,ms
:layer_3:module_3_300:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,97.1,114.76,78,79,182,213,ms
:layer_3:module_3_300:compileDebugKotlin,Update caches,9.04,7.78,7,5,16,16,ms
:layer_3:module_3_300:compileDebugKotlin,Load current classpath snapshot,17.46,17.78,15,15,27,28,ms
:layer_3:module_3_300:compileDebugKotlin,Spent time before task action,57.02,58.78,55,57,81,83,ms
:layer_3:module_3_300:compileDebugKotlin,Run compilation in Gradle worker,3060.28,2818.6,2636,2662,4698,3844,ms
:layer_3:module_3_300:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,100.04,117.28,80,82,184,215,ms
:layer_3:module_3_300:compileDebugKotlin,Sources compilation round,2789.64,2535.56,2375,2397,4451,2852,ms
:layer_3:module_3_300:compileDebugKotlin,Compiler IR lowering line number,983,983,983,983,983,983,
:layer_3:module_3_300:compileDebugKotlin,Number of lines analyzed,983,983,983,983,983,983,
:layer_3:module_3_300:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_300:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_300:compileDebugKotlin,Analysis lines per second,1753,1718,1748,1735,2332,2138,
:layer_3:module_3_300:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_300:compileDebugKotlin,Compiler IR generation line number,983,983,983,983,983,983,
:layer_3:module_3_300:compileDebugKotlin,Number of lines for code generation,983,983,983,983,983,983,
:layer_3:module_3_300:compileDebugKotlin,Compiler IR translation line number,1966,1966,1966,1966,1966,1966,
:layer_3:module_3_300:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_300:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,325,325,325,325,325,325,
:layer_3:module_3_300:compileDebugKotlin,Number of classpath entries,326,326,326,326,326,326,
:layer_3:module_3_300:compileDebugKotlin,Size of shrunk classpath snapshot,93.3,93.3,93,93,93,93,KB
:layer_3:module_3_300:compileDebugKotlin,Size of classpath snapshot,30.7,30.7,31,31,31,31,MB
:layer_3:module_3_300:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_300:compileDebugKotlin,Total size of the cache directory,707.5,707.5,708,708,708,708,KB
:layer_3:module_3_300:compileDebugKotlin,Code generation lines per second,1387,1430,1469,1435,1827,1795,
:layer_3:module_3_300:compileDebugKotlin,Write history file,2.0,1.5,2,2,3,2,ms
:layer_3:module_3_300:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.0,3,2,5,3,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler initialization time,73.76,61.36,69,63,124,92,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler IR generation,256.6,264.98,235,235,333,409,ms
:layer_3:module_3_301:compileDebugKotlin,Total Gradle task time,2850.76,2776.28,2718,2711,3132,3179,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler IR lowering,575.32,490.86,464,439,697,577,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler code generation,832.44,756.34,730,720,1009,955,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler IR translation,2085.24,2153.0,2070,2145,2368,2430,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler code analysis,557.3,528.64,536,510,680,683,ms
:layer_3:module_3_301:compileDebugKotlin,Run compilation,2703.42,2619.82,2564,2542,2936,2943,ms
:layer_3:module_3_301:compileDebugKotlin,Incremental compilation in daemon,2687.96,2600.44,2542,2521,2923,2933,ms
:layer_3:module_3_301:compileDebugKotlin,Connect to Kotlin daemon,6.86,6.56,7,5,12,12,ms
:layer_3:module_3_301:compileDebugKotlin,Clear jar cache,2.0,1.58,2,1,4,4,ms
:layer_3:module_3_301:compileDebugKotlin,Calculate output size,1.39,1.47,1,1,3,3,ms
:layer_3:module_3_301:compileDebugKotlin,Start gradle worker,1.84,1.59,1,1,4,4,ms
:layer_3:module_3_301:compileDebugKotlin,Task action before worker execution,16.5,17.2,14,15,27,29,ms
:layer_3:module_3_301:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,81.44,77.58,59,65,151,115,ms
:layer_3:module_3_301:compileDebugKotlin,Update caches,7.4,7.54,6,6,13,13,ms
:layer_3:module_3_301:compileDebugKotlin,Load current classpath snapshot,14.48,15.48,11,15,27,23,ms
:layer_3:module_3_301:compileDebugKotlin,Spent time before task action,54.48,54.1,53,45,75,79,ms
:layer_3:module_3_301:compileDebugKotlin,Run compilation in Gradle worker,2713.66,2629.32,2575,2550,2947,2955,ms
:layer_3:module_3_301:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,83.72,79.96,61,67,155,120,ms
:layer_3:module_3_301:compileDebugKotlin,Sources compilation round,2510.88,2427.4,2385,2358,2786,2751,ms
:layer_3:module_3_301:compileDebugKotlin,Compiler IR lowering line number,915,915,915,915,915,915,
:layer_3:module_3_301:compileDebugKotlin,Number of lines analyzed,915,915,915,915,915,915,
:layer_3:module_3_301:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_301:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_301:compileDebugKotlin,Analysis lines per second,1747,1843,1707,1796,2259,2263,
:layer_3:module_3_301:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_301:compileDebugKotlin,Compiler IR generation line number,915,915,915,915,915,915,
:layer_3:module_3_301:compileDebugKotlin,Number of lines for code generation,915,915,915,915,915,915,
:layer_3:module_3_301:compileDebugKotlin,Compiler IR translation line number,1830,1830,1830,1830,1830,1830,
:layer_3:module_3_301:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_301:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,283,283,283,283,283,283,
:layer_3:module_3_301:compileDebugKotlin,Number of classpath entries,284,284,284,284,284,284,
:layer_3:module_3_301:compileDebugKotlin,Size of shrunk classpath snapshot,45.2,45.2,45,45,45,45,KB
:layer_3:module_3_301:compileDebugKotlin,Size of classpath snapshot,25.7,25.7,26,26,26,26,MB
:layer_3:module_3_301:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_301:compileDebugKotlin,Total size of the cache directory,683.7,683.7,684,684,684,684,KB
:layer_3:module_3_301:compileDebugKotlin,Code generation lines per second,1247,1293,1254,1271,1564,1569,
:layer_3:module_3_301:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_3:module_3_301:compileDebugKotlin,Save shrunk current classpath snapshot,1.5,4.0,2,4,2,4,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler initialization time,71.94,78.96,62,68,112,135,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler IR generation,229.18,262.0,222,225,327,437,ms
:layer_3:module_3_302:compileDebugKotlin,Total Gradle task time,2332.52,2411.86,2374,2446,2664,2871,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler IR lowering,338.94,376.42,318,354,457,529,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler code generation,568.54,638.94,565,622,776,875,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler IR translation,1817.06,1817.08,1780,1901,2078,2260,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler code analysis,459.42,465.88,456,476,622,605,ms
:layer_3:module_3_302:compileDebugKotlin,Run compilation,2191.84,2276.1,2191,2283,2516,2764,ms
:layer_3:module_3_302:compileDebugKotlin,Incremental compilation in daemon,2177.08,2259.14,2175,2262,2505,2753,ms
:layer_3:module_3_302:compileDebugKotlin,Connect to Kotlin daemon,12.86,8.52,5,6,16,12,ms
:layer_3:module_3_302:compileDebugKotlin,Start gradle worker,1.63,1.4,1,1,4,3,ms
:layer_3:module_3_302:compileDebugKotlin,Task action before worker execution,21.74,16.04,13,13,26,27,ms
:layer_3:module_3_302:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,90.72,80.16,65,66,146,138,ms
:layer_3:module_3_302:compileDebugKotlin,Update caches,5.94,8.66,4,5,12,16,ms
:layer_3:module_3_302:compileDebugKotlin,Load current classpath snapshot,15.82,15.8,12,13,23,26,ms
:layer_3:module_3_302:compileDebugKotlin,Spent time before task action,52.8,55.42,52,55,77,83,ms
:layer_3:module_3_302:compileDebugKotlin,Run compilation in Gradle worker,2207.94,2287.8,2228,2296,2558,2769,ms
:layer_3:module_3_302:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,92.76,82.68,67,68,148,145,ms
:layer_3:module_3_302:compileDebugKotlin,Sources compilation round,2012.48,2096.46,2026,2125,2342,2628,ms
:layer_3:module_3_302:compileDebugKotlin,Compiler IR lowering line number,762,762,762,762,762,762,
:layer_3:module_3_302:compileDebugKotlin,Number of lines analyzed,762,762,762,762,762,762,
:layer_3:module_3_302:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_302:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_302:compileDebugKotlin,Analysis lines per second,1751,1732,1673,1602,2608,2450,
:layer_3:module_3_302:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_302:compileDebugKotlin,Compiler IR generation line number,762,762,762,762,762,762,
:layer_3:module_3_302:compileDebugKotlin,Number of lines for code generation,762,762,762,762,762,762,
:layer_3:module_3_302:compileDebugKotlin,Compiler IR translation line number,1524,1524,1524,1524,1524,1524,
:layer_3:module_3_302:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_302:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,316,316,316,316,316,316,
:layer_3:module_3_302:compileDebugKotlin,Number of classpath entries,317,317,317,317,317,317,
:layer_3:module_3_302:compileDebugKotlin,Size of shrunk classpath snapshot,74.5,74.5,75,75,75,75,KB
:layer_3:module_3_302:compileDebugKotlin,Size of classpath snapshot,29.7,29.7,30,30,30,30,MB
:layer_3:module_3_302:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_302:compileDebugKotlin,Total size of the cache directory,670.4,670.4,670,670,670,670,KB
:layer_3:module_3_302:compileDebugKotlin,Code generation lines per second,1423,1299,1350,1226,2052,1852,
:layer_3:module_3_302:compileDebugKotlin,Calculate output size,1.16,1.16,1,1,1,1,ms
:layer_3:module_3_302:compileDebugKotlin,Clear jar cache,1.79,1.88,1,1,4,4,ms
:layer_3:module_3_302:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.0,2,2,2,3,ms
:layer_3:module_3_302:compileDebugKotlin,Write history file,1.0,2.0,1,2,1,2,ms
:layer_3:module_3_302:compileDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:layer_3:module_3_302:compileDebugKotlin,Clear output,5.0,1.5,5,2,6,2,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler initialization time,67.8,70.64,62,60,102,109,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler IR generation,198.22,193.36,180,174,277,303,ms
:layer_3:module_3_303:compileDebugKotlin,Total Gradle task time,1990.68,2031.06,2041,2037,2264,2305,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler IR lowering,296.62,274.26,281,263,411,355,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler code generation,495.38,468.28,484,460,636,600,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler IR translation,1475.24,1516.02,1508,1542,1750,1841,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler code analysis,395.82,445.4,393,439,519,568,ms
:layer_3:module_3_303:compileDebugKotlin,Run compilation,1867.58,1898.76,1927,1913,2126,2192,ms
:layer_3:module_3_303:compileDebugKotlin,Incremental compilation in daemon,1849.96,1887.0,1902,1901,2111,2176,ms
:layer_3:module_3_303:compileDebugKotlin,Connect to Kotlin daemon,5.04,10.18,5,4,9,11,ms
:layer_3:module_3_303:compileDebugKotlin,Clear jar cache,2.77,2.29,2,1,5,6,ms
:layer_3:module_3_303:compileDebugKotlin,Calculate output size,3.22,1.25,1,1,3,3,ms
:layer_3:module_3_303:compileDebugKotlin,Start gradle worker,1.18,1.28,1,1,1,2,ms
:layer_3:module_3_303:compileDebugKotlin,Task action before worker execution,14.68,15.0,12,12,24,25,ms
:layer_3:module_3_303:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,72.34,72.84,63,65,100,115,ms
:layer_3:module_3_303:compileDebugKotlin,Update caches,4.66,4.44,4,4,8,7,ms
:layer_3:module_3_303:compileDebugKotlin,Load current classpath snapshot,13.38,14.04,12,13,22,23,ms
:layer_3:module_3_303:compileDebugKotlin,Spent time before task action,46.04,46.7,38,40,80,84,ms
:layer_3:module_3_303:compileDebugKotlin,Run compilation in Gradle worker,1877.02,1914.78,1937,1926,2132,2206,ms
:layer_3:module_3_303:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,74.66,74.96,66,67,102,121,ms
:layer_3:module_3_303:compileDebugKotlin,Sources compilation round,1700.06,1746.34,1753,1759,1977,2003,ms
:layer_3:module_3_303:compileDebugKotlin,Compiler IR lowering line number,645,645,645,645,645,645,
:layer_3:module_3_303:compileDebugKotlin,Number of lines analyzed,645,645,645,645,645,645,
:layer_3:module_3_303:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_303:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_303:compileDebugKotlin,Analysis lines per second,1709,1514,1643,1469,2405,1980,
:layer_3:module_3_303:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_303:compileDebugKotlin,Compiler IR generation line number,645,645,645,645,645,645,
:layer_3:module_3_303:compileDebugKotlin,Number of lines for code generation,645,645,645,645,645,645,
:layer_3:module_3_303:compileDebugKotlin,Compiler IR translation line number,1290,1290,1290,1290,1290,1290,
:layer_3:module_3_303:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_303:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,297,297,297,297,297,297,
:layer_3:module_3_303:compileDebugKotlin,Number of classpath entries,298,298,298,298,298,298,
:layer_3:module_3_303:compileDebugKotlin,Size of shrunk classpath snapshot,63.8,63.8,64,64,64,64,KB
:layer_3:module_3_303:compileDebugKotlin,Size of classpath snapshot,27.8,27.8,28,28,28,28,MB
:layer_3:module_3_303:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_303:compileDebugKotlin,Total size of the cache directory,661.2,661.2,661,661,661,661,KB
:layer_3:module_3_303:compileDebugKotlin,Code generation lines per second,1348,1462,1334,1404,1642,1953,
:layer_3:module_3_303:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,3.0,3,3,3,3,ms
:layer_3:module_3_303:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:layer_3:module_3_303:compileDebugKotlin,Write history file,3.0,4.0,3,4,3,4,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler initialization time,65.26,74.54,58,58,85,140,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler IR generation,255.02,254.3,227,220,367,383,ms
:layer_3:module_3_304:compileDebugKotlin,Total Gradle task time,2394.08,2451.02,2456,2448,2639,2821,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler IR lowering,413.6,431.98,388,408,555,576,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler code generation,669.26,686.78,664,682,803,875,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler IR translation,1833.4,1840.6,1843,1792,2095,2117,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler code analysis,434.5,442.82,427,423,527,570,ms
:layer_3:module_3_304:compileDebugKotlin,Run compilation,2261.84,2305.62,2305,2291,2486,2633,ms
:layer_3:module_3_304:compileDebugKotlin,Incremental compilation in daemon,2249.04,2292.28,2296,2274,2476,2616,ms
:layer_3:module_3_304:compileDebugKotlin,Connect to Kotlin daemon,5.52,4.98,4,4,9,8,ms
:layer_3:module_3_304:compileDebugKotlin,Clear jar cache,1.84,1.69,1,1,3,4,ms
:layer_3:module_3_304:compileDebugKotlin,Calculate output size,1.44,1.52,1,1,3,4,ms
:layer_3:module_3_304:compileDebugKotlin,Start gradle worker,1.39,1.53,1,1,3,3,ms
:layer_3:module_3_304:compileDebugKotlin,Task action before worker execution,15.04,15.9,13,14,25,27,ms
:layer_3:module_3_304:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,75.8,77.7,68,66,107,120,ms
:layer_3:module_3_304:compileDebugKotlin,Update caches,6.3,6.88,5,5,12,11,ms
:layer_3:module_3_304:compileDebugKotlin,Load current classpath snapshot,14.6,13.68,12,11,22,22,ms
:layer_3:module_3_304:compileDebugKotlin,Spent time before task action,44.62,47.06,39,42,68,67,ms
:layer_3:module_3_304:compileDebugKotlin,Run compilation in Gradle worker,2270.5,2314.06,2314,2303,2493,2643,ms
:layer_3:module_3_304:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,77.94,79.82,70,68,109,122,ms
:layer_3:module_3_304:compileDebugKotlin,Sources compilation round,2089.52,2128.48,2113,2102,2335,2432,ms
:layer_3:module_3_304:compileDebugKotlin,Compiler IR lowering line number,895,895,895,895,895,895,
:layer_3:module_3_304:compileDebugKotlin,Number of lines analyzed,895,895,895,895,895,895,
:layer_3:module_3_304:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_304:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_304:compileDebugKotlin,Analysis lines per second,2138,2093,2096,2115,2646,2585,
:layer_3:module_3_304:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_304:compileDebugKotlin,Compiler IR generation line number,895,895,895,895,895,895,
:layer_3:module_3_304:compileDebugKotlin,Number of lines for code generation,895,895,895,895,895,895,
:layer_3:module_3_304:compileDebugKotlin,Compiler IR translation line number,1790,1790,1790,1790,1790,1790,
:layer_3:module_3_304:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_304:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,280,280,280,280,280,280,
:layer_3:module_3_304:compileDebugKotlin,Number of classpath entries,281,281,281,281,281,281,
:layer_3:module_3_304:compileDebugKotlin,Size of shrunk classpath snapshot,54.6,54.6,55,55,55,55,KB
:layer_3:module_3_304:compileDebugKotlin,Size of classpath snapshot,25.4,25.4,25,25,25,25,MB
:layer_3:module_3_304:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_304:compileDebugKotlin,Total size of the cache directory,680.1,680.1,680,680,680,680,KB
:layer_3:module_3_304:compileDebugKotlin,Code generation lines per second,1377,1340,1347,1313,1736,1702,
:layer_3:module_3_304:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_3:module_3_304:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.0,3,2,3,3,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler initialization time,68.06,65.46,56,64,109,107,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler IR generation,175.86,177.04,164,167,236,243,ms
:layer_3:module_3_305:compileDebugKotlin,Total Gradle task time,2062.78,2110.12,2071,2129,2241,2380,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler IR lowering,280.52,272.34,259,263,396,354,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler code generation,456.88,449.82,425,451,662,572,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler IR translation,1620.84,1672.46,1649,1748,1953,1965,ms
:layer_3:module_3_305:compileDebugKotlin,Compiler code analysis,464.24,464.58,431,435,615,610,ms
:layer_3:module_3_305:compileDebugKotlin,Run compilation,1940.54,1976.8,1950,2003,2113,2241,ms
:layer_3:module_3_305:compileDebugKotlin,Incremental compilation in daemon,1929.18,1961.76,1939,1992,2098,2231,ms
:layer_3:module_3_305:compileDebugKotlin,Connect to Kotlin daemon,7.28,13.48,5,5,11,12,ms
:layer_3:module_3_305:compileDebugKotlin,Calculate output size,1.22,1.38,1,1,2,3,ms
