Category,Metric,varianta_parallel Mean,variantb_g1 Mean,varianta_parallel P50,variantb_g1 P50,varianta_parallel P90,variantb_g1 P90,Unit
:layer_0:module_0_8:compileDebugKotlin,Connect to Kotlin daemon,7.9,6.6,6,6,10,11,ms
:layer_0:module_0_8:compileDebugKotlin,Clear jar cache,1.53,1.64,1,1,3,3,ms
:layer_0:module_0_8:compileDebugKotlin,Calculate output size,1.54,1.64,1,1,4,4,ms
:layer_0:module_0_8:compileDebugKotlin,Start gradle worker,1.78,1.6,1,1,3,3,ms
:layer_0:module_0_8:compileDebugKotlin,Task action before worker execution,11.92,14.58,11,12,14,24,ms
:layer_0:module_0_8:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,25.66,30.1,21,21,41,45,ms
:layer_0:module_0_8:compileDebugKotlin,Update caches,7.58,6.7,7,6,12,12,ms
:layer_0:module_0_8:compileDebugKotlin,Load current classpath snapshot,3.54,3.48,3,3,6,6,ms
:layer_0:module_0_8:compileDebugKotlin,Spent time before task action,33.08,35.72,31,36,44,50,ms
:layer_0:module_0_8:compileDebugKotlin,Run compilation in Gradle worker,2072.34,2005.98,1991,1959,2492,2362,ms
:layer_0:module_0_8:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,26.9,31.6,22,23,42,50,ms
:layer_0:module_0_8:compileDebugKotlin,Sources compilation round,1944.68,1880.14,1857,1835,2370,2201,ms
:layer_0:module_0_8:compileDebugKotlin,Compiler IR lowering line number,675,675,675,675,675,675,
:layer_0:module_0_8:compileDebugKotlin,Number of lines analyzed,675,675,675,675,675,675,
:layer_0:module_0_8:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_8:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_8:compileDebugKotlin,Analysis lines per second,1522,1487,1505,1510,1831,1787,
:layer_0:module_0_8:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_8:compileDebugKotlin,Compiler IR generation line number,675,675,675,675,675,675,
:layer_0:module_0_8:compileDebugKotlin,Number of lines for code generation,675,675,675,675,675,675,
:layer_0:module_0_8:compileDebugKotlin,Compiler IR translation line number,1350,1350,1350,1350,1350,1350,
:layer_0:module_0_8:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_8:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,93,93,93,93,93,
:layer_0:module_0_8:compileDebugKotlin,Number of classpath entries,94,94,94,94,94,94,
:layer_0:module_0_8:compileDebugKotlin,Size of shrunk classpath snapshot,23.5,23.5,24,24,24,24,KB
:layer_0:module_0_8:compileDebugKotlin,Size of classpath snapshot,5.4,5.4,5,5,5,5,MB
:layer_0:module_0_8:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_8:compileDebugKotlin,Total size of the cache directory,639.2,639.2,639,639,639,639,KB
:layer_0:module_0_8:compileDebugKotlin,Code generation lines per second,1270,1188,1302,1191,1562,1534,
:layer_0:module_0_8:compileDebugKotlin,Write history file,3.0,1.0,3,1,3,1,ms
:layer_0:module_0_8:compileDebugKotlin,Store build info,3.5,,4,,4,,ms
:layer_0:module_0_8:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,1.83,3,2,3,3,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler initialization time,67.62,45.1,49,41,72,64,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler IR generation,284.58,302.52,268,264,373,447,ms
:layer_0:module_0_80:compileDebugKotlin,Total Gradle task time,2475.96,2444.9,2372,2390,3098,2878,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler IR lowering,405.8,433.84,395,408,522,553,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler code generation,690.9,736.8,670,695,875,1017,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler IR translation,1705.36,1708.76,1624,1687,2036,2073,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler code analysis,587.0,547.64,527,534,756,675,ms
:layer_0:module_0_80:compileDebugKotlin,Run compilation,2332.32,2315.44,2255,2236,2835,2715,ms
:layer_0:module_0_80:compileDebugKotlin,Incremental compilation in daemon,2317.84,2302.1,2231,2219,2827,2701,ms
:layer_0:module_0_80:compileDebugKotlin,Connect to Kotlin daemon,27.02,14.0,6,5,12,12,ms
:layer_0:module_0_80:compileDebugKotlin,Calculate output size,1.68,1.5,1,1,4,4,ms
:layer_0:module_0_80:compileDebugKotlin,Task action before worker execution,14.82,14.7,13,13,23,22,ms
:layer_0:module_0_80:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.4,29.18,21,22,40,43,ms
:layer_0:module_0_80:compileDebugKotlin,Update caches,14.58,9.2,8,8,18,16,ms
:layer_0:module_0_80:compileDebugKotlin,Load current classpath snapshot,3.54,3.46,3,3,6,6,ms
:layer_0:module_0_80:compileDebugKotlin,Spent time before task action,32.64,36.24,29,32,50,52,ms
:layer_0:module_0_80:compileDebugKotlin,Run compilation in Gradle worker,2362.54,2332.26,2265,2269,2956,2726,ms
:layer_0:module_0_80:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,28.74,30.38,22,23,42,45,ms
:layer_0:module_0_80:compileDebugKotlin,Sources compilation round,2202.92,2188.7,2118,2093,2736,2555,ms
:layer_0:module_0_80:compileDebugKotlin,Compiler IR lowering line number,854,854,854,854,854,854,
:layer_0:module_0_80:compileDebugKotlin,Number of lines analyzed,854,854,854,854,854,854,
:layer_0:module_0_80:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_80:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_80:compileDebugKotlin,Analysis lines per second,1562,1584,1620,1599,1906,1823,
:layer_0:module_0_80:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_80:compileDebugKotlin,Compiler IR generation line number,854,854,854,854,854,854,
:layer_0:module_0_80:compileDebugKotlin,Number of lines for code generation,854,854,854,854,854,854,
:layer_0:module_0_80:compileDebugKotlin,Compiler IR translation line number,1708,1708,1708,1708,1708,1708,
:layer_0:module_0_80:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_80:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,93,93,93,93,93,
:layer_0:module_0_80:compileDebugKotlin,Number of classpath entries,94,94,94,94,94,94,
:layer_0:module_0_80:compileDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:layer_0:module_0_80:compileDebugKotlin,Size of classpath snapshot,5.4,5.4,5,5,5,5,MB
:layer_0:module_0_80:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_80:compileDebugKotlin,Total size of the cache directory,671.4,671.4,671,671,671,671,KB
:layer_0:module_0_80:compileDebugKotlin,Code generation lines per second,1268,1227,1274,1229,1540,1586,
:layer_0:module_0_80:compileDebugKotlin,Start gradle worker,1.5,1.67,1,1,3,4,ms
:layer_0:module_0_80:compileDebugKotlin,Clear jar cache,1.83,1.58,2,1,4,3,ms
:layer_0:module_0_80:compileDebugKotlin,Save shrunk current classpath snapshot,2.25,2.25,2,2,5,4,ms
:layer_0:module_0_80:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_0:module_0_80:compileDebugKotlin,Write history file,4.0,2.0,4,2,4,2,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler initialization time,44.54,48.94,43,47,65,71,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler IR generation,147.68,156.28,146,146,198,212,ms
:layer_0:module_0_9:compileDebugKotlin,Total Gradle task time,1684.2,1718.68,1658,1699,2012,2094,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler IR lowering,226.32,249.08,206,243,341,331,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler code generation,374.52,405.92,370,399,489,514,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler IR translation,1302.08,1243.8,1240,1241,1665,1525,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler code analysis,389.58,420.08,379,403,477,543,ms
:layer_0:module_0_9:compileDebugKotlin,Run compilation,1570.1,1607.88,1571,1582,1883,1912,ms
:layer_0:module_0_9:compileDebugKotlin,Incremental compilation in daemon,1557.2,1591.62,1559,1574,1872,1892,ms
:layer_0:module_0_9:compileDebugKotlin,Connect to Kotlin daemon,11.44,9.32,8,6,14,14,ms
:layer_0:module_0_9:compileDebugKotlin,Clear jar cache,1.45,1.55,1,1,3,3,ms
:layer_0:module_0_9:compileDebugKotlin,Calculate output size,1.58,1.46,1,1,4,3,ms
:layer_0:module_0_9:compileDebugKotlin,Task action before worker execution,15.32,12.5,15,11,24,20,ms
:layer_0:module_0_9:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,26.88,25.7,23,23,41,42,ms
:layer_0:module_0_9:compileDebugKotlin,Update caches,5.14,5.38,4,4,9,9,ms
:layer_0:module_0_9:compileDebugKotlin,Load current classpath snapshot,3.58,3.68,3,3,6,7,ms
:layer_0:module_0_9:compileDebugKotlin,Spent time before task action,29.26,28.68,27,25,46,46,ms
:layer_0:module_0_9:compileDebugKotlin,Run compilation in Gradle worker,1584.38,1620.4,1576,1594,1896,1919,ms
:layer_0:module_0_9:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,28.12,27.04,24,24,43,43,ms
:layer_0:module_0_9:compileDebugKotlin,Sources compilation round,1464.28,1500.86,1455,1495,1773,1770,ms
:layer_0:module_0_9:compileDebugKotlin,Compiler IR lowering line number,442,442,442,442,442,442,
:layer_0:module_0_9:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_9:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_9:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_9:compileDebugKotlin,Analysis lines per second,1168,1095,1168,1098,1438,1402,
:layer_0:module_0_9:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_9:compileDebugKotlin,Compiler IR generation line number,442,442,442,442,442,442,
:layer_0:module_0_9:compileDebugKotlin,Number of lines for code generation,442,442,442,442,442,442,
:layer_0:module_0_9:compileDebugKotlin,Compiler IR translation line number,884,884,884,884,884,884,
:layer_0:module_0_9:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_9:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,93,93,93,93,93,
:layer_0:module_0_9:compileDebugKotlin,Number of classpath entries,94,94,94,94,94,94,
:layer_0:module_0_9:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_9:compileDebugKotlin,Size of classpath snapshot,5.4,5.4,5,5,5,5,MB
:layer_0:module_0_9:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_9:compileDebugKotlin,Total size of the cache directory,572.7,572.7,573,573,573,573,KB
:layer_0:module_0_9:compileDebugKotlin,Code generation lines per second,1232,1121,1195,1108,1574,1441,
:layer_0:module_0_9:compileDebugKotlin,Start gradle worker,2.29,9.8,2,1,4,51,ms
:layer_0:module_0_9:compileDebugKotlin,Save shrunk current classpath snapshot,1.5,2.67,1,3,3,3,ms
:layer_0:module_0_9:compileDebugKotlin,Write history file,3.33,1.0,3,1,4,1,ms
:layer_0:module_0_9:compileDebugKotlin,Clear output,3.0,1.0,3,1,3,1,ms
:layer_0:module_0_9:compileDebugKotlin,Store build info,6.0,2.0,6,2,6,2,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler initialization time,65.76,64.46,68,66,88,78,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler IR generation,353.12,403.56,331,353,430,456,ms
:layer_1:module_1_100:compileDebugKotlin,Total Gradle task time,2872.72,3019.64,2830,2931,3347,3662,ms
:layer_1:module_1_100:compileDebugKotlin,Save shrunk current classpath snapshot,4.06,3.73,4,3,7,7,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler IR lowering,424.52,449.62,400,400,546,568,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler code generation,778.22,853.74,753,777,965,1467,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler IR translation,1906.38,1976.22,1826,1845,2328,2497,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler code analysis,658.36,709.6,616,669,816,842,ms
:layer_1:module_1_100:compileDebugKotlin,Run compilation,2713.78,2860.54,2669,2789,3205,3498,ms
:layer_1:module_1_100:compileDebugKotlin,Incremental compilation in daemon,2698.06,2842.18,2653,2757,3191,3482,ms
:layer_1:module_1_100:compileDebugKotlin,Connect to Kotlin daemon,9.94,7.46,9,7,14,12,ms
:layer_1:module_1_100:compileDebugKotlin,Clear jar cache,2.05,1.93,2,1,4,4,ms
:layer_1:module_1_100:compileDebugKotlin,Calculate output size,1.5,1.38,1,1,4,3,ms
:layer_1:module_1_100:compileDebugKotlin,Start gradle worker,2.17,2.22,1,1,4,4,ms
:layer_1:module_1_100:compileDebugKotlin,Task action before worker execution,23.0,22.92,25,25,33,33,ms
:layer_1:module_1_100:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,139.5,140.52,134,137,196,184,ms
:layer_1:module_1_100:compileDebugKotlin,Update caches,9.24,7.78,9,6,14,13,ms
:layer_1:module_1_100:compileDebugKotlin,Load current classpath snapshot,95.58,99.32,95,96,134,124,ms
:layer_1:module_1_100:compileDebugKotlin,Spent time before task action,53.94,56.78,56,56,69,78,ms
:layer_1:module_1_100:compileDebugKotlin,Run compilation in Gradle worker,2727.7,2871.96,2683,2796,3220,3512,ms
:layer_1:module_1_100:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,145.04,145.96,142,142,202,195,ms
:layer_1:module_1_100:compileDebugKotlin,Sources compilation round,2460.98,2620.96,2418,2511,2947,3260,ms
:layer_1:module_1_100:compileDebugKotlin,Compiler IR lowering line number,792,792,792,792,792,792,
:layer_1:module_1_100:compileDebugKotlin,Number of lines analyzed,792,792,792,792,792,792,
:layer_1:module_1_100:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_100:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_100:compileDebugKotlin,Analysis lines per second,1264,1160,1286,1185,1548,1351,
:layer_1:module_1_100:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_100:compileDebugKotlin,Compiler IR generation line number,792,792,792,792,792,792,
:layer_1:module_1_100:compileDebugKotlin,Number of lines for code generation,792,792,792,792,792,792,
:layer_1:module_1_100:compileDebugKotlin,Compiler IR translation line number,1584,1584,1584,1584,1584,1584,
:layer_1:module_1_100:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_100:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,93,93,93,96,93,
:layer_1:module_1_100:compileDebugKotlin,Number of classpath entries,141,141,141,141,141,141,
:layer_1:module_1_100:compileDebugKotlin,Size of shrunk classpath snapshot,39.6,39.6,40,40,40,40,KB
:layer_1:module_1_100:compileDebugKotlin,Size of classpath snapshot,9.9,9.9,10,10,10,10,MB
:layer_1:module_1_100:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,47,47,48,48,48,48,
:layer_1:module_1_100:compileDebugKotlin,Total size of the cache directory,667.3,667.3,667,667,667,667,KB
:layer_1:module_1_100:compileDebugKotlin,Code generation lines per second,1059,1011,1052,1019,1292,1327,
:layer_1:module_1_100:compileDebugKotlin,Clear output,2.0,2.0,2,2,2,2,ms
:layer_1:module_1_100:compileDebugKotlin,Write history file,2.0,,2,,2,,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler initialization time,63.32,57.1,62,58,81,76,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler IR generation,266.04,283.2,246,282,384,379,ms
:layer_1:module_1_101:compileDebugKotlin,Total Gradle task time,2720.12,2690.5,2713,2591,3097,3223,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler IR lowering,449.5,443.4,436,430,545,627,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler code generation,716.12,727.18,700,712,877,910,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler IR translation,1981.06,1993.12,1884,1880,2338,2792,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler code analysis,645.48,607.82,646,582,755,796,ms
:layer_1:module_1_101:compileDebugKotlin,Run compilation,2561.62,2522.5,2556,2449,2896,3079,ms
:layer_1:module_1_101:compileDebugKotlin,Incremental compilation in daemon,2545.36,2506.24,2542,2429,2883,3063,ms
:layer_1:module_1_101:compileDebugKotlin,Connect to Kotlin daemon,7.86,8.04,7,7,14,13,ms
:layer_1:module_1_101:compileDebugKotlin,Calculate output size,1.7,1.74,1,1,4,4,ms
:layer_1:module_1_101:compileDebugKotlin,Task action before worker execution,24.96,21.58,21,22,29,31,ms
:layer_1:module_1_101:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.58,31.24,40,28,52,47,ms
:layer_1:module_1_101:compileDebugKotlin,Update caches,9.76,8.9,10,9,15,13,ms
:layer_1:module_1_101:compileDebugKotlin,Load current classpath snapshot,6.56,5.24,6,4,15,8,ms
:layer_1:module_1_101:compileDebugKotlin,Spent time before task action,43.8,53.7,42,50,61,73,ms
:layer_1:module_1_101:compileDebugKotlin,Run compilation in Gradle worker,2574.5,2535.74,2564,2461,2904,3090,ms
:layer_1:module_1_101:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.86,33.02,43,30,55,50,ms
:layer_1:module_1_101:compileDebugKotlin,Sources compilation round,2420.14,2394.38,2430,2337,2728,2967,ms
:layer_1:module_1_101:compileDebugKotlin,Compiler IR lowering line number,665,665,665,665,665,665,
:layer_1:module_1_101:compileDebugKotlin,Number of lines analyzed,665,665,665,665,665,665,
:layer_1:module_1_101:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_101:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_101:compileDebugKotlin,Analysis lines per second,1073,1130,1029,1142,1330,1391,
:layer_1:module_1_101:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_101:compileDebugKotlin,Compiler IR generation line number,665,665,665,665,665,665,
:layer_1:module_1_101:compileDebugKotlin,Number of lines for code generation,665,665,665,665,665,665,
:layer_1:module_1_101:compileDebugKotlin,Compiler IR translation line number,1330,1330,1330,1330,1330,1330,
:layer_1:module_1_101:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_101:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,96,96,96,96,
:layer_1:module_1_101:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:layer_1:module_1_101:compileDebugKotlin,Size of shrunk classpath snapshot,23.4,23.4,23,23,23,23,KB
:layer_1:module_1_101:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:layer_1:module_1_101:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,4,1,
:layer_1:module_1_101:compileDebugKotlin,Total size of the cache directory,672.0,672.0,672,672,672,672,KB
:layer_1:module_1_101:compileDebugKotlin,Code generation lines per second,966,951,950,934,1245,1304,
:layer_1:module_1_101:compileDebugKotlin,Save shrunk current classpath snapshot,3.57,1.43,3,1,6,2,ms
:layer_1:module_1_101:compileDebugKotlin,Clear jar cache,2.07,6.82,1,1,6,4,ms
:layer_1:module_1_101:compileDebugKotlin,Start gradle worker,2.5,2.41,2,2,5,6,ms
:layer_1:module_1_101:compileDebugKotlin,Clear outputs on rebuild,2.0,5.0,2,5,2,5,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler initialization time,59.38,57.9,63,54,81,78,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler IR generation,136.96,146.58,129,138,183,203,ms
:layer_1:module_1_102:compileDebugKotlin,Total Gradle task time,2072.8,1966.66,1916,1917,2859,2407,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler IR lowering,252.98,251.22,236,250,342,353,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler code generation,390.32,398.28,371,390,510,535,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler IR translation,1447.32,1516.64,1380,1381,1621,1883,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler code analysis,481.36,476.58,446,467,650,613,ms
:layer_1:module_1_102:compileDebugKotlin,Run compilation,1946.26,1827.96,1799,1785,2738,2221,ms
:layer_1:module_1_102:compileDebugKotlin,Incremental compilation in daemon,1929.2,1808.46,1785,1760,2718,2202,ms
:layer_1:module_1_102:compileDebugKotlin,Connect to Kotlin daemon,11.3,21.1,7,8,13,14,ms
:layer_1:module_1_102:compileDebugKotlin,Clear jar cache,2.04,1.92,2,2,4,4,ms
:layer_1:module_1_102:compileDebugKotlin,Calculate output size,1.86,1.5,1,1,4,4,ms
:layer_1:module_1_102:compileDebugKotlin,Task action before worker execution,17.72,19.58,19,20,24,28,ms
:layer_1:module_1_102:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,43.62,46.88,41,45,60,68,ms
:layer_1:module_1_102:compileDebugKotlin,Update caches,4.76,4.4,4,4,9,7,ms
:layer_1:module_1_102:compileDebugKotlin,Load current classpath snapshot,12.36,13.98,13,13,17,22,ms
:layer_1:module_1_102:compileDebugKotlin,Spent time before task action,38.02,39.1,37,40,54,50,ms
:layer_1:module_1_102:compileDebugKotlin,Run compilation in Gradle worker,1961.18,1853.28,1810,1809,2748,2277,ms
:layer_1:module_1_102:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.78,48.74,42,48,64,70,ms
:layer_1:module_1_102:compileDebugKotlin,Sources compilation round,1658.9,1694.9,1643,1655,1856,2039,ms
:layer_1:module_1_102:compileDebugKotlin,Compiler IR lowering line number,375,375,375,375,375,375,
:layer_1:module_1_102:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:layer_1:module_1_102:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_102:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_102:compileDebugKotlin,Analysis lines per second,816,821,841,803,1038,1143,
:layer_1:module_1_102:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_102:compileDebugKotlin,Compiler IR generation line number,375,375,375,375,375,375,
:layer_1:module_1_102:compileDebugKotlin,Number of lines for code generation,375,375,375,375,375,375,
:layer_1:module_1_102:compileDebugKotlin,Compiler IR translation line number,750,750,750,750,750,750,
:layer_1:module_1_102:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_102:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,102,103,103,103,103,
:layer_1:module_1_102:compileDebugKotlin,Number of classpath entries,110,110,110,110,110,110,
:layer_1:module_1_102:compileDebugKotlin,Size of shrunk classpath snapshot,27.5,27.5,28,28,28,28,KB
:layer_1:module_1_102:compileDebugKotlin,Size of classpath snapshot,7.0,7.0,7,7,7,7,MB
:layer_1:module_1_102:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,7,7,7,7,7,
:layer_1:module_1_102:compileDebugKotlin,Total size of the cache directory,559.2,559.2,559,559,559,559,KB
:layer_1:module_1_102:compileDebugKotlin,Code generation lines per second,1034,996,1011,961,1347,1418,
:layer_1:module_1_102:compileDebugKotlin,Start gradle worker,2.51,2.26,3,1,5,4,ms
:layer_1:module_1_102:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,2.25,3,3,3,4,ms
:layer_1:module_1_102:compileDebugKotlin,Clear output,3.0,1.33,3,1,4,2,ms
:layer_1:module_1_102:compileDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,2,ms
:layer_1:module_1_102:compileDebugKotlin,Store build info,3.0,4.33,3,3,3,8,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler initialization time,65.26,57.6,65,63,84,78,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler IR generation,460.5,554.04,429,506,586,734,ms
:layer_1:module_1_103:compileDebugKotlin,Total Gradle task time,3929.04,4036.64,3650,4067,5267,4780,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler IR lowering,672.88,743.02,660,718,830,1030,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler code generation,1133.86,1297.6,1112,1244,1404,1757,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler IR translation,2440.24,2770.64,2365,2637,2827,3926,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler code analysis,789.98,863.94,746,858,959,1095,ms
:layer_1:module_1_103:compileDebugKotlin,Run compilation,3757.2,3823.7,3478,3871,5084,4580,ms
:layer_1:module_1_103:compileDebugKotlin,Incremental compilation in daemon,3741.94,3806.94,3465,3857,5071,4555,ms
:layer_1:module_1_103:compileDebugKotlin,Connect to Kotlin daemon,7.62,8.26,8,8,12,14,ms
:layer_1:module_1_103:compileDebugKotlin,Clear jar cache,2.22,2.35,1,1,5,5,ms
:layer_1:module_1_103:compileDebugKotlin,Calculate output size,1.54,1.9,1,1,3,4,ms
:layer_1:module_1_103:compileDebugKotlin,Start gradle worker,1.61,1.64,1,1,3,4,ms
:layer_1:module_1_103:compileDebugKotlin,Task action before worker execution,22.92,28.24,24,29,32,38,ms
:layer_1:module_1_103:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,61.7,60.46,52,58,84,85,ms
:layer_1:module_1_103:compileDebugKotlin,Update caches,17.06,17.4,14,16,24,24,ms
:layer_1:module_1_103:compileDebugKotlin,Load current classpath snapshot,22.52,22.94,24,23,35,35,ms
:layer_1:module_1_103:compileDebugKotlin,Spent time before task action,51.5,60.18,54,57,72,78,ms
:layer_1:module_1_103:compileDebugKotlin,Run compilation in Gradle worker,3768.14,3836.94,3489,3884,5095,4592,ms
:layer_1:module_1_103:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.58,62.54,53,61,90,87,ms
:layer_1:module_1_103:compileDebugKotlin,Sources compilation round,3215.42,3611.98,3126,3619,3699,4299,ms
:layer_1:module_1_103:compileDebugKotlin,Compiler IR lowering line number,1050,1050,1050,1050,1050,1050,
:layer_1:module_1_103:compileDebugKotlin,Number of lines analyzed,1050,1050,1050,1050,1050,1050,
:layer_1:module_1_103:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_1:module_1_103:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_1:module_1_103:compileDebugKotlin,Analysis lines per second,1385,1253,1407,1224,1688,1557,
:layer_1:module_1_103:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_1:module_1_103:compileDebugKotlin,Compiler IR generation line number,1050,1050,1050,1050,1050,1050,
:layer_1:module_1_103:compileDebugKotlin,Number of lines for code generation,1050,1050,1050,1050,1050,1050,
:layer_1:module_1_103:compileDebugKotlin,Compiler IR translation line number,2100,2100,2100,2100,2100,2100,
:layer_1:module_1_103:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_1:module_1_103:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,119,119,119,119,119,119,
:layer_1:module_1_103:compileDebugKotlin,Number of classpath entries,132,132,132,132,132,132,
