Category,Metric,varianta_main Mean,variantb_lint_2g Mean,varianta_main P50,variantb_lint_2g P50,varianta_main P90,variantb_lint_2g P90,Unit
Task Path,:layer_1:module_1_136:compileDebugKotlin,2570,2710,2290,2750,4097,3417,ms
Task Path,:layer_1:module_1_135:lintAnalyzeDebug,6419,5395,5143,4770,11107,9300,ms
Task Path,:layer_1:module_1_133:lintAnalyzeDebug,8699,7159,7834,6616,12775,11286,ms
Task Path,:layer_1:module_1_134:lintAnalyzeDebug,8033,6244,6746,6142,12152,6992,ms
Task Path,:layer_1:module_1_136:lintAnalyzeDebug,7349,6617,6260,6158,10523,10345,ms
Task Path,:layer_1:module_1_137:compileDebugKotlin,2251,2400,2236,2275,3102,2926,ms
Task Path,:layer_1:module_1_138:compileDebugKotlin,2359,2373,2270,2403,2854,3187,ms
Task Path,:layer_1:module_1_139:compileDebugKotlin,3242,2964,2952,2581,4065,6080,ms
Task Path,:layer_1:module_1_140:compileDebugKotlin,2477,2651,2400,2347,3051,5392,ms
Task Path,:layer_1:module_1_137:lintAnalyzeDebug,6670,5759,5859,4984,9474,9776,ms
Task Path,:layer_1:module_1_138:lintAnalyzeDebug,5884,5301,5414,4496,7740,8862,ms
Task Path,:layer_1:module_1_141:compileDebugKotlin,1790,2029,1742,2114,2282,2587,ms
Task Path,:layer_1:module_1_139:lintAnalyzeDebug,6890,6300,6622,5790,8560,9678,ms
Task Path,:layer_1:module_1_140:lintAnalyzeDebug,5547,4685,5253,4661,7295,5211,ms
Task Path,:layer_1:module_1_142:compileDebugKotlin,2232,2640,2217,2568,2686,3251,ms
Task Path,:layer_1:module_1_143:compileDebugKotlin,2382,2236,2309,2286,2862,2620,ms
Task Path,:layer_1:module_1_144:compileDebugKotlin,2345,2023,2136,2055,3941,2362,ms
Task Path,:layer_1:module_1_141:lintAnalyzeDebug,5507,4666,5019,4313,7677,7526,ms
Task Path,:layer_1:module_1_142:lintAnalyzeDebug,7430,5971,6838,5647,9473,9487,ms
Task Path,:layer_1:module_1_145:compileDebugKotlin,2292,2639,2126,2457,3614,3626,ms
Task Path,:layer_1:module_1_143:lintAnalyzeDebug,5781,4308,5083,4287,7788,4825,ms
Task Path,:layer_1:module_1_144:lintAnalyzeDebug,4884,3784,4359,3804,7271,4146,ms
Task Path,:layer_1:module_1_146:compileDebugKotlin,1814,2194,1905,1946,2237,3161,ms
Task Path,:layer_1:module_1_147:compileDebugKotlin,2432,2451,2302,2376,2962,3204,ms
Task Path,:layer_1:module_1_148:compileDebugKotlin,2302,2401,2260,2338,2628,3324,ms
Task Path,:layer_1:module_1_145:lintAnalyzeDebug,5816,5283,5570,5058,7842,7800,ms
Task Path,:layer_1:module_1_146:lintAnalyzeDebug,5016,4421,4560,4098,7119,6577,ms
Task Path,:layer_1:module_1_149:compileDebugKotlin,2753,2835,2369,2613,4880,4542,ms
Task Path,:layer_1:module_1_147:lintAnalyzeDebug,5527,4611,5050,4703,7643,5057,ms
Task Path,:layer_1:module_1_148:lintAnalyzeDebug,5615,4518,5114,4485,7854,4853,ms
Task Path,:layer_1:module_1_150:compileDebugKotlin,2479,2937,2249,2868,4370,4154,ms
Task Path,:layer_1:module_1_151:compileDebugKotlin,2390,2767,2338,2374,2912,5690,ms
Task Path,:layer_1:module_1_152:compileDebugKotlin,2421,2631,2338,2354,2925,3610,ms
Task Path,:layer_1:module_1_149:lintAnalyzeDebug,6886,5965,6739,5911,7395,6324,ms
Task Path,:layer_1:module_1_150:lintAnalyzeDebug,7333,6180,7042,6022,9151,6689,ms
Task Path,:layer_1:module_1_151:lintAnalyzeDebug,5853,4705,5324,4764,7697,5335,ms
Task Path,:layer_1:module_1_152:lintAnalyzeDebug,6013,5235,5559,5096,7981,7516,ms
Task Path,:layer_1:module_1_153:compileDebugKotlin,2294,2451,2222,2486,3135,2936,ms
Task Path,:layer_1:module_1_154:compileDebugKotlin,2473,2400,2259,2436,3268,2849,ms
Task Path,:layer_1:module_1_155:compileDebugKotlin,2443,2101,2058,2114,4956,2446,ms
Task Path,:layer_1:module_1_156:compileDebugKotlin,2487,2429,2333,2448,3814,2964,ms
Task Path,:layer_1:module_1_153:lintAnalyzeDebug,6873,5361,6280,5389,9143,6016,ms
Task Path,:layer_1:module_1_155:lintAnalyzeDebug,5232,4533,4824,4512,7612,5093,ms
Task Path,:layer_1:module_1_154:lintAnalyzeDebug,6278,5036,5792,5103,8689,5462,ms
Task Path,:layer_1:module_1_157:compileDebugKotlin,1988,2460,1992,2280,2228,2971,ms
Task Path,:layer_1:module_1_158:compileDebugKotlin,2365,2572,2296,2438,3579,3168,ms
Task Path,:layer_1:module_1_159:compileDebugKotlin,2200,2125,2122,2142,3242,2803,ms
Task Path,:layer_1:module_1_156:lintAnalyzeDebug,5740,5853,5239,5536,7723,8213,ms
Task Path,:layer_1:module_1_160:compileDebugKotlin,2188,2570,2171,2628,2437,3162,ms
Task Path,:layer_1:module_1_157:lintAnalyzeDebug,6280,5214,5701,4922,8745,8075,ms
Task Path,:layer_1:module_1_158:lintAnalyzeDebug,6800,5053,6047,4940,8387,6268,ms
Task Path,:layer_1:module_1_159:lintAnalyzeDebug,6411,4736,5425,4508,7843,5542,ms
Task Path,:layer_1:module_1_161:compileDebugKotlin,2245,2757,2315,2596,2628,3678,ms
Task Path,:layer_1:module_1_162:compileDebugKotlin,2261,2468,2291,2482,2636,2890,ms
Task Path,:layer_1:module_1_163:compileDebugKotlin,2261,2197,2286,2203,2726,2836,ms
Task Path,:layer_1:module_1_160:lintAnalyzeDebug,6629,5663,6122,5493,8739,6220,ms
Task Path,:layer_1:module_1_164:compileDebugKotlin,2053,1888,1809,1936,3422,2446,ms
Task Path,:layer_1:module_1_161:lintAnalyzeDebug,7706,5671,6934,5733,9779,6528,ms
Task Path,:layer_1:module_1_162:lintAnalyzeDebug,7578,5842,8071,5243,10246,8216,ms
Task Path,:layer_1:module_1_163:lintAnalyzeDebug,7295,5784,7310,5276,10535,8336,ms
Task Path,:layer_1:module_1_164:lintAnalyzeDebug,5225,4369,4270,4315,8321,5060,ms
Task Path,:layer_1:module_1_165:compileDebugKotlin,1661,1871,1503,1906,2121,2240,ms
Task Path,:layer_1:module_1_166:compileDebugKotlin,1725,1816,1603,1858,2386,2131,ms
Task Path,:layer_1:module_1_167:compileDebugKotlin,1993,2141,2050,2163,2456,2680,ms
Task Path,:layer_1:module_1_168:compileDebugKotlin,1907,2006,1990,2078,2243,2460,ms
Task Path,:layer_1:module_1_165:lintAnalyzeDebug,4611,3808,4409,3795,5336,4537,ms
Task Path,:layer_1:module_1_166:lintAnalyzeDebug,4540,4134,4251,3754,5910,6705,ms
Task Path,:layer_1:module_1_167:lintAnalyzeDebug,5646,4802,5243,4613,7932,5659,ms
Task Path,:layer_1:module_1_169:compileDebugKotlin,1853,1795,1759,1810,2051,2186,ms
Task Path,:layer_1:module_1_170:compileDebugKotlin,2177,2160,2051,2152,3656,2574,ms
Task Path,:layer_1:module_1_168:lintAnalyzeDebug,5706,4527,4951,4440,8119,5231,ms
Task Path,:layer_1:module_1_171:compileDebugKotlin,2283,2524,2265,2492,2667,2983,ms
Task Path,:layer_1:module_1_172:compileDebugKotlin,2268,2427,2251,2423,2554,2892,ms
Task Path,:layer_1:module_1_169:lintAnalyzeDebug,5156,4255,4631,4020,7186,5559,ms
Task Path,:layer_1:module_1_170:lintAnalyzeDebug,6017,5465,5503,5275,8093,8267,ms
Task Path,:layer_1:module_1_173:compileDebugKotlin,1687,1690,1675,1697,2131,2080,ms
Task Path,:layer_1:module_1_174:compileDebugKotlin,2255,2319,2214,2308,3407,2702,ms
Task Path,:layer_1:module_1_171:lintAnalyzeDebug,6669,5771,6221,5412,8721,8611,ms
Task Path,:layer_1:module_1_172:lintAnalyzeDebug,6781,5533,6124,5651,8996,6503,ms
Task Path,:layer_1:module_1_173:lintAnalyzeDebug,4634,4050,4027,3750,6946,6954,ms
Task Path,:layer_1:module_1_175:compileDebugKotlin,1657,1749,1689,1778,2088,2189,ms
Task Path,:layer_1:module_1_176:compileDebugKotlin,2343,2162,2281,2163,2538,2650,ms
Task Path,:layer_1:module_1_177:compileDebugKotlin,1739,1696,1749,1737,2085,2184,ms
Task Path,:layer_1:module_1_174:lintAnalyzeDebug,6464,6260,6316,5673,8183,9939,ms
Task Path,:layer_1:module_1_175:lintAnalyzeDebug,5100,5015,4687,4274,6880,8692,ms
Task Path,:layer_1:module_1_178:compileDebugKotlin,2139,2316,1867,2146,4638,3248,ms
Task Path,:layer_1:module_1_177:lintAnalyzeDebug,4903,3940,4393,3889,7448,5155,ms
Task Path,:layer_1:module_1_176:lintAnalyzeDebug,6492,5379,5806,5125,8938,8325,ms
Task Path,:layer_1:module_1_179:compileDebugKotlin,1805,2195,1563,2194,3439,2608,ms
Task Path,:layer_1:module_1_180:compileDebugKotlin,2118,2032,2077,1969,2641,2563,ms
Task Path,:layer_1:module_1_178:lintAnalyzeDebug,5132,4392,4850,4344,6430,5468,ms
Task Path,:layer_1:module_1_181:compileDebugKotlin,1848,1680,1723,1695,2460,2048,ms
Task Path,:layer_1:module_1_179:lintAnalyzeDebug,5897,4225,5251,4194,8371,5168,ms
Task Path,:layer_1:module_1_182:compileDebugKotlin,2109,2362,1944,2369,2821,2831,ms
Task Path,:layer_1:module_1_180:lintAnalyzeDebug,6278,4464,5526,4463,8229,5128,ms
Task Path,:layer_1:module_1_181:lintAnalyzeDebug,4980,3401,4163,3318,7062,4388,ms
Task Path,:layer_1:module_1_183:compileDebugKotlin,1880,2188,1780,2147,2592,2738,ms
Task Path,:layer_1:module_1_184:compileDebugKotlin,1926,1970,1898,1953,2362,2654,ms
Task Path,:layer_1:module_1_185:compileDebugKotlin,1827,1847,1819,1818,2033,2497,ms
Task Path,:layer_1:module_1_182:lintAnalyzeDebug,5941,4525,5422,4672,7781,5206,ms
Task Path,:layer_1:module_1_186:compileDebugKotlin,1667,2104,1619,1990,2267,3156,ms
Task Path,:layer_1:module_1_183:lintAnalyzeDebug,5834,4178,5228,4307,7582,4962,ms
Task Path,:layer_1:module_1_184:lintAnalyzeDebug,5184,4256,4657,3774,7199,7514,ms
Task Path,:layer_1:module_1_185:lintAnalyzeDebug,4518,3488,4349,3150,5922,4460,ms
Task Path,:layer_1:module_1_187:compileDebugKotlin,1712,2092,1787,1944,2006,3076,ms
Task Path,:layer_1:module_1_189:compileDebugKotlin,2038,1833,1883,1914,2688,2211,ms
Task Path,:layer_1:module_1_188:compileDebugKotlin,2356,2056,2091,2147,4306,2490,ms
Task Path,:layer_1:module_1_186:lintAnalyzeDebug,5676,4242,5131,4058,7823,5560,ms
Task Path,:layer_1:module_1_190:compileDebugKotlin,2066,2204,2000,2199,2619,2699,ms
Task Path,:layer_1:module_1_187:lintAnalyzeDebug,5508,3856,4855,3637,7732,5001,ms
Task Path,:layer_1:module_1_188:lintAnalyzeDebug,6110,4254,5048,4106,9709,5664,ms
Task Path,:layer_1:module_1_189:lintAnalyzeDebug,5600,3790,4660,3374,9399,4942,ms
Task Path,:layer_1:module_1_191:compileDebugKotlin,1767,1837,1728,1870,2403,2390,ms
Task Path,:layer_1:module_1_192:compileDebugKotlin,2092,2171,1931,1999,2562,2576,ms
Task Path,:layer_1:module_1_193:compileDebugKotlin,2184,2248,2190,2080,2527,2600,ms
Task Path,:layer_1:module_1_190:lintAnalyzeDebug,7103,4512,6754,4044,8764,5601,ms
Task Path,:layer_1:module_1_191:lintAnalyzeDebug,5368,3713,4721,3271,7661,4890,ms
Task Path,:layer_1:module_1_192:lintAnalyzeDebug,5098,3691,4772,3319,6932,5133,ms
Task Path,:layer_1:module_1_194:compileDebugKotlin,2266,2571,2039,2312,4161,3565,ms
Task Path,:layer_1:module_1_195:compileDebugKotlin,1963,2201,1701,2000,3990,3117,ms
Task Path,:layer_1:module_1_193:lintAnalyzeDebug,5762,4057,5100,3747,8227,5211,ms
Task Path,:layer_1:module_1_196:compileDebugKotlin,2111,2028,2079,1987,2577,2518,ms
Task Path,:layer_1:module_1_197:compileDebugKotlin,1990,1624,1775,1659,2746,2038,ms
Task Path,:layer_1:module_1_195:lintAnalyzeDebug,6096,4115,5272,3642,8751,5886,ms
Task Path,:layer_1:module_1_194:lintAnalyzeDebug,7193,4845,6698,4206,9513,6902,ms
Task Path,:layer_1:module_1_198:compileDebugKotlin,1526,1889,1466,1933,2026,2426,ms
Task Path,:layer_1:module_1_196:lintAnalyzeDebug,5998,4520,5321,3944,9038,5845,ms
Task Path,:layer_1:module_1_197:lintAnalyzeDebug,4275,3648,3900,3037,6582,5275,ms
Task Path,:layer_2:module_2_199:compileDebugKotlin,1308,1768,1337,1649,1564,2539,ms
Task Path,:layer_2:module_2_200:compileDebugKotlin,2310,1631,1702,1690,6509,1910,ms
Task Path,:layer_2:module_2_201:compileDebugKotlin,2213,1598,1542,1632,5722,1929,ms
Task Path,:layer_1:module_1_198:lintAnalyzeDebug,5975,4163,5323,3613,9851,6711,ms
Task Path,:layer_2:module_2_199:lintAnalyzeDebug,6209,4057,5432,3461,9787,6313,ms
Task Path,:layer_2:module_2_202:compileDebugKotlin,1832,2012,1853,1887,2041,2633,ms
Task Path,:layer_2:module_2_203:compileDebugKotlin,1795,1937,1781,1899,2098,2475,ms
Task Path,:layer_2:module_2_201:lintAnalyzeDebug,5159,3965,5026,3630,6194,5242,ms
Task Path,:layer_2:module_2_200:lintAnalyzeDebug,6219,4429,5665,4130,9829,5621,ms
Task Path,:layer_2:module_2_204:compileDebugKotlin,1947,1681,1617,1792,3777,2022,ms
Task Path,:layer_2:module_2_202:lintAnalyzeDebug,6854,4516,5989,4193,10821,5694,ms
Task Path,:layer_2:module_2_205:compileDebugKotlin,2116,1873,1813,1924,3717,2309,ms
Task Path,:layer_2:module_2_202:lintReportDebug,1424,1005,1388,998,1786,1101,ms
Task Path,:layer_2:module_2_203:lintAnalyzeDebug,6661,4288,5909,4002,10135,5700,ms
Task Path,:layer_2:module_2_203:lintReportDebug,1702,1018,1420,1016,2144,1105,ms
Task Path,:layer_2:module_2_204:lintAnalyzeDebug,5558,4271,4911,3678,9391,5636,ms
Task Path,:layer_2:module_2_206:compileDebugKotlin,2137,1705,1601,1697,5957,2070,ms
Task Path,:layer_2:module_2_207:compileDebugKotlin,2234,1722,1663,1815,5834,1969,ms
Task Path,:layer_2:module_2_205:lintAnalyzeDebug,6413,4544,5582,3883,10305,6235,ms
Task Path,:layer_2:module_2_208:compileDebugKotlin,1648,1531,1578,1475,2386,2067,ms
Task Path,:layer_2:module_2_209:compileDebugKotlin,1592,1469,1346,1446,1717,1902,ms
Task Path,:layer_2:module_2_207:lintAnalyzeDebug,5324,3974,4858,3424,8620,5332,ms
Task Path,:layer_2:module_2_206:lintAnalyzeDebug,5661,4016,5158,3650,9238,5239,ms
Task Path,:layer_2:module_2_208:lintAnalyzeDebug,5519,3986,4867,3594,9353,5669,ms
Task Path,:layer_2:module_2_209:lintAnalyzeDebug,4820,3582,4571,3320,6925,4751,ms
Task Path,:layer_2:module_2_210:compileDebugKotlin,1340,1541,1353,1524,1675,1740,ms
Task Path,:layer_2:module_2_211:compileDebugKotlin,1636,1669,1528,1604,1844,1983,ms
Task Path,:layer_2:module_2_212:compileDebugKotlin,1595,1636,1621,1704,1968,1940,ms
Task Path,:layer_2:module_2_213:compileDebugKotlin,1459,1559,1446,1561,1823,1967,ms
Task Path,:layer_2:module_2_210:lintAnalyzeDebug,4985,3529,4539,3267,7463,4740,ms
Task Path,:layer_2:module_2_211:lintAnalyzeDebug,5294,3720,4898,3450,8003,4892,ms
Task Path,:layer_2:module_2_214:compileDebugKotlin,1944,1791,1675,1787,2849,2142,ms
Task Path,:layer_2:module_2_215:compileDebugKotlin,1957,1975,1670,1965,2648,2227,ms
Task Path,:layer_2:module_2_212:lintAnalyzeDebug,5824,4087,5275,3670,8296,5249,ms
Task Path,:layer_2:module_2_213:lintAnalyzeDebug,5067,3609,4518,3255,7724,4907,ms
Task Path,:layer_2:module_2_216:compileDebugKotlin,1734,1775,1749,1771,2060,2266,ms
Task Path,:layer_2:module_2_217:compileDebugKotlin,1735,1736,1799,1711,2071,2134,ms
Task Path,:layer_2:module_2_214:lintAnalyzeDebug,5213,4173,4907,3622,6721,6739,ms
Task Path,:layer_2:module_2_215:lintAnalyzeDebug,5551,4609,5685,3856,6142,7378,ms
Task Path,:layer_2:module_2_216:lintAnalyzeDebug,5646,4201,5552,3877,6771,5711,ms
Task Path,:layer_2:module_2_218:compileDebugKotlin,1852,1827,1763,1744,2876,2046,ms
Task Path,:layer_2:module_2_219:compileDebugKotlin,1729,1885,1686,1830,2061,2274,ms
Task Path,:layer_2:module_2_217:lintAnalyzeDebug,5600,4131,5364,3856,6599,5541,ms
Task Path,:layer_2:module_2_220:compileDebugKotlin,1420,1642,1437,1632,1712,2078,ms
Task Path,:layer_2:module_2_221:compileDebugKotlin,1687,1735,1710,1806,2020,2103,ms
Task Path,:layer_2:module_2_218:lintAnalyzeDebug,5486,3965,5023,3667,8004,5113,ms
Task Path,:layer_2:module_2_219:lintAnalyzeDebug,5658,4680,5592,4316,6818,6616,ms
Task Path,:layer_2:module_2_219:lintReportDebug,1537,1115,1447,963,1858,1095,ms
Task Path,:layer_2:module_2_220:lintAnalyzeDebug,5190,4317,4919,4213,7176,6627,ms
Task Path,:layer_2:module_2_223:compileDebugKotlin,1635,1534,1464,1572,2454,1828,ms
Task Path,:layer_2:module_2_222:compileDebugKotlin,1975,1774,1697,1756,3064,2054,ms
Task Path,:layer_2:module_2_221:lintAnalyzeDebug,5772,4143,5483,3766,8100,5248,ms
Task Path,:layer_2:module_2_224:compileDebugKotlin,1979,2008,1744,1910,3082,2921,ms
Task Path,:layer_2:module_2_225:compileDebugKotlin,1764,1740,1534,1625,3443,2490,ms
Task Path,:layer_2:module_2_223:lintAnalyzeDebug,5893,3710,5328,3405,8301,5256,ms
Task Path,:layer_2:module_2_222:lintAnalyzeDebug,7095,4390,6886,4045,9651,5836,ms
Task Path,:layer_2:module_2_224:lintAnalyzeDebug,6926,4791,6544,4283,9003,6913,ms
Task Path,:layer_2:module_2_226:compileDebugKotlin,1487,1720,1491,1630,1961,2439,ms
Task Path,:layer_2:module_2_227:compileDebugKotlin,1467,1874,1390,1667,1886,2886,ms
Task Path,:layer_2:module_2_225:lintAnalyzeDebug,5889,3831,5092,3409,8617,4856,ms
Task Path,:layer_2:module_2_224:lintReportDebug,1502,1066,1487,1070,1843,1146,ms
Task Path,:layer_2:module_2_229:compileDebugKotlin,1748,1809,1507,1736,3555,2609,ms
Task Path,:layer_2:module_2_228:compileDebugKotlin,1926,1858,1613,1788,4002,2680,ms
Task Path,:layer_2:module_2_226:lintAnalyzeDebug,5638,4037,4924,3496,8337,6098,ms
Task Path,:layer_2:module_2_227:lintAnalyzeDebug,5550,3853,4844,3375,8111,5299,ms
Task Path,:layer_2:module_2_228:lintAnalyzeDebug,5281,4048,4875,3655,7294,5852,ms
Task Path,:layer_2:module_2_230:compileDebugKotlin,1752,2073,1768,1901,2427,2171,ms
Task Path,:layer_2:module_2_231:compileDebugKotlin,1791,1977,1768,1753,2578,2137,ms
Task Path,:layer_2:module_2_229:lintAnalyzeDebug,5007,3799,4705,3363,6667,5677,ms
Task Path,:layer_2:module_2_232:compileDebugKotlin,1637,1624,1717,1615,1906,2001,ms
Task Path,:layer_2:module_2_233:compileDebugKotlin,1618,1536,1548,1537,2246,1880,ms
Task Path,:layer_2:module_2_230:lintAnalyzeDebug,5849,4423,5579,4055,7102,5664,ms
Task Path,:layer_2:module_2_231:lintAnalyzeDebug,6007,4514,5637,3948,8440,5612,ms
Task Path,:layer_2:module_2_232:lintAnalyzeDebug,5704,4330,5400,3826,7715,6611,ms
Task Path,:layer_2:module_2_233:lintAnalyzeDebug,5102,3670,4687,3269,7700,5251,ms
Task Path,:layer_2:module_2_234:compileDebugKotlin,1704,2025,1689,2004,2596,2942,ms
Task Path,:layer_2:module_2_235:compileDebugKotlin,1750,1887,1599,1895,2430,2724,ms
Task Path,:layer_2:module_2_236:compileDebugKotlin,1754,1544,1649,1499,2342,2079,ms
Task Path,:layer_2:module_2_237:compileDebugKotlin,1833,1576,1622,1551,4037,1937,ms
Task Path,:layer_2:module_2_235:lintAnalyzeDebug,6021,4149,5209,3611,9657,5203,ms
Task Path,:layer_2:module_2_234:lintAnalyzeDebug,6868,4694,5880,4144,10391,6602,ms
Task Path,:layer_2:module_2_234:lintReportDebug,1559,1031,1357,1038,1778,1123,ms
Task Path,:layer_2:module_2_236:lintAnalyzeDebug,5192,3857,4548,3468,8813,6022,ms
Task Path,:layer_2:module_2_237:lintAnalyzeDebug,5046,3677,4470,3471,7902,4684,ms
Task Path,:layer_2:module_2_238:compileDebugKotlin,1656,1793,1616,1795,2075,2018,ms
Task Path,:layer_2:module_2_239:compileDebugKotlin,1814,1760,1731,1698,2205,2097,ms
Task Path,:layer_2:module_2_240:compileDebugKotlin,1912,2131,1800,1853,2408,2842,ms
Task Path,:layer_2:module_2_241:compileDebugKotlin,1643,2019,1723,1724,2011,2718,ms
Task Path,:layer_2:module_2_238:lintAnalyzeDebug,7023,4589,6396,4076,9636,5959,ms
Task Path,:layer_2:module_2_239:lintAnalyzeDebug,6856,4076,5978,3732,9530,4956,ms
Task Path,:layer_2:module_2_238:lintReportDebug,1828,1023,1401,1025,4225,1105,ms
Task Path,:layer_2:module_2_240:lintAnalyzeDebug,6592,4261,6081,3767,9260,5504,ms
Task Path,:layer_2:module_2_241:lintAnalyzeDebug,5468,3855,4541,3462,8625,4813,ms
Task Path,:layer_2:module_2_242:compileDebugKotlin,1340,1426,1204,1406,1730,1720,ms
Task Path,:layer_3:module_3_243:compileDebugKotlin,1690,1780,1556,1655,1835,2095,ms
Task Path,:layer_3:module_3_244:compileDebugKotlin,1529,2009,1476,1658,1794,4194,ms
Task Path,:layer_3:module_3_245:compileDebugKotlin,1805,2074,1718,1810,2572,3069,ms
Task Path,:layer_2:module_2_242:lintAnalyzeDebug,4986,3704,4402,3373,7616,4832,ms
Task Path,:layer_3:module_3_246:compileDebugKotlin,1980,2062,1814,1827,2043,2962,ms
Task Path,:layer_3:module_3_247:compileDebugKotlin,1349,1526,1267,1417,1824,1768,ms
Task Path,:layer_3:module_3_244:lintAnalyzeDebug,6557,4493,6090,4019,8850,6300,ms
Task Path,:layer_3:module_3_244:lintReportDebug,3002,1305,2085,1299,6735,1386,ms
Task Path,:layer_3:module_3_243:lintAnalyzeDebug,7531,4735,6536,4429,11561,6673,ms
Task Path,:layer_3:module_3_245:lintAnalyzeDebug,7382,4713,6518,4307,11141,6410,ms
Task Path,:layer_3:module_3_246:lintAnalyzeDebug,7175,5152,7424,4440,10747,7944,ms
Task Path,:layer_3:module_3_243:lintReportDebug,2887,1522,2260,1525,6179,1654,ms
Task Path,:layer_3:module_3_246:lintReportDebug,2793,1973,2287,1663,5351,4471,ms
Task Path,:layer_3:module_3_245:lintReportDebug,2968,1693,2433,1687,6303,1815,ms
Task Path,:layer_3:module_3_248:compileDebugKotlin,1818,1886,1448,1729,2758,2044,ms
Task Path,:layer_3:module_3_249:compileDebugKotlin,2216,1743,1709,1538,4713,1930,ms
Task Path,:layer_3:module_3_247:lintAnalyzeDebug,7159,5572,5827,4887,11007,7653,ms
Task Path,:layer_3:module_3_250:compileDebugKotlin,2266,1747,1851,1750,4321,2045,ms
Task Path,:layer_3:module_3_247:lintReportDebug,2377,1969,1943,1335,4885,4500,ms
Task Path,:layer_3:module_3_251:compileDebugKotlin,1370,1642,1338,1649,1828,2017,ms
Task Path,:layer_3:module_3_249:lintAnalyzeDebug,6063,4430,5497,4041,7873,6710,ms
Task Path,:layer_3:module_3_248:lintAnalyzeDebug,7568,6106,7173,6371,10183,8249,ms
Task Path,:layer_3:module_3_249:lintReportDebug,1999,1297,1671,1146,4295,1312,ms
Task Path,:layer_3:module_3_250:lintAnalyzeDebug,7051,4677,6809,4385,9956,6778,ms
Task Path,:layer_3:module_3_248:lintReportDebug,2840,1539,2278,1525,5612,1700,ms
Task Path,:layer_3:module_3_250:lintReportDebug,2675,1837,2383,1554,5133,4155,ms
Task Path,:layer_3:module_3_251:lintAnalyzeDebug,7063,5153,6197,4932,10272,7087,ms
Task Path,:layer_3:module_3_252:compileDebugKotlin,1539,1496,1378,1515,2062,1806,ms
Task Path,:layer_3:module_3_253:compileDebugKotlin,1740,1561,1578,1557,2271,1768,ms
Task Path,:layer_3:module_3_251:lintReportDebug,2652,1631,2116,1656,5278,1758,ms
Task Path,:layer_3:module_3_254:compileDebugKotlin,1718,1554,1484,1525,2684,1753,ms
Task Path,:layer_3:module_3_255:compileDebugKotlin,1745,1659,1648,1685,2611,1938,ms
Task Path,:layer_3:module_3_252:lintAnalyzeDebug,6233,4806,5366,4394,9320,8090,ms
Task Path,:layer_3:module_3_252:lintReportDebug,3093,1160,2192,1147,6451,1312,ms
Task Path,:layer_3:module_3_253:lintAnalyzeDebug,6516,4895,5823,4602,9552,6687,ms
Task Path,:layer_3:module_3_253:lintReportDebug,2171,1398,1859,1368,4392,1541,ms
Task Path,:layer_3:module_3_254:lintAnalyzeDebug,5914,4435,5621,4168,7318,6120,ms
Task Path,:layer_3:module_3_255:lintAnalyzeDebug,6104,4434,5847,4059,8760,6485,ms
Task Path,:layer_3:module_3_256:compileDebugKotlin,1735,1748,1635,1740,2442,2256,ms
Task Path,:layer_3:module_3_257:compileDebugKotlin,1769,1758,1728,1666,2369,2493,ms
Task Path,:layer_3:module_3_254:lintReportDebug,1743,1254,1750,1251,2091,1327,ms
Task Path,:layer_3:module_3_255:lintReportDebug,2389,1409,1992,1410,4661,1525,ms
Task Path,:layer_3:module_3_258:compileDebugKotlin,1787,1581,1653,1620,2922,1851,ms
Task Path,:layer_3:module_3_259:compileDebugKotlin,1526,1741,1521,1677,1964,1887,ms
Task Path,:layer_3:module_3_256:lintAnalyzeDebug,6197,4302,5628,4002,9179,5284,ms
Task Path,:layer_3:module_3_257:lintAnalyzeDebug,6162,4340,5541,4085,8880,5451,ms
Task Path,:layer_3:module_3_256:lintReportDebug,2457,1319,2081,1296,4989,1453,ms
Task Path,:layer_3:module_3_257:lintReportDebug,2057,1666,1842,1402,3255,3904,ms
Task Path,:layer_3:module_3_258:lintAnalyzeDebug,6240,4554,5644,4271,8541,6706,ms
Task Path,:layer_3:module_3_259:lintAnalyzeDebug,7200,4542,6256,4249,11083,5821,ms
Task Path,:layer_3:module_3_260:compileDebugKotlin,1325,1621,1374,1570,1570,1894,ms
Task Path,:layer_3:module_3_258:lintReportDebug,2100,1373,1952,1344,2532,1535,ms
Task Path,:layer_3:module_3_261:compileDebugKotlin,1479,1403,1503,1373,1852,1766,ms
Task Path,:layer_3:module_3_259:lintReportDebug,2614,1562,2285,1560,4732,1698,ms
Task Path,:layer_3:module_3_262:compileDebugKotlin,1621,1374,1462,1406,3262,1646,ms
Task Path,:layer_3:module_3_263:compileDebugKotlin,1606,1519,1588,1549,1948,1773,ms
Task Path,:layer_3:module_3_260:lintAnalyzeDebug,6580,4289,5687,3754,9134,5418,ms
Task Path,:layer_3:module_3_261:lintAnalyzeDebug,6696,4497,5653,3716,12517,7859,ms
Task Path,:layer_3:module_3_260:lintReportDebug,2311,1525,1961,1206,4058,3832,ms
Task Path,:layer_3:module_3_262:lintAnalyzeDebug,5378,3807,4834,3372,8266,4860,ms
Task Path,:layer_3:module_3_261:lintReportDebug,1650,1267,1676,1122,2124,1330,ms
Task Path,:layer_3:module_3_263:lintAnalyzeDebug,6869,4359,6233,3932,9257,5883,ms
Task Path,:layer_3:module_3_264:compileDebugKotlin,1618,1615,1577,1658,1952,1950,ms
